frame_start	frame_end	Left-Cerebral-White-Matter	Left-Lateral-Ventricle	Left-Inf-Lat-Vent	Left-Cerebellum-White-Matter	Left-Cerebellum-Cortex	Left-Thalamus	Left-Caudate	Left-Putamen	Left-Pallidum	3rd-Ventricle	4th-Ventricle	Brain-Stem	Left-Hippocampus	Left-Amygdala	CSF	Left-Accumbens-area	Left-VentralDC	Left-vessel	Left-choroid-plexus	Right-Cerebral-White-Matter	Right-Lateral-Ventricle	Right-Inf-Lat-Vent	Right-Cerebellum-White-Matter	Right-Cerebellum-Cortex	Right-Thalamus	Right-Caudate	Right-Putamen	Right-Pallidum	Right-Hippocampus	Right-Amygdala	Right-Accumbens-area	Right-VentralDC	Right-vessel	Right-choroid-plexus	Optic-Chiasm	AirCavity	Skull	Vermis	Pons	CSF-ExtraCerebral	Head-ExtraCerebral	ctx-lh-bankssts	ctx-lh-caudalanteriorcingulate	ctx-lh-caudalmiddlefrontal	ctx-lh-cuneus	ctx-lh-entorhinal	ctx-lh-fusiform	ctx-lh-inferiorparietal	ctx-lh-inferiortemporal	ctx-lh-isthmuscingulate	ctx-lh-lateraloccipital	ctx-lh-lateralorbitofrontal	ctx-lh-lingual	ctx-lh-medialorbitofrontal	ctx-lh-middletemporal	ctx-lh-parahippocampal	ctx-lh-paracentral	ctx-lh-parsopercularis	ctx-lh-parsorbitalis	ctx-lh-parstriangularis	ctx-lh-pericalcarine	ctx-lh-postcentral	ctx-lh-posteriorcingulate	ctx-lh-precentral	ctx-lh-precuneus	ctx-lh-rostralanteriorcingulate	ctx-lh-rostralmiddlefrontal	ctx-lh-superiorfrontal	ctx-lh-superiorparietal	ctx-lh-superiortemporal	ctx-lh-supramarginal	ctx-lh-frontalpole	ctx-lh-temporalpole	ctx-lh-transversetemporal	ctx-lh-insula	ctx-rh-bankssts	ctx-rh-caudalanteriorcingulate	ctx-rh-caudalmiddlefrontal	ctx-rh-cuneus	ctx-rh-entorhinal	ctx-rh-fusiform	ctx-rh-inferiorparietal	ctx-rh-inferiortemporal	ctx-rh-isthmuscingulate	ctx-rh-lateraloccipital	ctx-rh-lateralorbitofrontal	ctx-rh-lingual	ctx-rh-medialorbitofrontal	ctx-rh-middletemporal	ctx-rh-parahippocampal	ctx-rh-paracentral	ctx-rh-parsopercularis	ctx-rh-parsorbitalis	ctx-rh-parstriangularis	ctx-rh-pericalcarine	ctx-rh-postcentral	ctx-rh-posteriorcingulate	ctx-rh-precentral	ctx-rh-precuneus	ctx-rh-rostralanteriorcingulate	ctx-rh-rostralmiddlefrontal	ctx-rh-superiorfrontal	ctx-rh-superiorparietal	ctx-rh-superiortemporal	ctx-rh-supramarginal	ctx-rh-frontalpole	ctx-rh-temporalpole	ctx-rh-transversetemporal	ctx-rh-insula
0	30	290.9674356927295	160.878218570404	558.5696222529692	329.3223338415153	426.43094832550986	285.6351759431592	249.27053220329836	408.81130171142297	261.2768044427252	346.0756488495087	331.2475805986083	374.1706514696702	570.055202665679	399.26854181974505	323.0065583128518	301.5811196179756	347.72742427550776	347.65656104454627	368.493644658257	292.2683441693834	191.7657017988642	332.9602145371614	375.2151712438649	423.79718472343967	316.1198594495748	227.09108917219845	430.6986063282851	330.4599794282081	416.5970467348466	444.2467345052937	330.8282535330763	219.68631755810756	156.58639335632324	351.1414904160933	1378.3907588742813	85.376798120879	77.54714655079499	339.19856203371023	379.85859781791515	422.5411067613649	56.041888074071345	419.9567829986715	394.60559327059724	428.5907922621185	329.10452132037864	283.3996829456411	368.52963495216966	365.17731393443626	327.07461227833284	368.8774753567612	330.5112319088969	512.3910654053125	445.6746366976884	529.8815301057109	384.85177901024946	505.82542682358945	303.4637234336087	559.6315921774822	421.9313981335514	446.70482399390056	480.82608876194416	441.32195291406714	360.0605428885125	436.0671223233447	366.1733590134955	489.3859756149967	427.4700599780671	511.491353858146	347.303915013934	629.8624630519245	458.91857803885154	604.6066073095993	350.1842213155981	815.493728240331	552.0564389565513	561.7977026129751	478.93640914240115	495.67951621078197	372.78553379529376	469.2038493680934	355.23638413299307	361.9644912604692	400.9552641671549	275.1170158705021	327.8908747551664	515.8853528581553	382.84761935464695	594.2579315792113	405.3684420607298	478.9809473793957	366.8520347803297	530.6977316586964	452.51130432712	469.57849675738026	471.40534656488103	431.9754519386599	480.47496210985844	418.5426851409903	441.86666489403143	654.2333632612765	432.7039238050078	497.47088762261495	264.4328698825666	658.8573959613815	405.315222411072	499.6271847877182	374.490409245678	743.4653920372891	543.5326215765197
30	60	4156.464235217554	2928.9542707505516	4688.482155474495	4688.593800674859	6106.522885728809	5904.13606606102	5352.87652930609	6536.842591161261	4461.500639652579	5697.925448766765	4231.4338302092465	4650.443424594766	5620.091882588198	4872.677431628604	5268.872649385982	5577.989743921197	4454.225429887553	5128.178072415865	4009.397428849164	4317.387845385597	2433.9581648278377	4725.162202510127	4704.352132864939	6027.587323119437	5879.608147125288	5060.103231311932	6162.239529895277	4827.94562782645	5238.245240054096	5412.968695089478	5969.054327214806	4726.586672714536	7417.962646484375	4088.877136008523	5989.0633763727155	956.3096702992628	1044.2933401906355	5953.695942939083	4698.571095697478	5023.589493709897	615.4160044011245	6290.237610433038	6875.887340243177	6541.454581448881	5964.807661900514	4233.611602566207	5202.1970646256905	5399.274442477333	5689.265958307595	6134.267237598906	4953.29681066938	6276.138172667385	6776.716363685601	6271.491380044655	5571.180138641823	5845.129147159965	4959.070751716955	6707.085009896735	5856.685893191626	6570.697242604069	7446.69091513888	5472.068640761578	6495.432093998477	6082.578445874249	6093.6337346312475	5644.002288639011	6296.901780708907	5973.553950478067	5060.144476777679	6793.331612799667	6028.847110769857	6833.07476525498	5082.922080909539	9074.068052503797	6454.098721068525	6509.467159231085	7162.008839906867	6046.026600281511	6420.412129656953	4911.922222423035	4975.414257281884	5426.902254786207	5400.600636284097	6589.966645550501	5317.485583812353	5711.151869384007	6494.467500058918	6588.570652849683	5713.6364681658815	5436.101019385027	6251.026535632903	7100.112881415689	6199.2455123829295	6495.664248714017	7294.563236279057	5834.27187718162	7393.590622341043	6172.902295331507	6071.38211193004	6296.035074897576	6384.926801522138	6558.725295215549	4547.020694943489	6822.060306878259	5671.842134421986	6411.153915618982	5566.393905280618	8795.01665925496	6101.8473188153785
60	90	9060.245660348335	5983.029546687711	10228.796659581802	9885.753517446326	13191.043910692375	12309.087421890885	11067.921887571081	14327.325667703397	11172.628530617181	10431.724164237816	7182.02137747174	9335.773045921489	10603.614230694651	9613.536070099315	10168.25196872504	10519.037416248088	9064.47239609671	13186.830190805289	9186.64154770795	9344.415119997651	5224.746400894657	7009.160843460648	10249.893423616353	12806.271258991555	12901.544357773095	10362.877642473577	13331.707544883258	10332.532680431148	9255.225157934936	9283.52386791401	11571.505945759169	9744.037033331877	13851.22998046875	8485.6613392223	8371.103658424234	1897.0268392314538	2162.0620130077014	13205.802538135384	9567.619423347734	10037.376702780277	1216.5551494731837	12666.628112151993	13438.466661782926	14140.323999672317	13301.502714146503	9825.573177009686	10995.193005150966	11807.510975108195	11823.50084297524	13524.232388597782	11191.004228455635	13210.478143647051	13459.222296809261	12072.140937451564	11795.215570136375	10915.374262367382	11171.67398092692	13849.740230855732	13526.352268914785	13644.005607149644	16308.391117397425	12056.053847652594	13822.54522825713	13013.454460405515	13249.76665007266	12255.578767332248	13787.254847967542	13200.305034635545	11181.184175163999	13409.312670667106	12717.881121475022	14212.735840932044	10807.979183746873	17942.501755777994	12801.663343142178	12743.964434353547	14490.266340327647	13244.963043639771	14523.89072627455	9880.654491084731	10730.078863415163	12097.19604347047	11626.783958005442	13133.580806215246	11942.580652110375	12280.95099774174	13571.944610568085	14356.629363835207	11826.019559516464	10458.95692475321	13022.517049310536	14806.76439185186	13919.289267330734	13675.029537030307	16307.710865162036	12143.841089595091	15561.54050377572	12976.358387384886	13841.121244190517	13238.298983161381	13617.821413771762	13426.216588152585	10464.215394522276	13322.368717096784	12344.165130425996	12967.503792044161	9928.286161295573	17254.96155651781	12203.026173345817
90	120	13955.94594578118	8605.833955116668	16014.397234030332	14617.70421164442	19799.75014657381	19113.064515428734	17203.91064430372	21663.529391445743	17199.26409016513	16919.75446164424	12308.47274940506	13866.747493288583	16252.8177948598	13760.149187653878	13266.322481841553	17984.134390859635	15132.588202472725	23773.34630408654	13148.031950109145	14464.912661239658	8114.085758423154	13729.176538990161	15452.92135057565	19471.748755761924	19907.713140120723	16279.423346758918	20745.36567925173	16882.29610910977	13688.98690121048	14300.145657338073	21290.937720174286	15188.101058579849	17140.66162109375	10873.61221590909	12860.629712374704	2903.4406666686646	3352.952146922241	20632.02049950708	14973.744031628125	14849.241932052515	1860.9091017243254	19942.960913000476	20095.815137777205	20998.501551063513	20422.71992446358	13856.728418410634	17593.887632484595	17985.009604895913	18392.943040008973	20266.74943547192	17288.793875093455	18982.940103616336	21661.779855700694	20486.52065545766	18326.959288620437	16067.534656574595	17415.638535368802	21124.05427512454	21095.225243918343	21595.21178653385	24327.766462384334	18309.83683062608	21265.885329280165	19536.2966690231	21038.327928350413	18568.776845047654	21456.94252540838	19709.085154652385	17138.188511788794	20211.523185694376	19084.208384342783	20907.141864204124	16298.215102545044	27664.40419108073	19498.3563072068	21072.88621102689	22823.473096316764	19596.023977703822	20525.5669517534	14305.595807479545	16405.713226478212	18423.2359698605	17735.819291524054	20800.13389578378	18211.655633841827	18666.951287933185	20764.258368094834	20588.072389512414	18057.682028111107	16477.81424087746	18789.909075585805	22395.323802693503	20560.78730110244	20699.281261158892	23693.17946188649	18500.30857069971	23194.78346612005	19294.92391863131	20702.13630698987	18666.980231194255	20766.85723723463	20450.82427362899	15620.451474632287	20143.164535568936	18878.877629459283	19726.938571278122	15251.386998554304	27570.003321897184	18570.869861626707
120	150	17531.453415489897	11151.641256594512	19934.39272173713	20188.35564066608	25433.517005488604	23200.281675448023	21838.495068950957	27516.126384003506	20371.485710215224	22706.087865971247	14628.314917726077	17880.963578727882	20320.14521775552	17048.669182941372	15976.416242761581	21552.52429565837	19149.3741974334	27166.519080528848	15005.142009061925	18094.812813757348	9613.11046408124	15490.320278139468	20270.652749178855	24714.722010642017	23417.601515884686	20418.784018470298	26493.267629142974	21665.33761784218	17361.69524449736	17406.677180201124	24967.37246220166	19680.56304760978	27045.88427734375	12464.914290660512	13689.044557967276	3492.286290749964	4144.808814073259	25317.193440111376	19049.855610469145	18083.086162818247	2278.7786505114977	24964.11043246791	25498.264730885447	25840.515349226538	25664.498663332688	17283.536050432795	22869.839393188562	23170.167411117833	22968.97591257739	24787.51445695888	22166.141197708283	24437.273764946993	26730.503506859917	24852.615675473266	23293.78066568239	20293.780579690167	20495.86759938029	26223.528120887288	27331.67604354372	26227.28060139441	31742.394861830297	22885.359077535006	26267.329685007895	24635.405431908763	25878.653098062594	22110.243467633583	26898.604407002076	24106.948443426794	21809.768059890404	25468.522000968413	23540.12783459688	26663.615838015416	21199.992049130386	32251.943056911892	23551.568176183584	25592.034784396452	25763.328052532168	24260.626456968246	26442.666486815324	16671.699886537404	21509.23532942169	23216.83408057404	22641.97431827286	25917.886946003553	22898.37121014517	22505.631892265264	26324.367567028814	24919.284135298294	23708.89217324625	18762.42391615737	23969.203704868592	27538.083950489625	26536.553147600567	26110.51712634927	30728.170907037118	22557.527981795374	27884.32551825495	24120.3569136484	26420.314793184847	23224.673644748633	26452.52417601839	24951.45757040063	20384.06739821449	24477.470018663746	23031.41219889627	24654.43473512452	20427.720798387716	31716.370160766353	22771.436368976578
150	180	18684.929594681704	11821.184738328904	17061.925522748163	20589.836105324113	26898.227914296178	24939.57173983796	23539.89059781006	28788.128879097552	21985.04929776956	21249.425649763325	16024.202153330098	19388.164586099803	20162.07648712998	17595.228175611344	17123.571467526956	24276.801589439656	20406.08053707071	30795.79161658654	14878.042602539062	19087.012522140983	10311.27119229477	15252.466843894676	21072.459228795153	25860.958713776134	25730.538085182598	21510.52793892335	28357.59301926564	21631.467454071768	18840.72132693376	18635.429489399736	25059.264526235504	20493.972736844127	35206.62255859375	13476.573805042613	14218.259222066627	3559.9588832419286	4320.126009812866	26623.67779927314	20894.170785611423	18648.95399927391	2400.379908832601	26633.19832337779	25732.638527591094	27603.961115454993	27549.84724635678	18148.094052374556	23732.713130247706	24992.775493397665	24915.206376788996	26291.73870814609	23777.05094555751	25677.92786902267	28392.443099833465	25124.739904010603	24404.424100566797	21043.792584961495	23006.340699157347	26963.60691289217	27003.471013135433	27626.08274380262	32726.29897939443	23974.539985920903	27821.30074020359	25581.249362605642	27917.09242294141	22874.916200486197	28043.17566238909	25545.41828615803	23385.77061670232	25966.88866745554	25009.65659720418	27536.35286409965	22489.851761481088	34362.420894368486	23893.112785307127	26712.07105218464	27810.61126120914	25102.845258402955	27203.6229247506	17980.859968861092	23022.786786424538	24607.265476376255	23781.637396269864	27446.84202387744	24769.310228073766	23522.04321530467	27132.95490205898	26395.360385568263	24197.719159863726	19415.14582674334	25004.854835058617	28649.3967891687	27671.39623258205	26982.598495558123	31946.762962406516	23874.760986390876	29564.784249303837	25306.824250954516	27153.999261341654	23288.3583782661	27765.84652565896	26082.41248672374	21211.192768116813	25359.51112382763	24068.716126085637	26881.270183659402	21441.707042978323	33089.489856031316	23644.29171167803
180	240	19191.914730405068	10949.420702213962	16249.05487132353	21316.309124849802	27163.947137115152	25299.89262057273	22843.88076790759	29658.442375253013	23748.755986518634	23510.107286279366	14780.475666763214	18624.11897811212	19482.975356515708	19766.10137496153	16823.33471071286	25570.709225528364	21448.535644615306	29933.72355769231	13595.785132913028	19609.968751306995	10201.358633329457	15114.248607494214	21879.055432249104	26196.55619876954	25661.64136178616	21488.285264665785	28831.23936926715	22916.684052444805	18113.410202752977	18827.65537776749	25651.852705510046	21605.45837851238	31052.57470703125	12894.808516512785	13168.641610775354	3485.7998388099986	4480.031338982934	26594.35130715672	19979.708334222945	18218.87558983407	2441.081794027211	26476.65571243482	26962.51226134662	27391.398909234842	27006.807248628054	18899.35033737804	23811.17378875182	24770.06874999365	24744.550531949284	26804.167407452718	23628.608354298012	25019.344444976432	27973.82474455159	26256.446013981527	24940.641411241013	21319.643919022572	23550.249281453107	27233.884534181343	28199.229840726955	27163.90614348252	31516.146260043468	23637.36716355658	28353.998648156037	25671.441526151364	27908.19870796656	22599.09799425601	27996.282024084325	25355.012342991213	22956.35160710849	25977.58175123579	24618.708713522614	27589.916152024518	22034.834189337485	32734.74800754123	25177.906057771794	27581.97225758009	27392.365551129562	24939.050721730706	27735.753228346013	18354.409686552437	23113.45713523547	25115.73824508102	24259.832701333056	26850.949626425296	25031.438222999826	23567.2992678954	27390.37908948435	26229.695290045813	24829.86350743649	19799.33953302557	24629.809248261725	27597.440779195917	27128.742641188546	26575.10204663652	30989.074397318538	23440.77323109324	30227.095505395268	24956.719266851214	27472.89073312434	23254.617772470607	27366.04264238183	25561.971551683775	21577.42275367713	25212.20303967471	24473.54907979869	25606.94149993982	20703.02735930798	31900.530435867775	24317.182747402527
240	300	18476.621356832606	10473.704635921242	16912.659981043198	21069.337030081784	25363.692951405937	24294.611539216407	21080.906166837467	28310.877953291616	22562.32204364133	21654.219581379297	14537.104689457039	18659.442252707144	19194.622749138627	18450.35490593423	14773.966403753993	25313.783517058884	20624.693617174722	32069.200420673078	11407.580585255342	18741.552366940025	9789.753961984336	14120.883091001157	20866.51129861792	24452.786901998446	24331.248470470426	21056.68507922205	27682.943661244422	21647.268236161097	16491.532125832593	18144.524422510272	25652.079902196267	21847.291500679174	26613.67578125	11278.306123046876	11615.169804411114	3478.0428738474598	4425.990017848864	25217.503975011125	19477.43070869784	16777.817164955162	2447.640856279148	25233.089052358337	25995.572789280875	25158.300846624534	24782.562988698763	17884.662558517997	22959.587503583574	22733.397418438242	24165.816422289798	24604.218764646284	22203.07708566976	22655.555951885653	26327.201890549753	24175.693130725427	23561.717843799535	20025.64711133146	21258.346935695663	24891.790914877314	26768.553095065916	25399.111807179608	27777.59846121946	21893.91088679844	27237.583766193788	23922.706825500558	25747.277150728485	21600.42871123956	26480.975153604868	23597.08803441035	21303.770760050946	24406.544700763905	22808.05074412958	25538.391185834185	20893.694590744948	29322.357424587673	23204.028310097	25240.470734857696	25337.65020215019	22514.948267904852	24940.58986743932	18400.758185807455	22419.90900721821	22947.442777507236	23486.910576562976	24344.124228593468	22836.685981779247	22458.281875996887	25195.438543336004	24286.48535299022	23788.298507826523	19766.584443933825	21658.787919374787	25286.273177421022	26452.907940010802	24489.164185566642	27881.886204543433	21589.14997139003	27277.166181447246	22856.131011281414	25347.52774640412	21721.185440183297	25416.51732724159	23193.002332883556	19729.021635196754	23221.505589023338	22745.170794798574	24280.551999217656	20815.194840734144	29399.351158405174	22915.10288713921
300	360	17603.243955481594	9260.000050632681	15399.400921989889	20222.540649086437	23600.138704181696	22635.794013087667	18859.391068230136	26041.19398804675	22066.55085165527	20947.396591207926	13425.583740723634	17300.07690518801	17540.138681554232	17405.77612635284	12405.629472219449	22991.97959429748	20124.355645603806	30336.671875	10399.791276819566	17593.977992936096	8861.32314582364	12877.192912688079	19978.925300851468	22593.306403920004	22263.38302292945	18570.394004759513	26067.96891451334	20599.7608135307	15795.788886680528	17358.604308448448	23067.403463583807	20549.998217992714	31433.97216796875	9760.351648615057	12291.93553996536	3391.4862442391445	4357.053199185667	22628.05621994598	18548.361996649488	15348.9088834781	2414.443933625902	22617.04617647863	24358.305381065496	22276.752819215893	22714.147850059453	17188.09351911588	20938.820918324032	20681.176195419397	22180.044288116525	22164.919665780424	20112.178410675315	20756.943145387933	23617.253616733535	22247.83320856983	21845.55498339581	19395.51054237292	19763.036705760656	23071.42585605171	24924.496599962065	23449.785886525082	24761.717416102063	19669.16089118502	24795.844309745982	21540.277244839497	23708.332807657138	20987.2130854542	23880.486045803762	21183.12030110845	19371.576822488543	22583.193877832873	21072.17474288509	23627.691776269967	19598.73497792466	27202.71120062934	21580.33429850162	22314.143825979692	23013.542705469685	20500.074514673808	22426.6816815675	17786.61643149114	20669.764265096062	20965.39835514735	21356.880845212472	22948.478330306632	20965.130111425005	20941.9270293813	22909.709125974106	22131.788555398765	21482.788982192567	18428.951840697217	19524.752511508774	23206.291617876384	23488.05979380233	22468.62294787968	23967.867411848856	19609.599431666058	24675.992105797493	20619.21160545326	23161.20083349862	20166.666946510115	23025.5250713443	20645.27153937549	17926.14911652407	21292.139746031786	20502.615188702373	22755.964698770134	19746.017550599343	25753.10129904602	21296.791828439844
360	480	16094.057692865603	8949.085806976307	14341.839118508731	18719.35066970246	20903.891634948304	20527.706703096406	16893.277929869524	23754.927855789643	20142.281729998278	19945.87914319995	12398.928387047532	16727.08484256539	15879.356414754926	16583.43700430537	11638.073153579273	20486.565237416573	19359.13097654905	28698.435697115383	9327.967342601103	16128.193939903571	8819.547178954068	13404.086507161459	18740.579805640136	20361.389245313847	20603.392347265966	16144.384475539524	22987.756541916995	20116.48147804644	14502.35559543876	16541.965246708747	20944.13673771238	19773.734828610883	25907.77734375	9423.980261008523	11876.837625755454	3275.455230005756	4200.492652335722	20372.59044734134	17425.419715678283	13608.629911671222	2404.216055384585	19846.171929696615	20692.390882928372	19064.3123088241	19668.178020475665	16032.65887920673	19158.37180458199	18188.333738314133	20053.37246571214	19935.863461959292	17822.990700207625	18745.84472665422	20331.18096060757	19729.3402808398	19450.300502491253	17447.038906594604	17729.438890922575	20064.32996619846	21337.320422752276	20638.367205953287	20494.644719822263	17143.801753037525	21405.798940269655	18564.286058109727	20424.784172594416	18836.173283207354	20875.293167826076	18353.99810155508	16879.937759130204	19738.179719886353	18504.548828319857	20560.368246047317	17604.952251716262	22792.203446451822	19976.9110230941	19709.149745691506	20663.56098781839	17612.21257532606	19683.031713185715	16517.257086715155	18773.28391613549	18335.92369648268	19286.686341872726	20215.76187318197	18501.225407955728	18458.281827532017	19819.30352181137	19945.439465065956	19119.39329053849	16897.513305570807	16786.334071421737	19911.37545622988	20753.832990620973	19376.5185546875	20703.120777587574	16862.246102597797	21307.29571303566	17803.715931657905	19826.204581235124	18209.55189117713	19879.532875054978	17808.00604875814	15851.594252569459	19069.47374747804	17810.47295760909	19583.249765433517	17842.810614612055	22302.81017051217	19399.21769713571
