onset	duration	label	channels
n/a	n/a	chan_manual	["EEG009","EEG010","EEG018","EEG042","EEG108"]
n/a	n/a	chan_ch_sd	["EEG018","EEG042","EEG108"]
n/a	n/a	chan_bridge	["EEG009","EEG010"]
n/a	n/a	chan_rank	["EEG074"]
n/a	n/a	comp_manual	["ICA001","ICA002","ICA007","ICA008","ICA009","ICA011","ICA013","ICA015","ICA016","ICA017","ICA019","ICA023","ICA024","ICA025","ICA027","ICA028","ICA029","ICA030","ICA031","ICA033","ICA034","ICA035","ICA036","ICA037","ICA038","ICA039","ICA040","ICA041","ICA043","ICA044","ICA046","ICA047","ICA050","ICA052","ICA053","ICA054","ICA055","ICA056","ICA058","ICA060","ICA061","ICA062","ICA063","ICA064","ICA065","ICA067","ICA068","ICA069","ICA070","ICA072","ICA078","ICA079","ICA080","ICA084","ICA086","ICA087","ICA088","ICA089","ICA090","ICA091","ICA092","ICA096","ICA097","ICA098","ICA099","ICA100","ICA102","ICA103","ICA104","ICA105","ICA106","ICA107","ICA108","ICA109","ICA110","ICA111","ICA112","ICA113","ICA114","ICA115","ICA116","ICA117","ICA118","ICA120","ICA121","ICA122"]
n/a	n/a	comp_ic_rt	["ICA010","ICA012","ICA014","ICA020","ICA021","ICA022","ICA026","ICA041","ICA042","ICA044","ICA045","ICA048","ICA049","ICA051","ICA054","ICA057","ICA059","ICA061","ICA062","ICA066","ICA070","ICA071","ICA073","ICA074","ICA075","ICA076","ICA077","ICA078","ICA081","ICA082","ICA083","ICA085","ICA087","ICA088","ICA089","ICA090","ICA092","ICA093","ICA094","ICA095","ICA096","ICA097","ICA098","ICA099","ICA101","ICA102","ICA103","ICA106","ICA107","ICA108","ICA109","ICA110","ICA111","ICA112","ICA115","ICA116","ICA117","ICA119"]
n/a	n/a	comp_brain	["ICA003","ICA004","ICA005","ICA006","ICA010","ICA012","ICA014","ICA018","ICA020","ICA021","ICA022","ICA026","ICA032","ICA042","ICA045","ICA048","ICA049","ICA051","ICA057","ICA059","ICA066","ICA071","ICA073","ICA074","ICA075","ICA076","ICA077","ICA081","ICA082","ICA083","ICA085","ICA093","ICA094","ICA095","ICA101","ICA119"]
n/a	n/a	comp_muscle	["ICA008","ICA011","ICA013","ICA015","ICA016","ICA017","ICA019","ICA023","ICA024","ICA025","ICA027","ICA028","ICA029","ICA030","ICA031","ICA033","ICA034","ICA036","ICA037","ICA038","ICA039","ICA040","ICA041","ICA043","ICA044","ICA046","ICA047","ICA050","ICA052","ICA053","ICA054","ICA055","ICA056","ICA058","ICA063","ICA064","ICA065","ICA067","ICA068","ICA069","ICA072","ICA079","ICA080","ICA084","ICA097"]
n/a	n/a	comp_eye	["ICA002","ICA035","ICA108"]
n/a	n/a	comp_heart	["ICA060"]
n/a	n/a	comp_chan_noise	["ICA001","ICA007","ICA009","ICA061","ICA062","ICA070","ICA078","ICA086","ICA087","ICA088","ICA089","ICA090","ICA091","ICA092","ICA096","ICA098","ICA099","ICA100","ICA102","ICA103","ICA104","ICA105","ICA106","ICA107","ICA109","ICA110","ICA111","ICA112","ICA113","ICA114","ICA115","ICA116","ICA117","ICA118","ICA120","ICA121","ICA122"]
0.0019531	23.498	manual	n/a
0.0019531	16.498	out_task	n/a
15.498	8.002	in_leadup_fhbc_fade	n/a
16.5	222.0449	in_task_fhbc_fade	n/a
238.5449	46.6543	manual	n/a
238.5449	39.6543	out_task	n/a
277.1973	8.002	in_leadup_fhbc_fade	n/a
278.1992	221.7441	in_task_fhbc_fade	n/a
490.002	1	ic_lg	n/a
490.002	1	ic_hg	n/a
499.9434	32.4609	manual	n/a
499.9434	25.4609	out_task	n/a
524.4023	8.002	in_leadup_fhbc_fade	n/a
525.4043	222.5605	in_task_fhbc_fade	n/a
747.9648	45.0801	manual	n/a
747.9648	38.0801	out_task	n/a
785.043	8.002	in_leadup_fhbc_fade	n/a
786.0449	220.2793	in_task_fhbc_fade	n/a
1006.3242	31.7754	manual	n/a
1006.3242	24.7754	out_task	n/a
1030.0977	8.002	in_leadup_fhbc_onset	n/a
1031.0996	271.7754	in_task_fhbc_onset	n/a
1302.875	69.2598	manual	n/a
1302.875	62.2598	out_task	n/a
1364.1328	8.002	in_leadup_fhbc_onset	n/a
1365.1348	271.0586	in_task_fhbc_onset	n/a
1416.002	1	ic_a	n/a
1636.1934	34.5625	manual	n/a
1636.1934	27.5625	out_task	n/a
1662.7539	8.002	in_leadup_fhbc_onset	n/a
1663.7559	267.7461	in_task_fhbc_onset	n/a
1684.002	1	ic_a	n/a
1892.002	1	ic_a	n/a
1931.502	37.0234	manual	n/a
1931.502	30.0234	out_task	n/a
1960.5234	8.002	in_leadup_fhbc_onset	n/a
1961.5254	271.1406	in_task_fhbc_onset	n/a
2182.002	1	ic_lg	n/a
2182.002	1	ic_hg	n/a
2232.666	11.3359	manual	n/a
2232.666	11.3359	out_task	n/a
