onset	duration	label	channels
n/a	n/a	chan_manual	["EEG009","EEG010","EEG018","EEG042","EEG108"]
n/a	n/a	chan_ch_sd	["EEG018","EEG042","EEG108"]
n/a	n/a	chan_bridge	["EEG009","EEG010"]
n/a	n/a	chan_rank	["EEG074"]
n/a	n/a	comp_manual	["ICA001","ICA002","ICA006","ICA008","ICA009","ICA011","ICA013","ICA014","ICA015","ICA016","ICA018","ICA021","ICA022","ICA024","ICA025","ICA026","ICA027","ICA028","ICA029","ICA030","ICA033","ICA034","ICA035","ICA036","ICA037","ICA038","ICA039","ICA040","ICA041","ICA044","ICA046","ICA048","ICA050","ICA051","ICA052","ICA054","ICA055","ICA056","ICA057","ICA058","ICA060","ICA061","ICA062","ICA063","ICA065","ICA066","ICA067","ICA068","ICA069","ICA070","ICA072","ICA075","ICA076","ICA077","ICA078","ICA079","ICA080","ICA083","ICA084","ICA085","ICA086","ICA087","ICA088","ICA089","ICA090","ICA091","ICA092","ICA093","ICA094","ICA095","ICA096","ICA097","ICA098","ICA099","ICA100","ICA101","ICA102","ICA103","ICA104","ICA105","ICA106","ICA107","ICA108","ICA109","ICA110","ICA111","ICA112","ICA113","ICA114","ICA115","ICA116","ICA117","ICA118","ICA119","ICA120","ICA121","ICA122"]
n/a	n/a	comp_ic_rt	["ICA004","ICA020","ICA045","ICA064","ICA075","ICA079","ICA082","ICA086","ICA087","ICA092","ICA097","ICA103","ICA110","ICA115","ICA118","ICA119"]
n/a	n/a	comp_brain	["ICA003","ICA004","ICA005","ICA007","ICA010","ICA012","ICA017","ICA019","ICA020","ICA021","ICA023","ICA031","ICA032","ICA042","ICA043","ICA045","ICA047","ICA049","ICA053","ICA059","ICA064","ICA071","ICA073","ICA074","ICA075","ICA076","ICA079","ICA081","ICA082","ICA086","ICA092","ICA093","ICA096","ICA098","ICA100","ICA119"]
n/a	n/a	comp_muscle	["ICA008","ICA011","ICA013","ICA014","ICA015","ICA016","ICA018","ICA022","ICA024","ICA025","ICA026","ICA027","ICA028","ICA029","ICA030","ICA034","ICA035","ICA036","ICA037","ICA038","ICA039","ICA040","ICA041","ICA044","ICA046","ICA048","ICA050","ICA051","ICA052","ICA054","ICA055","ICA056","ICA057","ICA058","ICA063","ICA065","ICA066","ICA067","ICA068","ICA069","ICA070","ICA078","ICA080","ICA083","ICA095"]
n/a	n/a	comp_eye	["ICA002","ICA033","ICA107"]
n/a	n/a	comp_heart	["ICA062"]
n/a	n/a	comp_chan_noise	["ICA001","ICA006","ICA009","ICA060","ICA061","ICA072","ICA077","ICA084","ICA085","ICA087","ICA088","ICA089","ICA090","ICA091","ICA094","ICA097","ICA099","ICA101","ICA102","ICA103","ICA104","ICA105","ICA106","ICA108","ICA109","ICA110","ICA111","ICA112","ICA113","ICA114","ICA115","ICA116","ICA117","ICA118","ICA120","ICA121","ICA122"]
0.0019531	23.5	manual	n/a
0.0019531	16.5	out_task	n/a
15.498	8.0039	in_leadup_fhbc_fade	n/a
16.5	222.0469	in_task_fhbc_fade	n/a
238.5449	46.6562	manual	n/a
238.5449	39.6562	out_task	n/a
277.1973	8.0039	in_leadup_fhbc_fade	n/a
278.1992	221.7461	in_task_fhbc_fade	n/a
490.002	1.002	ic_lg	n/a
490.002	1.002	ic_hg	n/a
499.9434	32.4629	manual	n/a
499.9434	25.4629	out_task	n/a
524.4023	8.0039	in_leadup_fhbc_fade	n/a
525.4043	222.5625	in_task_fhbc_fade	n/a
747.9648	45.082	manual	n/a
747.9648	38.082	out_task	n/a
785.043	8.0039	in_leadup_fhbc_fade	n/a
786.0449	220.2812	in_task_fhbc_fade	n/a
1006.3242	31.7773	manual	n/a
1006.3242	24.7773	out_task	n/a
1030.0977	8.0039	in_leadup_fhbc_onset	n/a
1031.0996	271.7773	in_task_fhbc_onset	n/a
1302.875	69.2617	manual	n/a
1302.875	62.2617	out_task	n/a
1364.1328	8.0039	in_leadup_fhbc_onset	n/a
1365.1348	271.0605	in_task_fhbc_onset	n/a
1636.1934	34.5645	manual	n/a
1636.1934	27.5645	out_task	n/a
1662.7539	8.0039	in_leadup_fhbc_onset	n/a
1663.7559	267.748	in_task_fhbc_onset	n/a
1684.002	1.002	ic_a	n/a
1892.002	1.002	ic_a	n/a
1931.502	37.0254	manual	n/a
1931.502	30.0254	out_task	n/a
1960.5234	8.0039	in_leadup_fhbc_onset	n/a
1961.5254	271.1426	in_task_fhbc_onset	n/a
2182.002	1.002	ic_lg	n/a
2182.002	1.002	ic_hg	n/a
2182.0781	1.7051	manual	n/a
2232.666	11.3379	manual	n/a
2232.666	11.3379	out_task	n/a
