name	type	x	y	z	template_x	template_y	template_z
Rx2	detector	48.66390417	49.17944626	110.8876365	n/a	n/a	n/a
Rx1	detector	35.58839646	70.50292332	90.352711	n/a	n/a	n/a
Rx4	detector	34.35086786	21.89294454	141.8785416	n/a	n/a	n/a
Rx3	detector	0.23200824	50.02327528	133.828886	n/a	n/a	n/a
Rx6	detector	-45.96327224	73.41577649	77.94784349	n/a	n/a	n/a
Rx5	detector	66.08562716	69.25932079	44.16173863	n/a	n/a	n/a
Rx8	detector	-58.97633252	50.13247322	111.9495909	n/a	n/a	n/a
Rx7	detector	36.35889784	79.40663591	64.05672551	n/a	n/a	n/a
Rx9	detector	73.93781005	-66.76294401	54.66260034	n/a	n/a	n/a
Rx11	detector	47.61250192	-77.28573318	67.97382698	n/a	n/a	n/a
Rx10	detector	-39.21260458	-74.94519009	79.14376499	n/a	n/a	n/a
Rx12	detector	-54.27558774	-51.36699123	111.9721769	n/a	n/a	n/a
Tx1a	source	55.98742113	45.46498592	107.3726479	n/a	n/a	n/a
Tx4	source	61.40591225	21.42431503	126.5692622	n/a	n/a	n/a
Tx1b	source	45.47048111	67.08660642	87.80516052	n/a	n/a	n/a
Tx3	source	24.28595129	52.97723392	122.8376663	n/a	n/a	n/a
Tx1c	source	35.60976775	11.87858034	142.2640774	n/a	n/a	n/a
Tx2	source	11.36680295	70.98190016	103.3740446	n/a	n/a	n/a
Tx5	source	4.566977155	17.34558122	145.47189	n/a	n/a	n/a
Tx1d	source	-9.422837448	49.02644915	135.5163959	n/a	n/a	n/a
Tx6a	source	-42.11714151	77.59296739	68.52226713	n/a	n/a	n/a
Tx9	source	-72.77420647	58.94815119	82.8485789	n/a	n/a	n/a
Tx6b	source	72.24007986	65.14187837	38.88467131	n/a	n/a	n/a
Tx8	source	36.9278628	83.1178725	36.12486331	n/a	n/a	n/a
Tx6c	source	-60.58619801	42.24469872	117.2244711	n/a	n/a	n/a
Tx7	source	63.42454502	64.07924955	75.89422094	n/a	n/a	n/a
Tx10	source	-34.23323407	67.1511886	106.5559164	n/a	n/a	n/a
Tx6d	source	29.18727332	79.9183797	68.29605709	n/a	n/a	n/a
Tx12	source	45.85635428	-80.5368323	42.44492556	n/a	n/a	n/a
Tx13	source	73.36425885	-61.4858104	77.72014193	n/a	n/a	n/a
Tx14	source	-64.62501549	-54.72561779	84.54293386	n/a	n/a	n/a
Tx15	source	-26.62703865	-65.24937835	108.1820292	n/a	n/a	n/a
Tx11a	source	81.48374735	-62.33658435	48.68297369	n/a	n/a	n/a
Tx11b	source	-35.41850131	-76.90227186	68.12412391	n/a	n/a	n/a
Tx11c	source	40.63544373	-76.87842034	73.19977452	n/a	n/a	n/a
Tx11d	source	-57.46916668	-41.56217543	116.2438216	n/a	n/a	n/a
