onset	duration	trial_type	TrialNum	StimCond	StimulusNum	Response	response_time	Correct
0.122	2.000	classification-probabilistic	1	1	10	R	0.837	0
3.381	2.000	classification-probabilistic	3	1	6	R	0.578	0
6.422	2.000	classification-probabilistic	5	1	1	R	0.592	1
10.790	2.000	classification-probabilistic	7	1	8	L	0.617	0
15.393	2.000	classification-deterministic	9	2	5	R	0.770	1
19.023	2.000	classification-deterministic	11	2	13	R	0.717	0
22.276	2.000	classification-deterministic	13	2	10	L	0.610	1
27.085	2.000	classification-deterministic	15	2	3	L	0.540	0
34.703	2.000	classification-deterministic	17	2	12	R	0.699	1
40.206	2.000	classification-probabilistic	19	1	14	R	0.818	1
43.422	2.000	classification-probabilistic	21	1	1	R	0.514	1
50.418	2.000	classification-deterministic	23	2	12	R	0.583	1
55.724	2.000	classification-probabilistic	25	1	8	L	0.451	0
59.501	2.000	classification-probabilistic	27	1	5	R	0.808	1
63.893	2.000	classification-probabilistic	29	1	10	L	0.904	1
67.880	2.000	classification-probabilistic	31	1	10	L	0.643	1
72.697	2.000	classification-deterministic	33	2	2	R	0.953	1
77.193	2.000	classification-probabilistic	35	1	14	R	0.893	1
82.108	2.000	classification-deterministic	37	2	5	R	0.659	1
88.977	2.000	classification-deterministic	39	2	4	R	0.629	0
93.424	2.000	classification-deterministic	41	2	4	L	0.699	1
100.286	2.000	classification-probabilistic	43	1	6	L	0.856	1
107.211	2.000	classification-probabilistic	45	1	2	R	0.953	1
110.411	2.000	classification-deterministic	47	2	12	R	0.986	1
113.814	2.000	classification-deterministic	49	2	4	L	0.957	1
117.815	2.000	classification-deterministic	51	2	1	L	1.074	1
125.090	2.000	classification-probabilistic	53	1	4	L	1.296	1
131.599	2.000	classification-probabilistic	55	1	13	L	1.052	1
136.706	2.000	classification-probabilistic	57	1	1	R	0.881	1
139.799	2.000	classification-deterministic	59	2	11	R	0.683	1
143.922	2.000	classification-deterministic	61	2	4	L	0.865	1
149.706	2.000	classification-probabilistic	63	1	4	L	0.921	1
157.321	2.000	classification-probabilistic	65	1	11	R	1.030	1
161.883	2.000	classification-deterministic	67	2	7	L	1.152	1
165.584	2.000	classification-probabilistic	69	1	1	R	1.114	1
169.880	2.000	classification-probabilistic	71	1	10	R	1.141	0
173.205	2.000	classification-probabilistic	73	1	11	R	0.809	1
176.276	2.000	classification-probabilistic	75	1	5	L	1.453	0
180.385	2.000	classification-probabilistic	77	1	6	R	0.998	0
184.884	2.000	classification-deterministic	79	2	7	R	1.151	0
189.382	2.000	classification-deterministic	81	2	9	R	1.173	1
192.696	2.000	classification-deterministic	83	2	4	L	0.686	1
196.222	2.000	classification-probabilistic	85	1	6	L	1.234	1
199.411	2.000	classification-probabilistic	87	1	11	R	0.765	1
202.702	2.000	classification-probabilistic	89	1	2	R	0.779	1
208.689	2.000	classification-probabilistic	91	1	13	L	0.974	1
215.591	2.000	classification-deterministic	93	2	3	R	0.853	1
222.818	2.000	classification-deterministic	95	2	13	R	0.720	0
227.110	2.000	classification-probabilistic	97	1	6	R	0.982	0
233.425	2.000	classification-probabilistic	99	1	3	R	0.851	0
236.584	2.000	classification-probabilistic	101	1	4	R	0.702	0
240.078	2.000	classification-deterministic	103	2	12	L	1.079	0
244.725	2.000	classification-deterministic	105	2	5	L	1.288	0
247.908	2.000	classification-deterministic	107	2	11	L	1.424	0
250.999	2.000	classification-deterministic	109	2	8	R	1.991	1
254.494	2.000	classification-probabilistic	111	1	6	R	1.045	0
259.375	2.000	classification-probabilistic	113	1	2	R	1.093	1
262.384	2.000	classification-deterministic	115	2	8	R	1.046	1
265.884	2.000	classification-deterministic	117	2	5	R	1.668	1
272.119	2.000	classification-deterministic	119	2	5	R	0.812	1
275.493	2.000	classification-probabilistic	121	1	6	R	0.592	0
280.088	2.000	classification-probabilistic	123	1	14	L	0.658	0
282.994	2.000	classification-probabilistic	125	1	10	L	0.915	1
289.478	2.000	classification-probabilistic	127	1	4	L	0.559	1
293.888	2.000	classification-deterministic	129	2	7	L	0.827	1
300.700	2.000	classification-probabilistic	131	1	12	L	0.787	-1
304.980	2.000	classification-probabilistic	133	1	2	R	0.808	1
308.298	2.000	classification-deterministic	135	2	12	R	1.423	1
311.584	2.000	classification-deterministic	137	2	1	R	1.119	0
316.506	2.000	classification-probabilistic	139	1	10	L	0.988	1
323.091	2.000	classification-deterministic	141	2	1	L	1.150	1
326.908	2.000	classification-deterministic	143	2	14	R	1.347	1
331.906	2.000	classification-probabilistic	145	1	5	R	0.664	1
339.320	2.000	classification-probabilistic	147	1	1	R	0.974	1
342.919	2.000	classification-probabilistic	149	1	3	R	0.670	0
347.820	2.000	classification-deterministic	151	2	4	L	0.960	1
351.999	2.000	classification-deterministic	153	2	10	L	0.690	1
356.112	2.000	classification-deterministic	155	2	8	L	0.702	0
363.002	2.000	classification-probabilistic	157	1	8	R	1.133	1
367.108	2.000	classification-probabilistic	159	1	10	L	1.158	1
371.997	2.000	classification-probabilistic	161	1	6	R	1.327	0
375.000	2.000	classification-deterministic	163	2	5	R	1.434	1
378.112	2.000	classification-deterministic	165	2	7	L	0.846	1
382.610	2.000	classification-probabilistic	167	1	10	L	0.966	1
386.610	2.000	classification-deterministic	169	2	5	R	0.851	1
392.995	2.000	classification-deterministic	171	2	8	R	1.059	1
397.883	2.000	classification-deterministic	173	2	6	L	0.879	1
400.995	2.000	classification-deterministic	175	2	10	L	0.811	1
407.411	2.000	classification-probabilistic	177	1	11	R	0.884	1
412.820	2.000	classification-deterministic	179	2	2	R	1.275	1
419.121	2.000	classification-deterministic	181	2	9	R	0.829	1
423.087	2.000	classification-deterministic	183	2	4	L	0.855	1
427.108	2.000	classification-deterministic	185	2	7	L	0.887	1
431.999	2.000	classification-probabilistic	187	1	8	R	1.319	1
435.108	2.000	classification-probabilistic	189	1	10	L	0.957	1
440.988	2.000	classification-probabilistic	191	1	2	R	0.884	1
446.509	2.000	classification-deterministic	193	2	10	L	0.927	1
451.900	2.000	classification-deterministic	195	2	10	L	0.664	1
455.613	2.000	classification-deterministic	197	2	10	L	0.702	1
460.224	2.000	classification-deterministic	199	2	7	L	0.693	1
