onset	duration	trial_type	TrialNum	StimCond	StimulusNum	Response	response_time	Correct
0.120	2.000	classification-probabilistic	1	1	10	L	0.983	1
5.902	2.000	classification-deterministic	3	2	10	L	0.642	1
13.123	2.000	classification-deterministic	5	2	10	L	0.647	1
18.483	2.000	classification-deterministic	7	2	11	L	1.087	0
25.588	2.000	classification-probabilistic	9	1	3	R	1.071	0
32.600	2.000	classification-probabilistic	11	1	11	R	0.783	1
35.721	2.000	classification-probabilistic	13	1	10	L	0.918	1
40.998	2.000	classification-deterministic	15	2	10	L	0.910	1
44.085	2.000	classification-deterministic	17	2	2	R	0.893	1
48.479	2.000	classification-probabilistic	19	1	3	R	0.697	0
51.689	2.000	classification-probabilistic	21	1	14	R	0.604	1
56.594	2.000	classification-probabilistic	23	1	2	R	0.646	1
60.106	2.000	classification-probabilistic	25	1	10	L	0.780	1
65.493	2.000	classification-probabilistic	27	1	10	L	0.688	1
71.185	2.000	classification-deterministic	29	2	13	R	0.698	0
75.922	2.000	classification-deterministic	31	2	2	R	0.692	1
80.613	2.000	classification-deterministic	33	2	5	R	0.722	1
84.493	2.000	classification-probabilistic	35	1	10	L	0.920	1
91.204	2.000	classification-deterministic	37	2	1	R	0.918	0
97.319	2.000	classification-deterministic	39	2	13	L	0.645	1
101.110	2.000	classification-deterministic	41	2	10	L	0.874	1
105.807	2.000	classification-probabilistic	43	1	3	L	1.088	1
113.204	2.000	classification-deterministic	45	2	2	L	0.678	0
116.420	2.000	classification-probabilistic	47	1	4	L	1.038	1
119.695	2.000	classification-probabilistic	49	1	4	L	0.677	1
124.519	2.000	classification-probabilistic	51	1	5	R	0.984	1
131.819	2.000	classification-deterministic	53	2	1	R	1.144	0
139.399	2.000	classification-probabilistic	55	1	6	R	0.981	0
142.913	2.000	classification-probabilistic	57	1	14	R	0.968	1
146.309	2.000	classification-probabilistic	59	1	3	R	1.159	0
150.302	2.000	classification-probabilistic	61	1	11	R	0.823	1
156.483	2.000	classification-deterministic	63	2	3	R	0.837	1
159.995	2.000	classification-probabilistic	65	1	7	L	1.056	1
163.088	2.000	classification-deterministic	67	2	3	R	0.915	1
167.411	2.000	classification-deterministic	69	2	11	R	0.755	1
170.314	2.000	classification-deterministic	71	2	3	R	0.833	1
174.305	2.000	classification-deterministic	73	2	13	R	0.719	0
180.313	2.000	classification-probabilistic	75	1	1	R	0.882	1
185.500	2.000	classification-probabilistic	77	1	6	R	0.764	0
190.501	2.000	classification-deterministic	79	2	9	R	0.898	1
195.077	2.000	classification-deterministic	81	2	13	L	1.139	1
199.085	2.000	classification-deterministic	83	2	3	R	0.818	1
202.114	2.000	classification-deterministic	85	2	7	L	1.297	1
208.786	2.000	classification-probabilistic	87	1	8	L	1.013	0
213.385	2.000	classification-probabilistic	89	1	8	R	0.798	1
219.889	2.000	classification-deterministic	91	2	6	L	1.388	1
