onset	duration	trial_type	feedback	TrialNum	StimCond	StimulusNum	Response	response_time	Correct	Feedback
0.192	2.000	feedback	0.680	1	1	5	R	1.121	1	R
4.583	2.000	feedback	-1.320	2	1	4	-	0.000	-1	L
9.177	2.000	feedback	0.680	3	1	9	L	0.775	1	L
13.588	2.000	feedback	0.680	4	1	1	R	0.800	1	R
18.113	2.000	feedback	-1.320	5	1	6	R	1.219	0	L
22.686	n/a	n/a	n/a	6	1	0	R	0.683	-	-
27.179	n/a	n/a	n/a	7	1	0	R	0.422	-	-
31.672	n/a	n/a	n/a	8	1	0	R	0.561	-	-
36.115	2.000	feedback	0.680	9	1	8	L	1.455	0	L
40.618	2.000	feedback	-1.320	10	1	5	L	0.620	0	R
45.083	2.000	feedback	-1.320	11	1	4	L	0.704	1	R
49.615	2.000	feedback	0.680	12	1	6	L	1.579	1	L
54.114	2.000	feedback	0.680	13	1	8	R	1.045	1	R
58.673	n/a	n/a	n/a	14	1	0	R	0.641	-	-
63.172	n/a	n/a	n/a	15	1	0	R	0.599	-	-
67.672	n/a	n/a	n/a	16	1	0	R	0.522	-	-
72.094	2.000	feedback	-1.320	17	1	2	L	0.691	0	R
76.594	2.000	feedback	-1.320	18	1	2	R	0.655	1	L
81.108	2.000	feedback	-1.320	19	1	6	R	1.253	0	L
85.608	2.000	feedback	0.680	20	1	10	L	0.898	1	L
90.183	2.000	feedback	0.680	21	1	12	L	0.720	-1	L
94.673	n/a	n/a	n/a	22	1	0	R	0.626	-	-
99.171	n/a	n/a	n/a	23	1	0	R	0.504	-	-
103.672	n/a	n/a	n/a	24	1	0	R	0.603	-	-
108.094	2.000	feedback	-1.320	25	1	2	L	0.644	0	R
112.608	2.000	feedback	0.680	26	1	10	L	0.916	1	L
117.081	2.000	feedback	0.680	27	1	3	R	0.689	0	R
121.584	2.000	feedback	-1.320	28	1	4	L	0.786	1	R
126.116	2.000	feedback	-1.320	29	1	6	R	0.800	0	L
130.686	n/a	n/a	n/a	30	1	0	R	0.671	-	-
135.172	n/a	n/a	n/a	31	1	0	R	0.465	-	-
139.673	n/a	n/a	n/a	32	1	0	R	0.516	-	-
144.190	2.000	feedback	0.680	33	1	11	R	0.834	1	R
148.611	2.000	feedback	0.680	34	1	8	R	0.790	1	R
153.196	2.000	feedback	0.680	35	1	14	R	0.645	1	R
157.582	2.000	feedback	0.680	36	1	3	R	0.665	0	R
162.202	2.000	feedback	-1.320	37	1	14	R	0.745	1	L
166.680	n/a	n/a	n/a	38	1	0	R	0.725	-	-
171.205	n/a	n/a	n/a	39	1	0	R	0.481	-	-
175.673	n/a	n/a	n/a	40	1	0	R	0.565	-	-
180.084	2.000	feedback	0.680	41	1	1	R	0.810	1	R
184.590	2.000	feedback	0.680	42	1	4	L	0.834	1	L
189.202	2.000	feedback	-1.320	43	1	13	L	0.747	1	R
193.608	2.000	feedback	0.680	44	1	10	L	0.870	1	L
198.108	2.000	feedback	0.680	45	1	10	L	0.827	1	L
202.673	n/a	n/a	n/a	46	1	0	R	0.750	-	-
207.173	n/a	n/a	n/a	47	1	0	R	0.370	-	-
211.673	n/a	n/a	n/a	48	1	0	R	0.398	-	-
216.190	2.000	feedback	0.680	49	1	11	R	0.716	1	R
220.690	2.000	feedback	0.680	50	1	11	R	0.487	1	R
225.108	2.000	feedback	0.680	51	1	10	L	0.684	1	L
229.618	2.000	feedback	0.680	52	1	5	R	0.679	1	R
234.110	2.000	feedback	-1.320	53	1	6	R	0.601	0	L
238.673	n/a	n/a	n/a	54	1	0	R	0.572	-	-
243.172	n/a	n/a	n/a	55	1	0	R	0.381	-	-
247.672	n/a	n/a	n/a	56	1	0	R	0.579	-	-
252.190	2.000	feedback	0.680	57	1	11	R	0.750	1	R
256.690	2.000	feedback	0.680	58	1	11	R	0.610	1	R
261.189	2.000	feedback	0.680	59	1	11	R	0.705	1	R
265.690	2.000	feedback	0.680	60	1	11	L	0.994	0	L
270.190	2.000	feedback	-1.320	61	1	14	L	0.830	0	R
274.672	n/a	n/a	n/a	62	1	0	R	0.698	-	-
279.165	n/a	n/a	n/a	63	1	0	R	0.602	-	-
283.680	n/a	n/a	n/a	64	1	0	R	0.595	-	-
288.108	2.000	feedback	-1.320	65	1	10	R	0.686	0	L
292.690	2.000	feedback	0.680	66	1	11	R	0.819	1	R
297.108	2.000	feedback	0.680	67	1	10	L	0.807	1	L
301.608	2.000	feedback	0.680	68	1	10	L	0.611	1	L
306.108	2.000	feedback	-1.320	69	1	10	L	0.809	1	R
310.673	n/a	n/a	n/a	70	1	0	R	0.738	-	-
315.172	n/a	n/a	n/a	71	1	0	R	0.511	-	-
319.672	n/a	n/a	n/a	72	1	0	R	0.579	-	-
324.190	2.000	feedback	0.680	73	1	11	R	0.848	1	R
328.605	2.000	feedback	0.680	74	1	10	L	0.802	1	L
333.118	2.000	feedback	0.680	75	1	5	R	0.852	1	R
337.584	2.000	feedback	0.680	76	1	1	R	0.708	1	R
342.115	2.000	feedback	-1.320	77	1	6	R	0.691	0	L
346.687	n/a	n/a	n/a	78	1	0	R	0.605	-	-
351.179	n/a	n/a	n/a	79	1	0	R	0.514	-	-
355.672	n/a	n/a	n/a	80	1	0	R	0.613	-	-
