onset	duration	trial_type	feedback	TrialNum	StimCond	StimulusNum	Response	response_time	Correct	Feedback
0.579	2.000	feedback	-1.280	1	2	2	-	0.059	0	R
4.687	2.000	feedback	0.720	2	2	11	R	1.151	1	R
9.088	2.000	feedback	0.720	3	2	2	R	0.612	1	R
13.588	2.000	feedback	-1.280	4	2	1	R	0.506	0	L
18.188	2.000	feedback	-1.280	5	2	11	L	1.042	0	R
23.097	n/a	n/a	n/a	6	2	0	L	0.936	-	-
27.174	n/a	n/a	n/a	7	2	0	R	0.523	-	-
31.672	n/a	n/a	n/a	8	2	0	R	0.633	-	-
36.087	2.000	feedback	0.720	9	2	1	L	1.031	1	L
40.612	2.000	feedback	0.720	10	2	10	L	0.928	1	L
45.113	2.000	feedback	0.720	11	2	10	L	0.668	1	L
49.588	2.000	feedback	-1.280	12	2	3	L	0.658	0	R
54.187	2.000	feedback	0.720	13	2	11	R	1.156	1	R
58.672	n/a	n/a	n/a	14	2	0	L	0.873	-	-
63.172	n/a	n/a	n/a	15	2	0	R	0.511	-	-
67.673	n/a	n/a	n/a	16	2	0	R	0.497	-	-
72.112	2.000	feedback	0.720	17	2	9	R	0.935	1	R
76.613	2.000	feedback	-1.280	18	2	7	R	1.205	0	L
81.088	2.000	feedback	0.720	19	2	3	R	1.023	1	R
85.613	2.000	feedback	0.720	20	2	5	R	0.793	1	R
90.087	2.000	feedback	0.720	21	2	2	R	0.562	1	R
94.673	n/a	n/a	n/a	22	2	0	R	0.803	-	-
99.172	n/a	n/a	n/a	23	2	0	R	0.632	-	-
103.672	n/a	n/a	n/a	24	2	0	R	0.611	-	-
108.088	2.000	feedback	0.720	25	2	4	L	0.785	1	L
112.612	2.000	feedback	0.720	26	2	7	L	1.131	1	L
117.187	2.000	feedback	-1.280	27	2	13	R	0.755	0	L
121.612	2.000	feedback	0.720	28	2	7	L	1.076	1	L
126.088	2.000	feedback	-1.280	29	2	3	L	0.970	0	R
130.672	n/a	n/a	n/a	30	2	0	R	0.949	-	-
135.173	n/a	n/a	n/a	31	2	0	R	0.920	-	-
139.672	n/a	n/a	n/a	32	2	0	R	0.733	-	-
144.085	2.000	feedback	0.720	33	2	1	L	0.887	1	L
148.623	2.000	feedback	0.720	34	2	7	L	0.904	1	L
153.194	2.000	feedback	-1.280	35	2	12	L	1.250	0	R
157.612	2.000	feedback	0.720	36	2	10	L	0.822	1	L
162.087	2.000	feedback	0.720	37	2	1	L	0.707	1	L
166.672	n/a	n/a	n/a	38	2	0	R	0.718	-	-
171.172	n/a	n/a	n/a	39	2	0	R	0.531	-	-
175.672	n/a	n/a	n/a	40	2	0	R	0.734	-	-
180.187	2.000	feedback	0.720	41	2	12	R	0.993	1	R
184.613	2.000	feedback	-1.280	42	2	6	R	0.757	0	L
189.112	2.000	feedback	-1.280	43	2	5	L	0.995	0	R
193.587	2.000	feedback	-1.280	44	2	2	L	0.858	0	R
198.113	2.000	feedback	0.720	45	2	7	L	1.042	1	L
202.672	n/a	n/a	n/a	46	2	0	R	0.695	-	-
207.172	n/a	n/a	n/a	47	2	0	R	0.732	-	-
211.673	n/a	n/a	n/a	48	2	0	R	0.695	-	-
216.113	2.000	feedback	0.720	49	2	7	L	1.011	1	L
220.587	2.000	feedback	0.720	50	2	1	L	0.738	1	L
225.187	2.000	feedback	0.720	51	2	12	R	0.922	1	R
229.613	2.000	feedback	-1.280	52	2	10	R	0.663	0	L
234.187	2.000	feedback	0.720	53	2	14	R	0.946	1	R
238.674	n/a	n/a	n/a	54	2	0	R	0.879	-	-
243.173	n/a	n/a	n/a	55	2	0	R	0.872	-	-
247.672	n/a	n/a	n/a	56	2	0	R	0.793	-	-
252.087	2.000	feedback	0.720	57	2	3	R	0.750	1	R
256.612	2.000	feedback	-1.280	58	2	5	L	0.921	0	R
261.088	2.000	feedback	0.720	59	2	3	R	0.950	1	R
265.610	2.000	feedback	-1.280	60	2	10	R	0.759	0	L
270.085	2.000	feedback	0.720	61	2	4	L	0.837	1	L
274.697	n/a	n/a	n/a	62	2	0	R	0.737	-	-
279.172	n/a	n/a	n/a	63	2	0	R	0.654	-	-
283.672	n/a	n/a	n/a	64	2	0	R	0.581	-	-
288.187	2.000	feedback	-1.280	65	2	13	R	0.885	0	L
292.613	2.000	feedback	0.720	66	2	8	R	0.706	1	R
297.187	2.000	feedback	-1.280	67	2	13	R	0.991	0	L
301.687	2.000	feedback	-1.280	68	2	13	R	0.785	0	L
306.188	2.000	feedback	0.720	69	2	12	R	0.949	1	R
310.672	n/a	n/a	n/a	70	2	0	R	0.739	-	-
315.172	n/a	n/a	n/a	71	2	0	R	0.655	-	-
319.672	n/a	n/a	n/a	72	2	0	R	0.668	-	-
324.113	2.000	feedback	0.720	73	2	7	L	0.791	1	L
328.613	2.000	feedback	0.720	74	2	5	R	0.919	1	R
333.113	2.000	feedback	0.720	75	2	6	L	0.991	1	L
337.587	2.000	feedback	-1.280	76	2	4	R	0.686	0	L
342.113	2.000	feedback	0.720	77	2	10	L	0.795	1	L
346.673	n/a	n/a	n/a	78	2	0	R	0.700	-	-
351.172	n/a	n/a	n/a	79	2	0	R	1.117	-	-
355.674	n/a	n/a	n/a	80	2	0	R	0.871	-	-
