onset	duration	trial_type	feedback	TrialNum	StimCond	StimulusNum	Response	response_time	Correct	Feedback
0.186	2.000	feedback	-1.040	1	1	10	R	1.075	0	L
4.689	2.000	feedback	0.960	2	1	14	L	0.633	0	L
9.085	2.000	feedback	-1.040	3	1	4	L	0.617	1	R
13.607	2.000	feedback	-1.040	4	1	10	R	0.657	0	L
18.108	2.000	feedback	0.960	5	1	10	L	0.727	1	L
22.671	n/a	n/a	n/a	6	1	0	R	0.788	-	-
27.172	n/a	n/a	n/a	7	1	0	R	0.461	-	-
31.673	n/a	n/a	n/a	8	1	0	R	0.544	-	-
36.108	2.000	feedback	0.960	9	1	6	L	0.692	1	L
40.586	2.000	feedback	0.960	10	1	4	R	0.933	0	R
45.189	2.000	feedback	-1.040	11	1	11	L	1.023	0	R
49.617	2.000	feedback	0.960	12	1	5	R	1.079	1	R
54.086	2.000	feedback	0.960	13	1	4	R	0.958	0	R
58.671	n/a	n/a	n/a	14	1	0	R	0.907	-	-
63.165	n/a	n/a	n/a	15	1	0	R	0.662	-	-
67.672	n/a	n/a	n/a	16	1	0	R	0.611	-	-
72.115	2.000	feedback	0.960	17	1	8	R	0.881	1	R
76.689	2.000	feedback	0.960	18	1	14	R	0.773	1	R
81.084	2.000	feedback	-1.040	19	1	3	R	0.766	0	L
85.607	2.000	feedback	0.960	20	1	10	L	0.797	1	L
90.109	2.000	feedback	-1.040	21	1	6	R	1.141	0	L
94.673	n/a	n/a	n/a	22	1	0	R	0.947	-	-
99.171	n/a	n/a	n/a	23	1	0	R	0.425	-	-
103.671	n/a	n/a	n/a	24	1	0	R	0.641	-	-
108.084	2.000	feedback	0.960	25	1	3	R	1.079	0	R
112.609	2.000	feedback	-1.040	26	1	6	R	0.994	0	L
117.190	2.000	feedback	-1.040	27	1	11	L	1.034	0	R
121.689	2.000	feedback	-1.040	28	1	11	R	1.024	1	L
126.087	2.000	feedback	0.960	29	1	1	R	1.173	1	R
130.672	n/a	n/a	n/a	30	1	0	R	0.773	-	-
135.171	n/a	n/a	n/a	31	1	0	R	0.646	-	-
139.671	n/a	n/a	n/a	32	1	0	R	0.502	-	-
144.114	2.000	feedback	0.960	33	1	8	R	0.869	1	R
148.614	2.000	feedback	-1.040	34	1	8	R	0.609	1	L
153.092	2.000	feedback	-1.040	35	1	2	L	0.962	0	R
157.614	2.000	feedback	0.960	36	1	8	R	0.698	1	R
162.106	2.000	feedback	-1.040	37	1	10	R	0.837	0	L
166.671	n/a	n/a	n/a	38	1	0	R	0.791	-	-
171.171	n/a	n/a	n/a	39	1	0	R	0.438	-	-
175.672	n/a	n/a	n/a	40	1	0	R	0.559	-	-
180.189	2.000	feedback	0.960	41	1	11	R	0.923	1	R
184.609	2.000	feedback	-1.040	42	1	6	R	0.629	0	L
189.087	2.000	feedback	0.960	43	1	1	R	0.740	1	R
193.690	2.000	feedback	0.960	44	1	13	L	1.712	1	L
198.109	2.000	feedback	-1.040	45	1	6	L	0.753	1	R
202.671	n/a	n/a	n/a	46	1	0	R	0.736	-	-
207.172	n/a	n/a	n/a	47	1	0	R	0.444	-	-
211.673	n/a	n/a	n/a	48	1	0	R	0.496	-	-
216.107	2.000	feedback	-1.040	49	1	10	R	0.733	0	L
220.689	2.000	feedback	-1.040	50	1	14	L	0.819	0	R
225.182	2.000	feedback	0.960	51	1	12	L	1.009	-1	L
229.608	2.000	feedback	0.960	52	1	10	L	1.001	1	L
234.185	2.000	feedback	-1.040	53	1	11	L	1.046	0	R
238.672	n/a	n/a	n/a	54	1	0	R	0.865	-	-
243.171	n/a	n/a	n/a	55	1	0	R	0.430	-	-
247.716	n/a	n/a	n/a	56	1	0	R	0.637	-	-
252.106	2.000	feedback	-1.040	57	1	10	R	1.001	0	L
256.617	2.000	feedback	0.960	58	1	5	R	0.792	1	R
261.110	2.000	feedback	-1.040	59	1	6	R	0.675	0	L
265.689	2.000	feedback	-1.040	60	1	14	L	0.996	0	R
270.109	2.000	feedback	0.960	61	1	6	L	1.180	1	L
274.672	n/a	n/a	n/a	62	1	0	R	0.763	-	-
279.171	n/a	n/a	n/a	63	1	0	R	0.503	-	-
283.671	n/a	n/a	n/a	64	1	0	R	0.556	-	-
288.117	2.000	feedback	0.960	65	1	5	R	0.877	1	R
292.586	2.000	feedback	0.960	66	1	1	R	0.653	1	R
297.188	2.000	feedback	0.960	67	1	11	R	0.722	1	R
301.688	2.000	feedback	0.960	68	1	14	R	0.878	1	R
306.092	2.000	feedback	0.960	69	1	2	R	0.679	1	R
310.671	n/a	n/a	n/a	70	1	0	R	0.621	-	-
315.171	n/a	n/a	n/a	71	1	0	R	0.568	-	-
319.672	n/a	n/a	n/a	72	1	0	R	0.580	-	-
324.107	2.000	feedback	-1.040	73	1	10	R	0.618	0	L
328.607	2.000	feedback	0.960	74	1	10	L	0.654	1	L
333.093	2.000	feedback	-1.040	75	1	2	L	0.958	0	R
337.615	2.000	feedback	-1.040	76	1	9	R	1.014	0	L
342.108	2.000	feedback	-1.040	77	1	10	R	0.962	0	L
346.673	n/a	n/a	n/a	78	1	0	R	0.780	-	-
351.171	n/a	n/a	n/a	79	1	0	R	0.586	-	-
355.671	n/a	n/a	n/a	80	1	0	R	0.526	-	-
