onset	duration	trial_type	parametric gain	distance from indifference	parametric loss	gain	loss	PTval	respnum	respcat	response_time
0.000	3.000	parametric gain	-0.119	n/a	n/a	20	5	6.130	2	1	1.440
4.000	3.000	parametric gain	-0.069	n/a	n/a	22	17	-25.160	3	0	1.880
8.000	3.000	parametric gain	-0.369	n/a	n/a	10	16	-34.380	4	0	0.779
12.000	3.000	parametric gain	0.331	n/a	n/a	38	18	-11.930	3	0	2.821
16.000	3.000	parametric gain	-0.119	n/a	n/a	20	14	-18.830	3	0	1.067
24.000	3.000	parametric gain	-0.269	n/a	n/a	14	13	-22.060	4	0	1.221
28.000	3.000	parametric gain	0.381	n/a	n/a	40	8	17.810	3	0	0.001
32.000	3.000	parametric gain	0.181	n/a	n/a	32	18	-17.930	3	0	0.981
36.000	3.000	parametric gain	-0.019	n/a	n/a	24	8	1.810	2	1	0.908
40.000	3.000	parametric gain	0.281	n/a	n/a	36	14	-2.830	3	0	1.092
44.000	3.000	parametric gain	0.081	n/a	n/a	28	6	11.360	1	1	1.772
48.000	3.000	parametric gain	-0.219	n/a	n/a	16	14	-22.830	4	0	1.394
56.000	3.000	parametric gain	-0.269	n/a	n/a	14	9	-10.960	4	0	1.605
60.000	3.000	parametric gain	-0.119	n/a	n/a	20	13	-16.060	3	0	0.980
64.000	3.000	parametric gain	0.131	n/a	n/a	30	18	-19.930	3	0	1.437
72.000	3.000	parametric gain	-0.269	n/a	n/a	14	15	-27.610	4	0	1.006
76.000	3.000	parametric gain	-0.319	n/a	n/a	12	12	-21.290	4	0	1.027
84.000	3.000	parametric gain	-0.019	n/a	n/a	24	11	-6.510	3	0	1.382
88.000	3.000	parametric gain	-0.319	n/a	n/a	12	10	-15.740	4	0	0.885
94.000	3.000	parametric gain	-0.219	n/a	n/a	16	6	-0.640	3	0	1.222
98.000	3.000	parametric gain	0.331	n/a	n/a	38	20	-17.480	3	0	1.653
102.000	3.000	parametric gain	0.081	n/a	n/a	28	10	0.260	3	0	1.389
106.000	3.000	parametric gain	-0.119	n/a	n/a	20	7	0.580	2	1	1.100
110.000	3.000	parametric gain	0.331	n/a	n/a	38	9	13.040	1	1	1.190
120.000	3.000	parametric gain	0.031	n/a	n/a	26	12	-7.290	3	0	1.367
132.000	3.000	parametric gain	-0.369	n/a	n/a	10	14	-28.830	4	0	0.992
136.000	3.000	parametric gain	-0.319	n/a	n/a	12	13	-24.060	4	0	0.998
146.000	3.000	parametric gain	-0.019	n/a	n/a	24	15	-17.610	3	0	1.280
150.000	3.000	parametric gain	0.181	n/a	n/a	32	15	-9.610	3	0	0.902
154.000	3.000	parametric gain	0.281	n/a	n/a	36	15	-5.610	3	0	2.015
162.000	3.000	parametric gain	0.281	n/a	n/a	36	18	-13.930	3	0	1.640
166.000	3.000	parametric gain	-0.319	n/a	n/a	12	18	-37.930	4	0	1.233
176.000	3.000	parametric gain	-0.119	n/a	n/a	20	9	-4.960	2	1	1.369
180.000	3.000	parametric gain	-0.219	n/a	n/a	16	8	-6.190	3	0	1.872
