index	name	hemisphere
0	Background	n/a
1	Posterior Lobe	n/a
2	Medulla	n/a
3	Temporal Lobe	n/a
4	Limbic Lobe	n/a
5	Frontal Lobe	n/a
6	Sub-lobar	n/a
7	Pons	n/a
8	Anterior Lobe	n/a
9	Occipital Lobe	n/a
10	Midbrain	n/a
11	Frontal-Temporal Space	n/a
12	Parietal Lobe	n/a
