onset	duration	trial_type	ConditionCode	CorrectAnswerCode	KeyPressed	ResponseTime	StoryCode
0.0	2.0	n/a	0.0	0.0	46.0	1.98995	0.0
2.0	2.0	n/a	0.0	0.0	46.0	1.993881	0.0
4.0	2.0	n/a	0.0	0.0	46.0	1.993854	0.0
6.0	2.0	n/a	0.0	0.0	46.0	1.994608	0.0
8.0	2.0	n/a	0.0	0.0	46.0	1.994386	0.0
10.0	2.0	n/a	2.0	1.0	46.0	1.996205	16.0
10.0	10.0	false photo story	n/a	n/a	n/a	n/a	n/a
12.0	2.0	n/a	2.0	1.0	46.0	1.993704	16.0
14.0	2.0	n/a	2.0	1.0	46.0	1.993557	16.0
16.0	2.0	n/a	2.0	1.0	46.0	1.99524	16.0
18.0	2.0	n/a	2.0	1.0	46.0	1.995264	16.0
20.0	2.0	n/a	0.0	0.0	46.0	1.995067	0.0
22.0	2.0	n/a	2.0	1.0	46.0	1.994134	16.0
22.0	6.0	false photo question	n/a	n/a	n/a	n/a	n/a
24.0	2.0	n/a	2.0	1.0	46.0	1.993514	16.0
26.0	2.0	n/a	2.0	1.0	46.0	1.992896	16.0
28.0	2.0	n/a	0.0	0.0	46.0	1.994564	0.0
30.0	2.0	n/a	0.0	0.0	46.0	1.993409	0.0
32.0	2.0	n/a	0.0	0.0	46.0	1.993812	0.0
34.0	2.0	n/a	0.0	0.0	46.0	1.99325	0.0
36.0	2.0	n/a	0.0	0.0	46.0	1.992758	0.0
38.0	2.0	n/a	1.0	1.0	46.0	1.993474	3.0
38.0	10.0	false belief story	n/a	n/a	n/a	n/a	n/a
40.0	2.0	n/a	1.0	1.0	46.0	1.994156	3.0
42.0	2.0	n/a	1.0	1.0	46.0	1.993059	3.0
44.0	2.0	n/a	1.0	1.0	46.0	1.99468	3.0
46.0	2.0	n/a	1.0	1.0	46.0	1.993145	3.0
48.0	2.0	n/a	0.0	0.0	46.0	1.992954	0.0
50.0	2.0	n/a	0.0	0.0	46.0	1.994966	0.0
52.0	2.0	n/a	0.0	0.0	46.0	1.993366	0.0
54.0	2.0	n/a	1.0	1.0	46.0	1.993594	3.0
54.0	6.0	false belief question	n/a	n/a	n/a	n/a	n/a
56.0	2.0	n/a	1.0	1.0	46.0	1.993267	3.0
58.0	2.0	n/a	1.0	1.0	46.0	1.995525	3.0
60.0	2.0	n/a	0.0	0.0	46.0	1.995003	0.0
62.0	2.0	n/a	0.0	0.0	46.0	1.993611	0.0
64.0	2.0	n/a	0.0	0.0	46.0	1.994114	0.0
66.0	2.0	n/a	0.0	0.0	46.0	1.993841	0.0
68.0	2.0	n/a	0.0	0.0	46.0	1.994165	0.0
70.0	10.0	false photo story	n/a	n/a	n/a	n/a	n/a
70.0	2.0	n/a	2.0	1.0	46.0	1.994026	23.0
72.0	2.0	n/a	2.0	1.0	46.0	1.993136	23.0
74.0	2.0	n/a	2.0	1.0	46.0	1.995594	23.0
76.0	2.0	n/a	2.0	1.0	46.0	1.995481	23.0
78.0	2.0	n/a	2.0	1.0	46.0	1.995032	23.0
80.0	2.0	n/a	2.0	1.0	46.0	1.995055	23.0
80.0	6.0	false photo question	n/a	n/a	n/a	n/a	n/a
82.0	2.0	n/a	2.0	1.0	35.0	2.774294	23.0
84.0	2.0	n/a	2.0	1.0	46.0	1.221555	23.0
86.0	2.0	n/a	0.0	0.0	46.0	1.993733	0.0
88.0	2.0	n/a	0.0	0.0	46.0	1.993389	0.0
90.0	2.0	n/a	0.0	0.0	46.0	1.993664	0.0
92.0	2.0	n/a	0.0	0.0	46.0	1.99391	0.0
94.0	2.0	n/a	0.0	0.0	46.0	1.995517	0.0
96.0	10.0	false photo story	n/a	n/a	n/a	n/a	n/a
96.0	2.0	n/a	2.0	2.0	46.0	1.995032	18.0
98.0	2.0	n/a	2.0	2.0	46.0	1.995176	18.0
100.0	2.0	n/a	2.0	2.0	46.0	1.992846	18.0
102.0	2.0	n/a	2.0	2.0	46.0	1.995591	18.0
104.0	2.0	n/a	2.0	2.0	46.0	1.993982	18.0
106.0	2.0	n/a	0.0	0.0	46.0	1.994263	0.0
108.0	6.0	false photo question	n/a	n/a	n/a	n/a	n/a
108.0	2.0	n/a	2.0	2.0	46.0	1.993151	18.0
110.0	2.0	n/a	2.0	2.0	46.0	1.994881	18.0
112.0	2.0	n/a	2.0	2.0	46.0	1.994103	18.0
114.0	2.0	n/a	0.0	0.0	46.0	1.994081	0.0
116.0	2.0	n/a	0.0	0.0	46.0	1.993377	0.0
118.0	2.0	n/a	0.0	0.0	46.0	1.995502	0.0
120.0	2.0	n/a	0.0	0.0	46.0	1.992971	0.0
122.0	2.0	n/a	0.0	0.0	46.0	1.993728	0.0
124.0	2.0	n/a	2.0	2.0	46.0	1.993286	13.0
124.0	10.0	false photo story	n/a	n/a	n/a	n/a	n/a
126.0	2.0	n/a	2.0	2.0	46.0	1.993642	13.0
128.0	2.0	n/a	2.0	2.0	46.0	1.994104	13.0
130.0	2.0	n/a	2.0	2.0	46.0	1.994776	13.0
132.0	2.0	n/a	2.0	2.0	46.0	1.993902	13.0
134.0	2.0	n/a	0.0	0.0	46.0	1.993822	0.0
136.0	2.0	n/a	0.0	0.0	46.0	1.994604	0.0
138.0	2.0	n/a	0.0	0.0	46.0	1.994935	0.0
140.0	6.0	false photo question	n/a	n/a	n/a	n/a	n/a
140.0	2.0	n/a	2.0	2.0	46.0	1.993748	13.0
142.0	2.0	n/a	2.0	2.0	46.0	1.994159	13.0
144.0	2.0	n/a	2.0	2.0	35.0	0.713736	13.0
146.0	2.0	n/a	0.0	0.0	46.0	1.99458	0.0
148.0	2.0	n/a	0.0	0.0	46.0	1.992824	0.0
150.0	2.0	n/a	0.0	0.0	46.0	1.993048	0.0
152.0	2.0	n/a	0.0	0.0	46.0	1.993537	0.0
154.0	2.0	n/a	0.0	0.0	46.0	1.993178	0.0
156.0	10.0	false belief story	n/a	n/a	n/a	n/a	n/a
156.0	2.0	n/a	1.0	1.0	46.0	1.993483	2.0
158.0	2.0	n/a	1.0	1.0	46.0	1.992455	2.0
160.0	2.0	n/a	1.0	1.0	46.0	1.995131	2.0
162.0	2.0	n/a	1.0	1.0	46.0	1.99323	2.0
164.0	2.0	n/a	1.0	1.0	46.0	1.992728	2.0
166.0	2.0	n/a	0.0	0.0	46.0	1.993291	0.0
168.0	2.0	n/a	1.0	1.0	46.0	1.993906	2.0
168.0	6.0	false belief question	n/a	n/a	n/a	n/a	n/a
170.0	2.0	n/a	1.0	1.0	46.0	1.995585	2.0
172.0	2.0	n/a	1.0	1.0	35.0	0.8154913	2.0
174.0	2.0	n/a	0.0	0.0	46.0	1.995518	0.0
