onset	duration	trial_type	easy_par	hard_par
16.007	1.558	easy_par	-74.833	n/a
21.251	1.051	easy_par	-93.833	n/a
31.756	1.001	easy_par	24.167	n/a
37.017	0.974	easy_par	269.167	n/a
42.261	1.014	hard_par	n/a	269.167
47.506	1.173	easy_par	-88.833	n/a
52.767	1.254	easy_par	269.167	n/a
58.011	0.994	easy_par	-35.833	n/a
63.255	1.310	hard_par	n/a	-35.833
68.516	1.027	hard_par	n/a	-88.833
73.760	0.902	hard_par	n/a	-88.833
79.004	1.474	easy_par	-93.833	n/a
84.265	1.228	easy_par	-74.833	n/a
89.510	1.232	easy_par	-74.833	n/a
94.754	0.795	easy_par	269.167	n/a
105.259	1.153	hard_par	n/a	269.167
110.503	1.341	hard_par	n/a	-93.833
115.764	0.823	hard_par	n/a	-93.833
121.008	0.771	easy_par	-93.833	n/a
126.253	1.663	hard_par	n/a	-93.833
131.514	1.421	hard_par	n/a	-88.833
136.758	0.862	easy_par	24.167	n/a
142.002	0.859	easy_par	-93.833	n/a
147.263	1.085	hard_par	n/a	24.167
152.507	1.690	easy_par	-88.833	n/a
157.751	1.151	hard_par	n/a	-74.833
163.012	1.507	hard_par	n/a	-35.833
168.257	1.019	hard_par	n/a	-93.833
178.762	0.834	easy_par	-35.833	n/a
184.006	0.934	hard_par	n/a	-88.833
189.267	0.800	hard_par	n/a	-88.833
194.511	0.852	easy_par	269.167	n/a
199.756	1.000	easy_par	-88.833	n/a
205.017	0.739	hard_par	n/a	-93.833
210.261	0.873	hard_par	n/a	269.167
215.505	0.971	hard_par	n/a	269.167
220.766	0.802	hard_par	n/a	-74.833
226.010	0.891	easy_par	24.167	n/a
231.254	1.018	easy_par	24.167	n/a
236.515	1.392	hard_par	n/a	269.167
241.759	0.750	easy_par	-88.833	n/a
252.265	0.773	easy_par	-35.833	n/a
257.509	1.002	easy_par	24.167	n/a
262.753	1.188	hard_par	n/a	24.167
268.014	1.317	easy_par	-88.833	n/a
273.258	1.105	easy_par	24.167	n/a
278.503	0.749	hard_par	n/a	269.167
283.764	1.392	easy_par	-35.833	n/a
289.008	0.692	easy_par	-93.833	n/a
294.252	1.600	hard_par	n/a	-74.833
299.513	0.789	hard_par	n/a	-74.833
304.757	0.825	easy_par	269.167	n/a
310.001	1.181	easy_par	-35.833	n/a
315.262	0.910	hard_par	n/a	24.167
325.751	0.849	easy_par	-88.833	n/a
331.012	0.802	easy_par	-74.833	n/a
336.256	1.132	hard_par	n/a	-35.833
341.517	1.056	hard_par	n/a	-88.833
346.761	1.069	hard_par	n/a	-74.833
352.005	0.678	easy_par	-93.833	n/a
357.266	0.801	hard_par	n/a	-35.833
362.510	0.726	easy_par	-88.833	n/a
367.755	0.946	hard_par	n/a	24.167
373.016	0.797	easy_par	-74.833	n/a
378.260	0.920	easy_par	-35.833	n/a
383.504	0.894	easy_par	-35.833	n/a
388.765	1.103	hard_par	n/a	-74.833
399.254	0.706	hard_par	n/a	-93.833
404.514	1.266	easy_par	-74.833	n/a
409.759	1.343	hard_par	n/a	-74.833
415.003	2.276	hard_par	n/a	-35.833
420.264	0.878	hard_par	n/a	-74.833
425.508	1.367	easy_par	-93.833	n/a
430.752	0.823	hard_par	n/a	-88.833
436.014	0.984	hard_par	n/a	24.167
441.258	0.810	easy_par	269.167	n/a
446.502	1.423	hard_par	n/a	24.167
451.763	1.018	hard_par	n/a	-35.833
457.007	1.389	easy_par	-88.833	n/a
462.251	0.921	easy_par	-74.833	n/a
472.756	0.727	easy_par	269.167	n/a
478.017	0.810	hard_par	n/a	-35.833
483.262	1.302	hard_par	n/a	24.167
488.506	0.794	easy_par	-74.833	n/a
493.767	0.993	hard_par	n/a	24.167
499.011	0.952	easy_par	24.167	n/a
504.255	0.732	easy_par	-93.833	n/a
509.516	0.937	easy_par	-35.833	n/a
514.760	1.195	hard_par	n/a	-35.833
520.005	0.809	easy_par	269.167	n/a
525.266	0.690	hard_par	n/a	-88.833
530.510	0.697	hard_par	n/a	-93.833
535.754	1.081	easy_par	24.167	n/a
546.259	0.857	hard_par	n/a	-93.833
551.503	0.822	hard_par	n/a	269.167
556.764	1.095	hard_par	n/a	269.167
