onset	duration	trial_type	parametric gain	distance from indifference	parametric loss	gain	loss	PTval	respnum	respcat	response_time
0.000	3.000	parametric gain	0.084	n/a	n/a	28	17	-4.960	3	0	1.500
4.000	3.000	parametric gain	-0.267	n/a	n/a	14	7	0.430	3	0	2.227
8.000	3.000	parametric gain	0.084	n/a	n/a	28	18	-6.900	2	1	1.778
14.000	3.000	parametric gain	-0.216	n/a	n/a	16	11	-5.330	3	0	2.236
18.000	3.000	parametric gain	0.384	n/a	n/a	40	20	1.220	2	1	2.598
22.000	3.000	parametric gain	-0.167	n/a	n/a	18	16	-13.020	4	0	2.971
28.000	3.000	parametric gain	0.334	n/a	n/a	38	11	16.670	2	1	1.347
32.000	3.000	parametric gain	0.283	n/a	n/a	36	10	16.610	1	1	2.010
40.000	3.000	parametric gain	0.384	n/a	n/a	40	18	5.100	1	1	2.469
44.000	3.000	parametric gain	-0.366	n/a	n/a	10	10	-9.390	4	0	1.275
50.000	3.000	parametric gain	-0.017	n/a	n/a	24	6	12.370	2	1	1.704
56.000	3.000	parametric gain	-0.117	n/a	n/a	20	8	4.490	1	1	1.074
62.000	3.000	parametric gain	0.384	n/a	n/a	40	12	16.730	1	1	1.606
68.000	3.000	parametric gain	-0.067	n/a	n/a	22	10	2.610	2	1	2.562
76.000	3.000	parametric gain	-0.167	n/a	n/a	18	6	6.370	2	1	1.826
80.000	3.000	parametric gain	0.334	n/a	n/a	38	16	6.980	2	1	1.843
90.000	3.000	parametric gain	0.134	n/a	n/a	30	20	-8.780	3	0	2.116
98.000	3.000	parametric gain	-0.067	n/a	n/a	22	14	-5.150	3	0	2.119
102.000	3.000	parametric gain	-0.167	n/a	n/a	18	18	-16.900	4	0	1.099
106.000	3.000	parametric gain	-0.216	n/a	n/a	16	19	-20.840	0	-1	0.000
110.000	3.000	parametric gain	-0.017	n/a	n/a	24	10	4.610	3	0	2.600
116.000	3.000	parametric gain	-0.317	n/a	n/a	12	19	-24.840	4	0	1.380
120.000	3.000	parametric gain	0.084	n/a	n/a	28	9	10.550	1	1	1.596
126.000	3.000	parametric gain	0.134	n/a	n/a	30	10	10.610	2	1	1.736
130.000	3.000	parametric gain	-0.167	n/a	n/a	18	15	-11.090	3	0	2.134
142.000	3.000	parametric gain	0.183	n/a	n/a	32	14	4.850	1	1	1.712
146.000	3.000	parametric gain	0.234	n/a	n/a	34	11	12.670	1	1	1.327
152.000	3.000	parametric gain	0.334	n/a	n/a	38	19	1.160	3	0	2.109
156.000	3.000	parametric gain	-0.267	n/a	n/a	14	10	-5.390	3	0	2.364
160.000	3.000	parametric gain	0.234	n/a	n/a	34	8	18.490	1	1	1.032
164.000	3.000	parametric gain	0.134	n/a	n/a	30	11	8.670	2	1	2.133
168.000	3.000	parametric gain	0.183	n/a	n/a	32	13	6.790	2	1	2.339
174.000	3.000	parametric gain	-0.167	n/a	n/a	18	11	-3.330	3	0	2.034
178.000	3.000	parametric gain	0.134	n/a	n/a	30	7	16.430	1	1	1.197
186.000	3.000	parametric gain	-0.167	n/a	n/a	18	13	-7.210	3	0	1.740
190.000	3.000	parametric gain	-0.267	n/a	n/a	14	19	-22.840	4	0	1.156
198.000	3.000	parametric gain	-0.317	n/a	n/a	12	11	-9.330	4	0	1.657
202.000	3.000	parametric gain	-0.366	n/a	n/a	10	13	-15.210	4	0	2.508
206.000	3.000	parametric gain	-0.067	n/a	n/a	22	16	-9.020	3	0	2.114
212.000	3.000	parametric gain	-0.317	n/a	n/a	12	16	-19.020	4	0	1.202
218.000	3.000	parametric gain	0.334	n/a	n/a	38	17	5.040	3	0	2.110
226.000	3.000	parametric gain	0.384	n/a	n/a	40	14	12.850	1	1	1.389
230.000	3.000	parametric gain	-0.067	n/a	n/a	22	5	12.300	1	1	1.228
234.000	3.000	parametric gain	-0.216	n/a	n/a	16	16	-15.020	4	0	1.382
240.000	3.000	parametric gain	0.234	n/a	n/a	34	5	24.300	1	1	1.108
250.000	3.000	parametric gain	-0.366	n/a	n/a	10	19	-26.840	4	0	0.982
254.000	3.000	parametric gain	-0.267	n/a	n/a	14	16	-17.020	4	0	1.277
258.000	3.000	parametric gain	0.134	n/a	n/a	30	8	14.490	1	1	1.250
262.000	3.000	parametric gain	0.234	n/a	n/a	34	14	6.850	2	1	2.105
266.000	3.000	parametric gain	0.134	n/a	n/a	30	14	2.850	1	1	1.444
274.000	3.000	parametric gain	0.034	n/a	n/a	26	15	-3.090	2	1	2.107
282.000	3.000	parametric gain	-0.366	n/a	n/a	10	20	-28.780	4	0	1.098
286.000	3.000	parametric gain	0.234	n/a	n/a	34	7	20.430	1	1	1.115
292.000	3.000	parametric gain	-0.366	n/a	n/a	10	5	0.300	2	1	2.094
296.000	3.000	parametric gain	-0.117	n/a	n/a	20	20	-18.780	4	0	1.309
300.000	3.000	parametric gain	0.084	n/a	n/a	28	20	-10.780	3	0	1.704
304.000	3.000	parametric gain	0.283	n/a	n/a	36	5	26.300	1	1	1.016
308.000	3.000	parametric gain	0.034	n/a	n/a	26	7	12.430	1	1	1.271
316.000	3.000	parametric gain	0.034	n/a	n/a	26	17	-6.960	2	1	1.575
326.000	3.000	parametric gain	-0.216	n/a	n/a	16	15	-13.090	4	0	1.398
330.000	3.000	parametric gain	0.034	n/a	n/a	26	10	6.610	2	1	1.666
