onset	duration	label	channels
n/a	n/a	chan_manual	["EEG048","EEG049","EEG059","EEG060","EEG074","EEG082"]
n/a	n/a	chan_ch_sd	["EEG074","EEG082"]
n/a	n/a	chan_bridge	["EEG048","EEG049","EEG059","EEG060"]
n/a	n/a	chan_rank	["EEG022"]
n/a	n/a	comp_manual	["ICA001","ICA002","ICA004","ICA005","ICA006","ICA008","ICA009","ICA010","ICA011","ICA012","ICA013","ICA014","ICA015","ICA016","ICA017","ICA018","ICA019","ICA021","ICA022","ICA023","ICA024","ICA025","ICA026","ICA028","ICA029","ICA030","ICA031","ICA032","ICA034","ICA035","ICA036","ICA037","ICA038","ICA039","ICA040","ICA041","ICA043","ICA044","ICA045","ICA047","ICA048","ICA049","ICA050","ICA051","ICA052","ICA053","ICA055","ICA056","ICA058","ICA059","ICA060","ICA063","ICA064","ICA066","ICA069","ICA071","ICA074","ICA075","ICA077","ICA078","ICA079","ICA080","ICA081","ICA082","ICA083","ICA084","ICA085","ICA089","ICA090","ICA091","ICA093","ICA094","ICA095","ICA096","ICA098","ICA099","ICA100","ICA101","ICA102","ICA103","ICA105","ICA106","ICA107","ICA108","ICA109","ICA110","ICA112","ICA113","ICA115","ICA116","ICA117","ICA118","ICA119","ICA120","ICA121"]
n/a	n/a	comp_ic_rt	["ICA033","ICA046","ICA054","ICA061","ICA062","ICA065","ICA067","ICA068","ICA070","ICA071","ICA072","ICA076","ICA081","ICA082","ICA083","ICA086","ICA087","ICA088","ICA089","ICA090","ICA091","ICA092","ICA093","ICA094","ICA097","ICA098","ICA099","ICA101","ICA102","ICA103","ICA104","ICA105","ICA106","ICA107","ICA110","ICA111","ICA112","ICA113","ICA114","ICA115","ICA121"]
n/a	n/a	comp_brain	["ICA007","ICA027","ICA033","ICA046","ICA054","ICA057","ICA062","ICA065","ICA067","ICA068","ICA070","ICA072","ICA076","ICA087","ICA092","ICA097","ICA104","ICA111"]
n/a	n/a	comp_muscle	["ICA005","ICA006","ICA008","ICA009","ICA010","ICA012","ICA013","ICA014","ICA015","ICA016","ICA017","ICA018","ICA019","ICA022","ICA023","ICA024","ICA025","ICA026","ICA028","ICA029","ICA030","ICA031","ICA032","ICA034","ICA035","ICA036","ICA037","ICA038","ICA039","ICA040","ICA041","ICA043","ICA044","ICA045","ICA047","ICA048","ICA049","ICA050","ICA051","ICA052","ICA053","ICA055","ICA056","ICA058","ICA059","ICA060","ICA063","ICA064","ICA066","ICA074","ICA078","ICA080","ICA083","ICA084","ICA085","ICA093","ICA094"]
n/a	n/a	comp_eye	["ICA004","ICA021","ICA069","ICA082","ICA096","ICA107"]
n/a	n/a	comp_line_noise	["ICA003","ICA088"]
n/a	n/a	comp_chan_noise	["ICA001","ICA002","ICA011","ICA071","ICA075","ICA077","ICA079","ICA081","ICA089","ICA090","ICA091","ICA095","ICA098","ICA099","ICA100","ICA101","ICA102","ICA103","ICA105","ICA106","ICA108","ICA109","ICA110","ICA112","ICA113","ICA115","ICA116","ICA117","ICA118","ICA119","ICA120","ICA121"]
n/a	n/a	comp_other	["ICA020","ICA042","ICA061","ICA073","ICA086","ICA114"]
0.0019531	20.3633	manual	n/a
0.0019531	13.3633	out_task	n/a
12.3633	8.002	in_leadup_fhbc_fade	n/a
13.3652	222.9609	in_task_fhbc_fade	n/a
236.3262	35.666	manual	n/a
236.3262	28.666	out_task	n/a
263.9902	8.002	in_leadup_fhbc_fade	n/a
264.9922	224.9746	in_task_fhbc_fade	n/a
489.9668	36.2832	manual	n/a
489.9668	29.2832	out_task	n/a
518.248	8.002	in_leadup_fhbc_fade	n/a
519.25	220.5137	in_task_fhbc_fade	n/a
739.7637	34.2051	manual	n/a
739.7637	27.2051	out_task	n/a
765.9668	8.002	in_leadup_fhbc_fade	n/a
766.9688	221.2793	in_task_fhbc_fade	n/a
975.002	1	ic_a	n/a
987.002	1	ic_dt	n/a
988.248	24.4863	manual	n/a
988.248	17.4863	out_task	n/a
1004.7324	8.002	in_leadup_fhbc_onset	n/a
1005.7344	270.9414	in_task_fhbc_onset	n/a
1276.6758	36.625	manual	n/a
1276.6758	29.625	out_task	n/a
1305.2988	8.002	in_leadup_fhbc_onset	n/a
1306.3008	272.0078	in_task_fhbc_onset	n/a
1578.3086	40.4082	manual	n/a
1578.3086	33.4082	out_task	n/a
1610.7148	8.002	in_leadup_fhbc_onset	n/a
1611.7168	271.3066	in_task_fhbc_onset	n/a
1883.0234	33.0117	manual	n/a
1883.0234	26.0117	out_task	n/a
1908.0332	8.002	in_leadup_fhbc_onset	n/a
1909.0352	270.0254	in_task_fhbc_onset	n/a
2167.002	1	ic_a	n/a
2179.0605	18.9414	manual	n/a
2179.0605	18.9414	out_task	n/a
