onset	duration	trial_type	cash_demean	control_pumps_demean	explode_demean	pumps_demean
0.064	0.772	pumps_demean	n/a	n/a	n/a	-1.0
0.064	0.49700000000000005	pumps_fixed_real_RT	n/a	n/a	n/a	n/a
3.465	0.772	pumps_demean	n/a	n/a	n/a	0.0
3.465	0.4	pumps_fixed_real_RT	n/a	n/a	n/a	n/a
5.662999999999999	0.39399999999999996	pumps_fixed_real_RT	n/a	n/a	n/a	n/a
5.662999999999999	0.772	pumps_demean	n/a	n/a	n/a	1.0
8.116	0.365	cash_fixed_real_RT	n/a	n/a	n/a	n/a
8.116	0.772	cash_demean	-0.21100000000000002	n/a	n/a	n/a
17.348	0.43700000000000006	pumps_fixed_real_RT	n/a	n/a	n/a	n/a
17.348	0.772	pumps_demean	n/a	n/a	n/a	-1.0
19.347	0.772	pumps_demean	n/a	n/a	n/a	0.0
19.347	0.373	pumps_fixed_real_RT	n/a	n/a	n/a	n/a
21.031999999999996	0.772	pumps_demean	n/a	n/a	n/a	1.0
21.031999999999996	0.353	pumps_fixed_real_RT	n/a	n/a	n/a	n/a
23.726	0.772	explode_demean	n/a	n/a	0.0	n/a
31.926	0.772	pumps_demean	n/a	n/a	n/a	-0.5
31.926	0.6829999999999999	pumps_fixed_real_RT	n/a	n/a	n/a	n/a
34.716	0.405	pumps_fixed_real_RT	n/a	n/a	n/a	n/a
34.716	0.772	pumps_demean	n/a	n/a	n/a	0.5
37.16	1.041	cash_fixed_real_RT	n/a	n/a	n/a	n/a
37.16	0.772	cash_demean	-1.2109999999999999	n/a	n/a	n/a
44.424	0.772	pumps_demean	n/a	n/a	n/a	-1.5
44.424	0.489	pumps_fixed_real_RT	n/a	n/a	n/a	n/a
47.265	0.772	pumps_demean	n/a	n/a	n/a	-0.5
47.265	0.424	pumps_fixed_real_RT	n/a	n/a	n/a	n/a
49.714	0.375	pumps_fixed_real_RT	n/a	n/a	n/a	n/a
49.714	0.772	pumps_demean	n/a	n/a	n/a	0.5
52.11600000000001	0.772	pumps_demean	n/a	n/a	n/a	1.5
52.11600000000001	0.469	pumps_fixed_real_RT	n/a	n/a	n/a	n/a
54.772	0.772	explode_demean	n/a	n/a	1.0	n/a
59.688	0.618	pumps_fixed_real_RT	n/a	n/a	n/a	n/a
59.688	0.772	pumps_demean	n/a	n/a	n/a	0.0
62.101000000000006	0.772	cash_demean	-2.211	n/a	n/a	n/a
62.101000000000006	1.26	cash_fixed_real_RT	n/a	n/a	n/a	n/a
67.17	0.772	pumps_demean	n/a	n/a	n/a	-1.5
67.17	0.519	pumps_fixed_real_RT	n/a	n/a	n/a	n/a
70.638	0.772	pumps_demean	n/a	n/a	n/a	-0.5
70.638	0.379	pumps_fixed_real_RT	n/a	n/a	n/a	n/a
72.55199999999999	0.426	pumps_fixed_real_RT	n/a	n/a	n/a	n/a
72.55199999999999	0.772	pumps_demean	n/a	n/a	n/a	0.5
75.017	0.616	pumps_fixed_real_RT	n/a	n/a	n/a	n/a
75.017	0.772	pumps_demean	n/a	n/a	n/a	1.5
76.92699999999999	0.772	cash_demean	0.789	n/a	n/a	n/a
76.92699999999999	1.242	cash_fixed_real_RT	n/a	n/a	n/a	n/a
81.916	0.772	pumps_demean	n/a	n/a	n/a	-1.0
81.916	0.518	pumps_fixed_real_RT	n/a	n/a	n/a	n/a
85.35700000000001	0.772	pumps_demean	n/a	n/a	n/a	0.0
85.35700000000001	0.885	pumps_fixed_real_RT	n/a	n/a	n/a	n/a
88.598	0.772	pumps_demean	n/a	n/a	n/a	1.0
88.598	0.763	pumps_fixed_real_RT	n/a	n/a	n/a	n/a
91.34	0.772	cash_demean	-0.21100000000000002	n/a	n/a	n/a
91.34	0.653	cash_fixed_real_RT	n/a	n/a	n/a	n/a
98.37100000000001	0.772	control_pumps_demean	n/a	-3.5	n/a	n/a
98.37100000000001	0.9420000000000001	control_pumps_fixed_real_RT	n/a	n/a	n/a	n/a
100.794	0.772	control_pumps_demean	n/a	-2.5	n/a	n/a
100.794	0.552	control_pumps_fixed_real_RT	n/a	n/a	n/a	n/a
103.505	0.772	control_pumps_demean	n/a	-1.5	n/a	n/a
103.505	0.441	control_pumps_fixed_real_RT	n/a	n/a	n/a	n/a
106.069	0.447	control_pumps_fixed_real_RT	n/a	n/a	n/a	n/a
106.069	0.772	control_pumps_demean	n/a	-0.5	n/a	n/a
108.671	0.547	control_pumps_fixed_real_RT	n/a	n/a	n/a	n/a
108.671	0.772	control_pumps_demean	n/a	0.5	n/a	n/a
111.301	0.413	control_pumps_fixed_real_RT	n/a	n/a	n/a	n/a
111.301	0.772	control_pumps_demean	n/a	1.5	n/a	n/a
114.56700000000001	0.772	control_pumps_demean	n/a	2.5	n/a	n/a
114.56700000000001	0.627	control_pumps_fixed_real_RT	n/a	n/a	n/a	n/a
117.446	0.532	control_pumps_fixed_real_RT	n/a	n/a	n/a	n/a
117.446	0.772	control_pumps_demean	n/a	3.5	n/a	n/a
124.656	0.6809999999999999	pumps_fixed_real_RT	n/a	n/a	n/a	n/a
124.656	0.772	pumps_demean	n/a	n/a	n/a	-2.0
128.215	0.883	pumps_fixed_real_RT	n/a	n/a	n/a	n/a
128.215	0.772	pumps_demean	n/a	n/a	n/a	-1.0
131.832	0.522	pumps_fixed_real_RT	n/a	n/a	n/a	n/a
131.832	0.772	pumps_demean	n/a	n/a	n/a	0.0
135.171	0.534	pumps_fixed_real_RT	n/a	n/a	n/a	n/a
135.171	0.772	pumps_demean	n/a	n/a	n/a	1.0
137.069	0.885	pumps_fixed_real_RT	n/a	n/a	n/a	n/a
137.069	0.772	pumps_demean	n/a	n/a	n/a	2.0
139.762	0.772	explode_demean	n/a	n/a	2.0	n/a
143.967	0.772	pumps_demean	n/a	n/a	n/a	-1.5
143.967	0.563	pumps_fixed_real_RT	n/a	n/a	n/a	n/a
146.662	0.772	pumps_demean	n/a	n/a	n/a	-0.5
