name	x	y	z
g1	9.503	70.409	-32.592
g2	7.571	76.852	-8.833
g3	5.743	83.245	19.149
g4	9.256	87.446	44.241
g5	41.062	66.566	-37.021
g6	34.922	74.811	-11.818
g7	29.011	79.277	17.762
g8	41.332	81.34	41.006
g9	59.324	64.281	-13.568
g10	68.29	59.731	19.078
g11	74.691	69.319	39.114
g12	94.235	44.937	24.103
g13	101.313	52.138	39.719
g14	108.342	25.062	19.906
g15	119.407	18.721	41.913
g16	71.563	30.534	-42.322
g17	122.843	-12.852	41.753
g18	113.283	-11.57	23.146
g19	111.424	-43.657	46.717
g20	99.91	-43.023	28.739
g21	89.117	-63.076	50.58
g22	80.011	-34.948	-34.161
g23	68.006	-68.011	-3.621
g24	58.293	-80.098	53.017
g25	44.466	-83.054	25.103
g26	45.564	-79.983	-3.926
g27	48.157	-73.104	-29.716
g28	28.512	-88.104	56.904
g29	17.901	-87.342	31.063
g30	18.938	-84.253	0.762
g31	17.46	-82.686	-24.102
g32	76.254	-60.895	27.606
y1	1.838	87.179	76.952
y2	24.586	79.503	101.355
y3	13.888	62.867	131.244
y4	1.719	32.193	153.85
y5	31.822	85.96	69.86
y6	54.183	68.622	97.798
y7	42.975	55.991	123.631
y8	34.25	36.067	143.313
y9	60.227	75.584	68.854
y10	87.299	60.591	69.537
y11	77.256	53.842	97.115
y12	63.574	36.774	124.387
y13	106.626	38.275	72.193
y14	94.172	27.022	102.21
y15	117.045	7.729	72.473
y16	79.51	10.628	122.775
y17	100.515	-8.937	102.527
y18	112.895	-24.702	73.618
y19	52.952	12.04	142.039
y20	72.061	-19.312	127.409
y21	88.701	-40.409	103.934
y22	97.626	-51.089	75.061
y23	74.305	-69.187	79.022
y24	41.781	-19.123	146.863
y25	51.145	-43.214	129.855
y26	64.069	-59.462	107.475
y27	45.077	-80.409	82.871
y28	-10.589	6.187	159.951
y29	8.663	-22.051	156.58
y30	24.235	-52.061	138.027
y31	36.089	-72	110.813
y32	17.022	-85.89	86.491
r1	-40.291	79.15	30.092
r2	-20.78	84.528	49.274
r3	-48.481	77.454	59.913
r4	-70.709	63.766	69.607
r5	-87.638	44.979	76.65
r6	-27.523	82.826	84.793
r7	-53.357	72.001	94.567
r8	-72.242	51.961	102.294
r9	-87.636	23.863	106.87
r10	-8.121	80.923	109.883
r11	-35.262	68.632	120.145
r12	-56.866	46.828	126.401
r13	-65.413	14.743	130.616
r14	-15.291	55.578	140.618
r15	-37.309	31.997	147.07
r16	-41.007	2.148	150.825
r17	-28.482	-25.572	151.357
r18	-6.269	-42.601	148.938
r19	-61.473	-14.598	133.686
r20	-44.424	-45.471	135.54
r21	-23.983	-65.267	128.288
r22	6.829	-73.266	120.326
r23	-87.717	-4.135	110.127
r24	-79.618	-32.59	112.065
r25	-62.877	-56.978	108.552
r26	-38.682	-74.252	102.119
r27	-9.97	-82.689	92.789
r28	-77.016	-56.397	81.161
r29	-56.535	-74.014	75.345
r30	-33.076	-81.854	71.263
r31	-4.186	-88.231	60.718
r32	-20.409	-83.764	37.809
w1	-49.565	64.73	-16.632
w2	-72.607	54.153	-6.894
w3	-93.143	37.384	3.626
w4	-106.634	13.197	9.778
w5	-48.302	72.399	7.538
w6	-63.926	63.495	13.545
w7	-83.927	49.855	20.336
w8	-96.036	36.755	26.931
w9	-106.128	12.864	31.678
w10	-61.675	69.725	40.805
w11	-79.572	57.482	47.51
w12	-95.802	40.554	52.214
w13	-105.285	16.197	53.089
w14	-99.172	20.852	82.015
w15	-101.723	-7.127	83.866
w16	-93.633	-32.68	84.305
w17	-104.429	-12.212	56.355
w18	-98.399	-33.03	57.738
w19	-81.476	-55.898	57.397
w20	-62.699	-69.241	50.831
w21	-39.626	-79.72	41.871
w22	-98.837	-9.661	30.167
w23	-95.776	-32.167	33.001
w24	-84.27	-51.527	31.049
w25	-65.857	-64.938	24.998
w26	-50.932	-73.834	19.725
w27	-31.632	-81.64	12.427
w28	-103.652	-10.968	11.285
w29	-92.981	-37.719	8.827
w30	-75.145	-55.973	4.057
w31	-55.612	-66.979	-5.159
w32	-32.046	-74.251	-12.927
n1	-34.295	59.595	-67.382
n2	-57.102	61.476	-45.673
n3	-86.82	47.763	-27.266
n4	-105.728	13.972	-11.974
n5	-110.426	-16.198	-9.575
n6	-84.997	-54.788	-21.438
n7	-55.684	-66.309	-39.189
n8	-29.821	-67.234	-61.396
n9	-57.406	57.985	-72.207
n10	-84.183	50.431	-45.687
n11	-109.725	32.322	-33.605
n12	-119.219	-5.007	-25.49
n13	-107.607	-40.544	-27.696
n14	-85.225	-58.395	-37.092
n15	-54.607	-68.842	-62.443
n16	-76.269	58.917	-75.274
n17	-106.946	44.149	-51.264
n18	-126.165	9.662	-39.49
n19	-125.733	-22.067	-38.146
n20	-104.257	-53.75	-45.217
n21	-72.947	-71.983	-64.228
n22	-72.7	57.723	-98.219
n23	-104.91	58.89	-67.872
n24	-131.917	31.101	-57.187
n25	-138.941	-11.046	-49.671
n26	-126.522	-50.931	-54.101
n27	-98.904	-73.426	-59.297
n28	-62.346	-74.658	-83.87
n32	25.683	9.229	157.546
