onset	duration	trial_type	easy_par	hard_par
16.010	4.500	hard_par	n/a	96.729
21.254	4.500	easy_par	0.688	n/a
26.515	4.500	hard_par	n/a	-2.271
37.004	4.500	easy_par	-0.312	n/a
42.265	4.500	easy_par	-0.312	n/a
47.509	4.500	hard_par	n/a	-2.271
52.753	4.500	easy_par	0.688	n/a
58.014	4.500	easy_par	-0.312	n/a
63.258	4.500	hard_par	n/a	-2.271
68.502	4.500	easy_par	-0.312	n/a
73.763	4.500	easy_par	-0.312	n/a
79.008	4.500	easy_par	0.688	n/a
84.252	4.500	hard_par	n/a	-2.271
89.513	4.500	easy_par	-0.312	n/a
94.757	4.500	hard_par	n/a	-2.271
100.001	4.500	easy_par	-0.312	n/a
110.507	4.500	hard_par	n/a	-2.271
115.767	4.500	hard_par	n/a	-2.271
121.012	4.500	easy_par	-0.312	n/a
126.256	4.500	easy_par	-0.312	n/a
131.517	4.500	hard_par	n/a	-2.271
136.761	4.500	hard_par	n/a	-2.271
142.005	4.500	easy_par	-0.312	n/a
147.266	4.500	easy_par	-0.312	n/a
152.511	4.500	easy_par	-0.312	n/a
157.755	4.500	hard_par	n/a	-2.271
163.016	4.500	easy_par	-0.312	n/a
168.260	4.500	easy_par	-0.312	n/a
173.504	4.500	hard_par	n/a	-2.271
184.009	4.500	hard_par	n/a	-2.271
189.254	4.500	easy_par	-0.312	n/a
194.514	4.500	easy_par	-0.312	n/a
199.759	4.500	easy_par	-0.312	n/a
205.003	4.500	hard_par	n/a	-2.271
210.264	4.500	hard_par	n/a	-1.271
215.508	4.500	easy_par	0.688	n/a
220.752	4.500	hard_par	n/a	-2.271
226.013	4.500	hard_par	n/a	-2.271
231.258	4.500	easy_par	-0.312	n/a
236.502	4.500	hard_par	n/a	-2.271
241.763	4.500	easy_par	-0.312	n/a
247.007	4.500	easy_par	0.688	n/a
257.512	4.500	hard_par	n/a	-2.271
262.756	4.500	easy_par	-0.312	n/a
268.017	4.500	easy_par	-0.312	n/a
273.262	4.500	easy_par	-0.312	n/a
278.506	4.500	hard_par	n/a	-2.271
283.767	4.500	easy_par	0.688	n/a
289.011	4.500	hard_par	n/a	-2.271
294.255	4.500	hard_par	n/a	-2.271
299.516	4.500	hard_par	n/a	-2.271
304.760	4.500	easy_par	-0.312	n/a
310.005	4.500	hard_par	n/a	-2.271
315.265	4.500	easy_par	-0.312	n/a
320.510	4.500	easy_par	-0.312	n/a
331.015	4.500	hard_par	n/a	-2.271
336.259	4.500	hard_par	n/a	-1.271
341.503	4.500	hard_par	n/a	-2.271
346.764	4.500	hard_par	n/a	-2.271
352.009	4.500	hard_par	n/a	-2.271
357.253	4.500	easy_par	-0.312	n/a
362.514	4.500	easy_par	-0.312	n/a
367.758	4.500	hard_par	n/a	-2.271
373.002	4.500	hard_par	n/a	-2.271
378.263	4.500	easy_par	-0.312	n/a
383.507	4.500	hard_par	n/a	-1.271
388.752	4.500	easy_par	0.688	n/a
394.012	4.500	hard_par	n/a	-2.271
404.501	4.500	hard_par	n/a	-1.271
409.762	4.500	hard_par	n/a	-2.271
415.006	4.500	easy_par	-0.312	n/a
420.267	4.500	easy_par	0.688	n/a
425.511	4.500	hard_par	n/a	-2.271
430.756	4.500	hard_par	n/a	-1.271
436.016	4.500	easy_par	-0.312	n/a
441.261	4.500	hard_par	n/a	-1.271
446.505	4.500	easy_par	0.688	n/a
451.766	4.500	easy_par	-0.312	n/a
457.010	4.500	easy_par	0.688	n/a
462.255	4.500	hard_par	n/a	-2.271
467.515	4.500	hard_par	n/a	-2.271
478.004	4.500	hard_par	n/a	-1.271
483.265	4.500	easy_par	-0.312	n/a
488.509	4.500	hard_par	n/a	-2.271
493.753	4.500	easy_par	0.688	n/a
499.014	4.500	easy_par	0.688	n/a
504.258	4.500	hard_par	n/a	-1.271
509.503	4.500	hard_par	n/a	-2.271
514.764	4.500	easy_par	0.688	n/a
520.008	4.500	easy_par	0.688	n/a
525.252	4.500	easy_par	0.688	n/a
530.513	4.500	hard_par	n/a	-2.271
535.757	4.500	hard_par	n/a	-1.271
541.001	4.500	easy_par	-0.312	n/a
551.507	4.500	hard_par	n/a	-1.271
556.751	4.500	hard_par	n/a	-2.271
