onset	trial_type	eventcode
29562	scrambled_new	17
30513	response	0
33108	scrambled_second_early	18
33645	response	0
36636	famous_new	5
37659	response	0
40183	famous_new	5
41376	response	0
43674	famous_second_early	6
44357	response	0
47129	unfamiliar_new	13
47907	response	0
50565	unfamiliar_second_early	14
51246	response	0
54112	famous_new	5
54852	response	0
57603	famous_second_early	6
58210	response	0
61168	famous_new	5
61813	response	0
64567	unfamiliar_new	13
65461	response	0
68187	famous_second_late	7
69383	response	0
71716	scrambled_new	17
72497	response	0
75262	scrambled_new	17
76090	response	0
78735	unfamiliar_new	13
79700	response	0
82190	unfamiliar_second_early	14
82816	response	0
85736	famous_new	5
86539	response	0
89246	famous_second_early	6
89923	response	0
92609	famous_second_late	7
93618	response	0
96137	unfamiliar_new	13
97320	response	0
99573	unfamiliar_second_late	15
100375	response	0
102973	unfamiliar_new	13
104292	response	0
106372	unfamiliar_second_early	14
107602	response	0
109955	scrambled_second_late	19
110980	response	0
113410	unfamiliar_new	13
114242	response	0
116736	unfamiliar_second_early	14
117411	response	0
120283	scrambled_second_late	19
121222	response	0
123829	unfamiliar_new	13
124811	response	0
127192	unfamiliar_second_early	14
127801	response	0
130683	unfamiliar_new	13
131760	response	0
134303	unfamiliar_new	13
135480	response	0
137813	unfamiliar_second_early	14
138342	response	0
141433	unfamiliar_second_late	15
142405	response	0
145035	scrambled_new	17
145999	response	0
148489	scrambled_second_early	18
149136	response	0
151962	unfamiliar_new	13
152846	response	0
155325	famous_new	5
156251	response	0
158908	famous_second_early	6
159592	response	0
162436	unfamiliar_new	13
163222	response	0
165836	unfamiliar_second_late	15
166606	response	0
169382	famous_new	5
170635	response	0
172837	scrambled_new	17
173532	response	0
176145	famous_new	5
177034	response	0
179710	unfamiliar_second_late	15
180836	response	0
183275	scrambled_new	17
184014	response	0
186637	famous_new	5
187537	response	0
189982	famous_second_early	6
190626	response	0
193547	unfamiliar_second_late	15
194545	response	0
196946	famous_new	5
197684	response	0
200290	famous_second_early	6
200817	response	0
203709	famous_second_late	7
204440	response	0
207071	famous_new	5
208146	response	0
210434	famous_second_early	6
211295	response	0
213926	scrambled_second_late	19
214674	response	0
217435	unfamiliar_new	13
218459	response	0
220871	unfamiliar_second_early	14
221310	response	0
224307	famous_second_late	7
225077	response	0
227725	scrambled_new	17
228748	response	0
231180	scrambled_second_late	19
231883	response	0
234726	famous_new	5
235830	response	0
238383	famous_second_early	6
240047	response	0
242040	famous_new	5
243932	response	0
245513	unfamiliar_new	13
246985	response	0
249060	unfamiliar_second_early	14
249878	response	0
252588	scrambled_new	17
253614	response	0
256097	unfamiliar_new	13
256914	response	0
259442	unfamiliar_second_early	14
260095	response	0
262933	scrambled_second_late	19
263708	response	0
266443	scrambled_new	17
267400	response	0
270100	scrambled_second_early	18
270680	response	0
273444	famous_new	5
275939	response	0
276935	famous_second_early	6
280353	famous_second_late	7
281634	response	0
283863	famous_new	5
285115	response	0
287446	scrambled_new	17
288249	response	0
290828	scrambled_second_late	19
291382	response	0
294282	famous_new	5
295205	response	0
297792	famous_second_early	6
298388	response	0
301357	unfamiliar_new	13
302696	response	0
304922	unfamiliar_new	13
306101	response	0
308413	scrambled_new	17
311978	famous_second_late	7
312892	response	0
315469	unfamiliar_new	13
316558	response	0
318997	scrambled_second_late	19
321751	response	0
322489	unfamiliar_new	13
323802	response	0
326035	unfamiliar_new	13
327083	response	0
329527	unfamiliar_second_early	14
330517	response	0
333092	unfamiliar_second_late	15
334854	response	0
336565	scrambled_new	17
337452	response	0
340093	unfamiliar_second_late	15
341145	response	0
343658	famous_new	5
344787	response	0
347094	scrambled_second_late	19
347759	response	0
350714	unfamiliar_new	13
351772	response	0
354205	unfamiliar_second_early	14
355174	response	0
357697	unfamiliar_second_late	15
358855	response	0
361115	unfamiliar_new	13
361803	response	0
364698	unfamiliar_second_late	15
365507	response	0
368061	famous_new	5
369250	response	0
371644	famous_second_early	6
372691	response	0
375282	scrambled_new	17
376093	response	0
378884	scrambled_second_early	18
379494	response	0
382320	scrambled_second_late	19
382880	response	0
385775	famous_new	5
386529	response	0
389119	famous_second_late	7
391044	response	0
392647	famous_new	5
393725	response	0
396120	famous_second_early	6
396942	response	0
399630	famous_new	5
400738	response	0
403066	famous_second_early	6
403520	response	0
406576	unfamiliar_second_late	15
407484	response	0
409994	famous_new	5
411868	response	0
413357	unfamiliar_new	13
414235	response	0
416720	scrambled_new	17
417640	response	0
420284	famous_second_late	7
421119	response	0
423960	famous_new	5
424658	response	0
427524	famous_second_early	6
428288	response	0
430961	scrambled_new	17
431745	response	0
434545	unfamiliar_new	13
435529	response	0
438072	unfamiliar_second_early	14
438950	response	0
441416	famous_second_late	7
442144	response	0
444724	scrambled_new	17
446123	response	0
448362	unfamiliar_second_late	15
449565	response	0
452001	unfamiliar_new	13
452682	response	0
455511	unfamiliar_second_early	14
456091	response	0
459204	scrambled_second_late	19
460207	response	0
462622	scrambled_new	17
465111	response	0
466169	scrambled_new	17
467055	response	0
469733	scrambled_second_early	18
470429	response	0
473170	scrambled_second_late	19
474373	response	0
476606	scrambled_new	17
477452	response	0
480061	scrambled_new	17
480587	response	0
483515	scrambled_second_late	19
484332	response	0
487172	famous_new	5
488206	response	0
490700	scrambled_new	17
491391	response	0
494008	scrambled_second_late	19
494547	response	0
497481	scrambled_new	17
498079	response	0
500935	scrambled_new	17
501740	response	0
504243	scrambled_second_early	18
504803	response	0
507826	scrambled_second_late	19
508603	response	0
511281	scrambled_new	17
511792	response	0
514662	scrambled_second_late	19
515371	response	0
518153	famous_new	5
518995	response	0
521571	famous_second_early	6
522476	response	0
525210	famous_second_late	7
526724	response	0
528830	scrambled_new	17
529643	response	0
532376	scrambled_second_early	18
533294	response	0
535868	scrambled_second_late	19
536491	response	0
539543	unfamiliar_new	13
540294	response	0
543071	unfamiliar_second_early	14
543799	response	0
546581	scrambled_second_late	19
547324	response	0
