onset	duration	trial_type	easy_par	hard_par
16.008	4.500	easy_par	-0.062	n/a
21.252	4.500	easy_par	-0.062	n/a
31.757	4.500	easy_par	-0.062	n/a
37.002	4.500	easy_par	-0.062	n/a
42.263	4.500	hard_par	n/a	-2.083
47.507	4.500	easy_par	-0.062	n/a
52.751	4.500	easy_par	-0.062	n/a
58.012	4.500	easy_par	-0.062	n/a
63.256	4.500	hard_par	n/a	-2.083
68.517	4.500	hard_par	n/a	-2.083
73.761	4.500	hard_par	n/a	-2.083
79.006	4.500	easy_par	-0.062	n/a
84.267	4.500	easy_par	-0.062	n/a
89.511	4.500	easy_par	-0.062	n/a
94.755	4.500	easy_par	-0.062	n/a
105.260	4.500	hard_par	n/a	-2.083
110.504	4.500	hard_par	n/a	-2.083
115.765	4.500	hard_par	n/a	-2.083
121.010	4.500	easy_par	-0.062	n/a
126.254	4.500	hard_par	n/a	-2.083
131.515	4.500	hard_par	n/a	-2.083
136.759	4.500	easy_par	-0.062	n/a
142.004	4.500	easy_par	-0.062	n/a
147.264	4.500	hard_par	n/a	-2.083
152.508	4.500	easy_par	-0.062	n/a
157.753	4.500	hard_par	n/a	-2.083
163.014	4.500	hard_par	n/a	-2.083
168.258	4.500	hard_par	n/a	-2.083
178.763	4.500	easy_par	-0.062	n/a
184.007	4.500	hard_par	n/a	-2.083
189.252	4.500	hard_par	n/a	-2.083
194.512	4.500	easy_par	-0.062	n/a
199.761	4.500	easy_par	-0.062	n/a
205.001	4.500	hard_par	n/a	-2.083
210.262	4.500	hard_par	n/a	-2.083
215.506	4.500	hard_par	n/a	-2.083
220.767	4.500	hard_par	n/a	-2.083
226.011	4.500	easy_par	-0.062	n/a
231.255	4.500	easy_par	-0.062	n/a
236.516	4.500	hard_par	n/a	-2.083
241.761	4.500	easy_par	-0.062	n/a
252.266	4.500	easy_par	-0.062	n/a
257.510	4.500	easy_par	-0.062	n/a
262.754	4.500	hard_par	n/a	-2.083
268.015	4.500	easy_par	-0.062	n/a
273.260	4.500	easy_par	-0.062	n/a
278.504	4.500	hard_par	n/a	-2.083
283.765	4.500	easy_par	-0.062	n/a
289.009	4.500	easy_par	-0.062	n/a
294.253	4.500	hard_par	n/a	-2.083
299.514	4.500	hard_par	n/a	-2.083
304.758	4.500	easy_par	-0.062	n/a
310.003	4.500	easy_par	-0.062	n/a
315.264	4.500	hard_par	n/a	-2.083
325.752	4.500	easy_par	-0.062	n/a
331.013	4.500	easy_par	-0.062	n/a
336.257	4.500	hard_par	n/a	-2.083
341.501	4.500	hard_par	n/a	-2.083
346.762	4.500	hard_par	n/a	-2.083
352.007	4.500	easy_par	-0.062	n/a
357.251	4.500	hard_par	n/a	-2.083
362.512	4.500	easy_par	-0.062	n/a
367.756	4.500	hard_par	n/a	-2.083
373.017	4.500	easy_par	-0.062	n/a
378.261	4.500	easy_par	-0.062	n/a
383.505	4.500	easy_par	-0.062	n/a
388.766	4.500	hard_par	n/a	-2.083
399.255	4.500	hard_par	n/a	-2.083
404.516	4.500	easy_par	-0.062	n/a
409.760	4.500	hard_par	n/a	-2.083
415.004	4.500	hard_par	n/a	-2.083
420.265	4.500	hard_par	n/a	-2.083
425.509	4.500	easy_par	-0.062	n/a
430.754	4.500	hard_par	n/a	-2.083
436.014	4.500	hard_par	n/a	-2.083
441.259	4.500	easy_par	0.938	n/a
446.503	4.500	hard_par	n/a	-2.083
451.764	4.500	hard_par	n/a	-2.083
457.008	4.500	easy_par	-0.062	n/a
462.252	4.500	easy_par	-0.062	n/a
472.758	4.500	easy_par	-0.062	n/a
478.002	4.500	hard_par	n/a	-2.083
483.263	4.500	hard_par	n/a	-2.083
488.507	4.500	easy_par	-0.062	n/a
493.751	4.500	hard_par	n/a	-2.083
499.012	4.500	easy_par	0.938	n/a
504.256	4.500	easy_par	-0.062	n/a
509.517	4.500	easy_par	-0.062	n/a
514.761	4.500	hard_par	n/a	96.917
520.006	4.500	easy_par	0.938	n/a
525.267	4.500	hard_par	n/a	-2.083
530.511	4.500	hard_par	n/a	-2.083
535.755	4.500	easy_par	-0.062	n/a
546.260	4.500	hard_par	n/a	-2.083
551.505	4.500	hard_par	n/a	-2.083
556.766	4.500	hard_par	n/a	-1.083
