onset	duration	trial_type	TrialNum	StimCond	StimulusNum	Response	response_time	Correct
0.122	2.000	classification-probabilistic	1	1	10	L	1.499	1
5.400	2.000	classification-probabilistic	3	1	6	R	1.346	0
10.285	2.000	classification-deterministic	5	2	5	R	1.428	1
14.983	2.000	classification-probabilistic	7	1	1	L	1.195	0
19.116	2.000	classification-probabilistic	9	1	8	L	1.175	0
22.415	2.000	classification-probabilistic	11	1	14	R	1.528	1
26.697	2.000	classification-probabilistic	13	1	1	L	1.012	0
29.887	2.000	classification-probabilistic	15	1	8	R	1.088	1
36.298	2.000	classification-deterministic	17	2	13	R	1.387	0
41.222	2.000	classification-deterministic	19	2	10	L	1.686	1
44.810	2.000	classification-deterministic	21	2	3	L	1.920	0
49.680	2.000	classification-probabilistic	23	1	5	L	1.601	0
54.722	2.000	classification-probabilistic	25	1	10	L	0.812	1
58.299	2.000	classification-deterministic	27	2	12	L	1.169	0
63.576	2.000	classification-deterministic	29	2	12	L	1.542	0
66.585	2.000	classification-deterministic	31	2	2	R	1.583	1
70.010	2.000	classification-probabilistic	33	1	10	L	1.504	1
76.083	2.000	classification-probabilistic	35	1	14	L	1.625	0
81.610	2.000	classification-deterministic	37	2	5	R	1.242	1
85.384	2.000	classification-probabilistic	39	1	6	L	1.509	1
89.707	2.000	classification-probabilistic	41	1	2	R	1.051	1
95.816	2.000	classification-probabilistic	43	1	4	L	0.781	1
99.300	2.000	classification-probabilistic	45	1	13	L	0.891	1
105.585	2.000	classification-deterministic	47	2	4	L	1.089	1
112.703	2.000	classification-probabilistic	49	1	1	L	1.164	0
116.419	2.000	classification-probabilistic	51	1	4	L	0.986	1
121.190	2.000	classification-probabilistic	53	1	11	R	2.012	1
126.197	2.000	classification-probabilistic	55	1	1	L	1.245	0
132.312	2.000	classification-deterministic	57	2	4	L	1.146	1
136.798	2.000	classification-deterministic	59	2	12	-	0.000	-1
141.585	2.000	classification-deterministic	61	2	4	L	1.701	1
144.696	2.000	classification-deterministic	63	2	1	L	1.459	1
151.120	2.000	classification-probabilistic	65	1	10	L	1.988	1
155.982	2.000	classification-deterministic	67	2	11	R	1.532	1
162.319	2.000	classification-deterministic	69	2	4	L	0.919	1
166.000	2.000	classification-deterministic	71	2	7	L	1.567	1
168.998	2.000	classification-deterministic	73	2	7	L	1.637	1
173.611	2.000	classification-deterministic	75	2	9	L	1.555	0
177.912	2.000	classification-probabilistic	77	1	11	R	1.837	1
183.392	2.000	classification-probabilistic	79	1	5	L	1.378	0
186.775	2.000	classification-probabilistic	81	1	6	R	1.187	0
191.819	2.000	classification-deterministic	83	2	4	L	0.877	1
195.700	2.000	classification-deterministic	85	2	3	R	1.059	1
202.124	2.000	classification-probabilistic	87	1	6	R	1.456	0
205.802	2.000	classification-deterministic	89	2	13	L	1.438	1
212.317	2.000	classification-deterministic	91	2	12	L	1.028	0
215.776	2.000	classification-deterministic	93	2	5	R	1.370	1
220.190	2.000	classification-probabilistic	95	1	11	R	1.941	1
225.483	2.000	classification-deterministic	97	2	11	R	1.458	1
229.223	2.000	classification-deterministic	99	2	8	R	1.221	1
235.514	2.000	classification-deterministic	101	2	8	R	1.186	1
241.610	2.000	classification-deterministic	103	2	5	R	2.193	1
245.590	2.000	classification-probabilistic	105	1	2	R	1.919	1
249.204	2.000	classification-probabilistic	107	1	13	R	2.075	0
256.515	2.000	classification-deterministic	109	2	5	R	1.780	1
259.614	2.000	classification-deterministic	111	2	7	L	1.577	1
262.685	2.000	classification-deterministic	113	2	12	L	1.711	0
265.818	2.000	classification-deterministic	115	2	1	L	1.863	1
272.516	2.000	classification-probabilistic	117	1	6	R	1.969	0
275.809	2.000	classification-probabilistic	119	1	3	R	1.427	0
279.419	2.000	classification-probabilistic	121	1	4	L	1.223	1
287.013	2.000	classification-probabilistic	123	1	6	L	2.179	1
291.197	2.000	classification-deterministic	125	2	1	L	1.652	1
294.576	2.000	classification-deterministic	127	2	14	R	1.623	1
297.423	2.000	classification-deterministic	129	2	4	L	0.793	1
300.501	2.000	classification-deterministic	131	2	10	L	0.723	1
304.088	2.000	classification-probabilistic	133	1	2	R	0.931	1
307.612	2.000	classification-probabilistic	135	1	6	R	0.879	0
310.915	2.000	classification-probabilistic	137	1	14	L	1.157	0
313.994	2.000	classification-probabilistic	139	1	10	L	1.483	1
319.124	2.000	classification-deterministic	141	2	8	R	1.268	1
326.317	2.000	classification-probabilistic	143	1	4	L	0.906	1
329.501	2.000	classification-deterministic	145	2	5	R	1.058	1
334.722	2.000	classification-deterministic	147	2	7	L	1.968	1
339.406	2.000	classification-probabilistic	149	1	12	-	0.000	-1
344.976	2.000	classification-probabilistic	151	1	2	R	0.792	1
348.718	2.000	classification-probabilistic	153	1	10	L	1.072	1
351.998	2.000	classification-deterministic	155	2	5	R	1.581	1
357.110	2.000	classification-deterministic	157	2	8	R	1.161	1
363.518	2.000	classification-probabilistic	159	1	5	L	1.385	0
368.598	2.000	classification-probabilistic	161	1	1	R	1.221	1
374.122	2.000	classification-deterministic	163	2	6	R	1.249	0
379.400	2.000	classification-deterministic	165	2	10	L	1.009	1
384.585	2.000	classification-deterministic	167	2	2	R	1.128	1
