onset	duration	trial_type	TrialNum	StimCond	StimulusNum	Response	response_time	Correct
0.120	2.000	classification-probabilistic	1.000	1.000	10.000	L	1.639	1.000
5.315	2.000	classification-probabilistic	3.000	1.000	3.000	R	1.009	0.000
9.189	2.000	classification-probabilistic	5.000	1.000	11.000	R	1.615	1.000
14.107	2.000	classification-probabilistic	7.000	1.000	10.000	L	1.075	1.000
17.583	2.000	classification-probabilistic	9.000	1.000	3.000	L	0.789	1.000
22.387	2.000	classification-deterministic	11.000	2.000	10.000	L	1.076	1.000
26.224	2.000	classification-deterministic	13.000	2.000	10.000	L	1.182	1.000
29.594	2.000	classification-deterministic	15.000	2.000	11.000	R	1.487	1.000
33.886	2.000	classification-deterministic	17.000	2.000	10.000	L	0.850	1.000
38.809	2.000	classification-deterministic	19.000	2.000	2.000	R	1.465	1.000
43.079	2.000	classification-probabilistic	21.000	1.000	14.000	R	1.273	1.000
47.201	2.000	classification-probabilistic	23.000	1.000	2.000	R	0.826	1.000
51.493	2.000	classification-probabilistic	25.000	1.000	10.000	L	1.373	1.000
55.203	2.000	classification-deterministic	27.000	2.000	13.000	L	1.568	1.000
59.719	2.000	classification-probabilistic	29.000	1.000	10.000	L	1.203	1.000
63.724	2.000	classification-probabilistic	31.000	1.000	10.000	L	1.383	1.000
69.816	2.000	classification-deterministic	33.000	2.000	2.000	R	0.901	1.000
73.999	2.000	classification-deterministic	35.000	2.000	5.000	L	1.288	0.000
81.482	2.000	classification-deterministic	37.000	2.000	1.000	L	1.214	1.000
84.686	2.000	classification-deterministic	39.000	2.000	13.000	R	1.614	0.000
87.696	2.000	classification-probabilistic	41.000	1.000	3.000	-	0.000	-1.000
91.314	2.000	classification-probabilistic	43.000	1.000	4.000	L	1.029	1.000
97.175	2.000	classification-deterministic	45.000	2.000	10.000	L	1.240	1.000
102.201	2.000	classification-probabilistic	47.000	1.000	4.000	L	0.875	1.000
109.680	2.000	classification-probabilistic	49.000	1.000	5.000	R	1.450	1.000
112.882	2.000	classification-probabilistic	51.000	1.000	6.000	L	1.638	1.000
118.209	2.000	classification-probabilistic	53.000	1.000	14.000	R	1.541	1.000
122.585	2.000	classification-deterministic	55.000	2.000	2.000	R	0.926	1.000
130.094	2.000	classification-deterministic	57.000	2.000	1.000	L	1.177	1.000
136.316	2.000	classification-deterministic	59.000	2.000	3.000	R	2.189	1.000
142.092	2.000	classification-probabilistic	61.000	1.000	3.000	R	2.028	0.000
149.209	2.000	classification-probabilistic	63.000	1.000	11.000	R	2.023	1.000
152.494	2.000	classification-probabilistic	65.000	1.000	7.000	L	1.952	1.000
155.421	2.000	classification-probabilistic	67.000	1.000	1.000	R	0.950	1.000
159.084	2.000	classification-deterministic	69.000	2.000	3.000	R	1.660	1.000
162.719	2.000	classification-probabilistic	71.000	1.000	6.000	-	0.000	-1.000
169.679	2.000	classification-probabilistic	73.000	1.000	8.000	R	1.751	1.000
177.178	2.000	classification-probabilistic	75.000	1.000	8.000	R	0.980	1.000
180.615	2.000	classification-probabilistic	77.000	1.000	5.000	R	1.356	1.000
185.024	2.000	classification-deterministic	79.000	2.000	11.000	R	1.827	1.000
190.792	2.000	classification-probabilistic	81.000	1.000	5.000	R	1.755	1.000
194.084	2.000	classification-deterministic	83.000	2.000	3.000	R	0.974	1.000
197.408	2.000	classification-deterministic	85.000	2.000	13.000	L	1.506	1.000
201.385	2.000	classification-deterministic	87.000	2.000	9.000	L	1.705	0.000
204.409	2.000	classification-deterministic	89.000	2.000	13.000	L	1.746	1.000
