onset	duration	sample	type	value
33.2828698238775	0	33284	Markers	START-standWarning , Sub-No.-57
33.3028697456537	0	33304	Markers	Trial Start: No.0-angle:40-right-right-kongruent-yellow-FA:no
34.7458641018072	0	34747	Markers	right
34.7458641018072	0	34747	Markers	WARN-right
34.7518640783401	0	34753	Markers	Start Vibro right
35.052862901072	0	35054	Markers	Stop Vibro right
35.2448621501236	0	35246	Markers	RasPi for warnings is not online!
35.2448621501236	0	35246	Markers	PAUSE
40.0578433255682	0	40059	Markers	RESUME
40.0668432903675	0	40068	Markers	Trial Start: No.0-angle:40-right-right-kongruent-yellow-FA:no
41.6268371889118	0	41628	Markers	right
41.6278371850006	0	41629	Markers	WARN-right
41.6388371419775	0	41640	Markers	Start Vibro right
41.9398359647094	0	41941	Markers	Stop Vibro right
42.1288352254946	0	42130	Markers	Time between Warning and LED: 0.501
42.1298352215834	0	42131	Markers	Stim-40-R-standWarning-138-yellow-1-kongruent
42.5048337548873	0	42506	Markers	WiimoteButtonB pressed
42.5058337509761	0	42507	Markers	BUT-RIGHT-ButtonB-Press
42.727832882692	0	42729	Markers	WiimoteButtonB released
42.8398324446388	0	42841	Markers	WiimoteButtonB pressed
42.8408324407276	0	42842	Markers	BUT-RIGHT-ButtonB-Press
42.8728323155696	0	42874	Markers	WiimoteButtonB released
43.6808291553284	0	43682	Markers	Reaction: 0.378-right-blue-incorrect
43.6818291514172	0	43683	Markers	End-Trial-3.615
43.7158290184368	0	43717	Markers	Trial Start: No.1-angle:25-right-right-kongruent-yellow-FA:no
45.0928236327287	0	45094	Markers	right
45.0938236288175	0	45095	Markers	WARN-right
45.0998236053504	0	45101	Markers	Start Vibro right
45.3998224319935	0	45401	Markers	Stop Vibro right
45.5948216693115	0	45596	Markers	Time between Warning and LED: 0.503
45.5948216693115	0	45596	Markers	Stim-25-R-standWarning-166-yellow-1-kongruent
46.1428195259797	0	46144	Markers	WiimoteButtonB pressed
46.1428195259797	0	46144	Markers	BUT-RIGHT-ButtonB-Press
46.3588186811627	0	46360	Markers	WiimoteButtonB released
47.1468155991453	0	47148	Markers	Reaction: 0.548-right-yellow-correct
47.1478155952341	0	47149	Markers	End-Trial-3.432
47.1828154583425	0	47184	Markers	Trial Start: No.2-angle:40-right-right-kongruent-blue-FA:no
48.6128098653414	0	48614	Markers	right
48.6128098653414	0	48614	Markers	WARN-right
48.9198086646062	0	48921	Markers	Start Vibro right
49.1158078980131	0	49117	Markers	Time between Warning and LED: 0.503
49.1158078980131	0	49117	Markers	Stim-40-R-standWarning-138-blue-1-kongruent
49.2198074912494	0	49221	Markers	Stop Vibro right
49.8298051054237	0	49831	Markers	WiimoteButtonB pressed
49.8308051015125	0	49832	Markers	BUT-LEFT-ButtonB-Press
49.9078048003509	0	49909	Markers	WiimoteButtonB released
50.0248043427418	0	50026	Markers	WiimoteButtonB pressed
50.0258043388306	0	50027	Markers	BUT-RIGHT-ButtonB-Press
50.2928032945429	0	50294	Markers	WiimoteButtonB released
50.3418031028947	0	50343	Markers	WiimoteButtonB pressed
50.3418031028947	0	50343	Markers	BUT-RIGHT-ButtonB-Press
50.5588022541665	0	50560	Markers	WiimoteButtonB released
50.6668018317581	0	50668	Markers	Reaction: 0.716-both-unknown-incorrect
50.6678018278469	0	50669	Markers	End-Trial-3.485
50.7018016948664	0	50703	Markers	Trial Start: No.3-angle:60-right-right-kongruent-none-FA:yes
52.1797959141282	0	52181	Markers	right
52.180795910217	0	52182	Markers	WARN-right-FALSE ALARM
52.1897958750163	0	52191	Markers	Start Vibro right
52.4897947016595	0	52491	Markers	Stop Vibro right
52.6817939507111	0	52683	Markers	Time between Warning and LED: 0.501
52.6817939507111	0	52683	Markers	Stim-60-R-standWarning-121-none-1-kongruent
54.2337878805449	0	54235	Markers	no-response
54.2337878805449	0	54235	Markers	Reaction: correct
54.2357878727225	0	54237	Markers	End-Trial-3.534
