onset	duration	response_time	button_press	stim_file
n/a	n/a	1.64	3	meg/u012.bmp
n/a	n/a	1.35	1	meg/u006.bmp
n/a	n/a	1.039	2	meg/f133.bmp
n/a	n/a	1.263	1	meg/f111.bmp
n/a	n/a	1.069	3	meg/f073.bmp
n/a	n/a	1.019	1	meg/u096.bmp
n/a	n/a	0.867	3	meg/f066.bmp
n/a	n/a	0.786	2	meg/u074.bmp
n/a	n/a	2.932	1	meg/u053.bmp
n/a	n/a	1.595	1	meg/u019.bmp
n/a	n/a	1.115	3	meg/f012.bmp
n/a	n/a	0.936	3	meg/f046.bmp
n/a	n/a	1.148	3	meg/f042.bmp
n/a	n/a	1.071	1	meg/u076.bmp
n/a	n/a	0.932	3	meg/f129.bmp
n/a	n/a	1.401	1	meg/u110.bmp
n/a	n/a	1.417	1	meg/f125.bmp
n/a	n/a	0.913	3	meg/f036.bmp
n/a	n/a	0.861	3	meg/f004.bmp
n/a	n/a	0.98	1	meg/f015.bmp
n/a	n/a	0.926	1	meg/f079.bmp
n/a	n/a	0.762	1	meg/u089.bmp
n/a	n/a	0.926	1	meg/u016.bmp
n/a	n/a	0.986	1	meg/u045.bmp
n/a	n/a	1.204	1	meg/u040.bmp
n/a	n/a	0.971	3	meg/f037.bmp
n/a	n/a	0.861	3	meg/f063.bmp
n/a	n/a	0.82	1	meg/f016.bmp
n/a	n/a	1.004	3	meg/f112.bmp
n/a	n/a	0.789	1	meg/u150.bmp
n/a	n/a	0.766	1	meg/u082.bmp
n/a	n/a	0.882	1	meg/u146.bmp
n/a	n/a	0.888	1	meg/u134.bmp
n/a	n/a	1.029	3	meg/f035.bmp
n/a	n/a	0.981	1	meg/u142.bmp
n/a	n/a	0.847	1	meg/f105.bmp
n/a	n/a	1.159	3	meg/f091.bmp
n/a	n/a	0.657	1	meg/u128.bmp
n/a	n/a	0.848	3	meg/f132.bmp
n/a	n/a	1.232	3	meg/f120.bmp
n/a	n/a	1.344	3	meg/f010.bmp
n/a	n/a	0.842	1	meg/u115.bmp
n/a	n/a	0.978	2	meg/f114.bmp
n/a	n/a	0.844	1	meg/f098.bmp
n/a	n/a	0.835	1	meg/u105.bmp
n/a	n/a	0.828	1	meg/u124.bmp
n/a	n/a	0.812	3	meg/f116.bmp
n/a	n/a	0.749	1	meg/f118.bmp
n/a	n/a	0.873	3	meg/f029.bmp
n/a	n/a	1.111	3	meg/f006.bmp
n/a	n/a	0.827	1	meg/f141.bmp
n/a	n/a	1.579	2	meg/f085.bmp
n/a	n/a	0.747	3	meg/f088.bmp
n/a	n/a	0.999	3	meg/f047.bmp
n/a	n/a	0.849	1	meg/u097.bmp
n/a	n/a	0.76	3	meg/f086.bmp
n/a	n/a	0.707	1	meg/u018.bmp
n/a	n/a	1.129	1	meg/u086.bmp
n/a	n/a	0.788	1	meg/u066.bmp
n/a	n/a	0.814	1	meg/u077.bmp
n/a	n/a	0.767	1	meg/u055.bmp
n/a	n/a	0.834	1	meg/u059.bmp
n/a	n/a	0.835	1	meg/u129.bmp
n/a	n/a	0.771	1	meg/u026.bmp
n/a	n/a	1.093	3	meg/f106.bmp
n/a	n/a	1.01	3	meg/f100.bmp
n/a	n/a	0.715	1	meg/u069.bmp
n/a	n/a	0.68	3	meg/f075.bmp
n/a	n/a	0.799	3	meg/f113.bmp
n/a	n/a	0.785	3	meg/f135.bmp
n/a	n/a	0.851	1	meg/u078.bmp
n/a	n/a	0.699	1	meg/u030.bmp
n/a	n/a	0.793	1	meg/u003.bmp
n/a	n/a	0.826	3	meg/f052.bmp
n/a	n/a	0.803	1	meg/u140.bmp
n/a	n/a	0.98	3	meg/f080.bmp
n/a	n/a	0.854	1	meg/u063.bmp
