name	type	x	y	z	template_x	template_y	template_z
Rx2	detector	21.63676705	45.8185823	115.5855501	n/a	n/a	n/a
Rx1	detector	3.923008123	63.84181162	101.7431734	n/a	n/a	n/a
Rx4	detector	-6.01251853	20.1962581	139.397629	n/a	n/a	n/a
Rx3	detector	-37.05631631	46.68387423	123.5933481	n/a	n/a	n/a
Rx6	detector	-55.41903835	71.44661784	66.47702386	n/a	n/a	n/a
Rx5	detector	59.62800372	65.90217261	48.54177241	n/a	n/a	n/a
Rx8	detector	-78.93959358	49.42467929	91.48518775	n/a	n/a	n/a
Rx7	detector	27.64982313	72.63360433	70.99459948	n/a	n/a	n/a
Rx9	detector	55.30228559	-64.51502921	56.10919697	n/a	n/a	n/a
Rx11	detector	28.62072352	-72.12093203	77.25525413	n/a	n/a	n/a
Rx10	detector	-56.5530567	-73.62991307	68.17296827	n/a	n/a	n/a
Rx12	detector	-78.99491802	-51.07011297	89.90807786	n/a	n/a	n/a
Tx1a	source	30.59923612	44.1238626	113.1478737	n/a	n/a	n/a
Tx4	source	21.38093827	19.91320572	132.2071386	n/a	n/a	n/a
Tx1b	source	12.22790916	62.29235179	98.10493801	n/a	n/a	n/a
Tx3	source	-8.932062995	48.58855476	125.5685258	n/a	n/a	n/a
Tx1c	source	-4.26335576	10.42374536	140.2950565	n/a	n/a	n/a
Tx2	source	-24.94326315	67.24403038	101.5560704	n/a	n/a	n/a
Tx5	source	-34.62844603	16.12761205	135.8927903	n/a	n/a	n/a
Tx1d	source	-44.26231212	47.9675371	120.0452378	n/a	n/a	n/a
Tx6a	source	-49.67277341	74.28281823	59.66199002	n/a	n/a	n/a
Tx9	source	-86.92530322	56.52124458	61.47541847	n/a	n/a	n/a
Tx6b	source	64.37783154	62.04700103	42.05420715	n/a	n/a	n/a
Tx8	source	26.67735672	80.8067793	41.31690898	n/a	n/a	n/a
Tx6c	source	-82.24022897	43.08894961	96.22935006	n/a	n/a	n/a
Tx7	source	55.33729191	58.60873806	77.57812548	n/a	n/a	n/a
Tx10	source	-53.45900436	61.29674067	94.94827658	n/a	n/a	n/a
Tx6d	source	19.41117777	73.84320225	75.68643484	n/a	n/a	n/a
Tx12	source	29.58259868	-79.36861759	49.31639803	n/a	n/a	n/a
Tx13	source	55.61443173	-55.05594279	83.61477342	n/a	n/a	n/a
Tx14	source	-82.86013678	-59.23238729	62.24842308	n/a	n/a	n/a
Tx15	source	-48.78828282	-64.84627533	96.59385045	n/a	n/a	n/a
Tx11a	source	61.37067941	-60.93722726	49.91019883	n/a	n/a	n/a
Tx11b	source	-48.12972176	-77.41429616	61.12441084	n/a	n/a	n/a
Tx11c	source	20.63679167	-71.68837628	84.08166779	n/a	n/a	n/a
Tx11d	source	-80.92312852	-43.02054216	96.13523525	n/a	n/a	n/a
