onset	duration	response_time	button_press	stim_file
n/a	n/a	1.334	2	meg/f112.bmp
n/a	n/a	2.649	2	meg/f130.bmp
n/a	n/a	1.597	3	meg/f118.bmp
n/a	n/a	3.284	2	meg/u124.bmp
n/a	n/a	1.14	1	meg/u131.bmp
n/a	n/a	2.567	1	meg/u100.bmp
n/a	n/a	2.151	1	meg/u115.bmp
n/a	n/a	1.207	3	meg/f128.bmp
n/a	n/a	0.752	3	meg/f067.bmp
n/a	n/a	1.115	1	meg/u072.bmp
n/a	n/a	1.28	2	meg/u042.bmp
n/a	n/a	0.877	1	meg/u096.bmp
n/a	n/a	4.276	2	meg/u055.bmp
n/a	n/a	1.098	1	meg/u050.bmp
n/a	n/a	0.879	1	meg/u066.bmp
n/a	n/a	0.813	3	meg/f088.bmp
n/a	n/a	1.478	2	meg/u067.bmp
n/a	n/a	1.987	1	meg/u143.bmp
n/a	n/a	1.131	3	meg/f074.bmp
n/a	n/a	0.639	3	meg/f009.bmp
n/a	n/a	1.031	3	meg/f109.bmp
n/a	n/a	2.455	1	meg/f115.bmp
n/a	n/a	0.867	1	meg/u140.bmp
n/a	n/a	0.73	3	meg/f044.bmp
n/a	n/a	0.79	3	meg/f032.bmp
n/a	n/a	1.039	3	meg/f119.bmp
n/a	n/a	1.111	3	meg/u052.bmp
n/a	n/a	1.547	1	meg/u070.bmp
n/a	n/a	1.045	1	meg/u147.bmp
n/a	n/a	0.828	1	meg/u135.bmp
n/a	n/a	1.101	1	meg/f077.bmp
n/a	n/a	0.818	3	meg/f066.bmp
n/a	n/a	1.507	3	meg/f017.bmp
n/a	n/a	1.022	1	meg/u133.bmp
n/a	n/a	1.806	2	meg/u020.bmp
n/a	n/a	1.221	2	meg/f027.bmp
n/a	n/a	1.684	1	meg/f073.bmp
n/a	n/a	0.752	1	meg/u114.bmp
n/a	n/a	0.875	1	meg/u139.bmp
n/a	n/a	1.25	3	meg/f100.bmp
n/a	n/a	1.432	2	meg/f141.bmp
n/a	n/a	1.055	3	meg/f040.bmp
n/a	n/a	0.91	3	meg/f134.bmp
n/a	n/a	0.939	1	meg/u117.bmp
n/a	n/a	1.235	1	meg/u019.bmp
n/a	n/a	2.067	2	meg/u031.bmp
n/a	n/a	0.719	1	meg/u056.bmp
n/a	n/a	0.947	1	meg/u053.bmp
n/a	n/a	1.455	3	meg/f116.bmp
n/a	n/a	1.596	2	meg/f039.bmp
n/a	n/a	0.804	1	meg/u077.bmp
n/a	n/a	1.565	1	meg/u088.bmp
n/a	n/a	1.063	3	meg/f080.bmp
n/a	n/a	0.909	3	meg/f136.bmp
n/a	n/a	1.594	1	meg/u043.bmp
n/a	n/a	2.162	1	meg/u099.bmp
n/a	n/a	0.77	3	meg/f131.bmp
n/a	n/a	1.229	1	meg/u086.bmp
n/a	n/a	0.78	1	meg/u137.bmp
n/a	n/a	3.158	2	meg/f104.bmp
n/a	n/a	0.779	3	meg/f078.bmp
n/a	n/a	0.838	3	meg/f033.bmp
n/a	n/a	0.798	3	meg/f049.bmp
n/a	n/a	0.743	3	meg/f051.bmp
n/a	n/a	0.995	3	meg/f046.bmp
n/a	n/a	0.981	1	meg/f102.bmp
n/a	n/a	1.343	2	meg/u001.bmp
n/a	n/a	0.769	3	meg/f050.bmp
n/a	n/a	1.212	2	meg/f020.bmp
n/a	n/a	0.932	1	meg/f099.bmp
n/a	n/a	0.744	3	meg/f012.bmp
n/a	n/a	1.107	1	meg/f085.bmp
n/a	n/a	1.567	2	meg/f042.bmp
n/a	n/a	0.873	1	meg/u038.bmp
n/a	n/a	1.255	1	meg/f029.bmp
n/a	n/a	0.957	3	meg/f144.bmp
n/a	n/a	1.608	1	meg/u044.bmp
n/a	n/a	1.671	1	meg/u048.bmp
n/a	n/a	1.372	3	meg/f107.bmp
n/a	n/a	0.957	1	meg/u045.bmp
n/a	n/a	1.095	3	meg/f110.bmp
n/a	n/a	2.997	2	meg/u069.bmp
n/a	n/a	0.808	3	meg/f143.bmp
n/a	n/a	0.626	3	meg/f018.bmp
n/a	n/a	1.074	2	meg/u027.bmp
n/a	n/a	1.656	1	meg/f036.bmp
n/a	n/a	0.693	1	meg/u130.bmp
n/a	n/a	1.019	1	meg/u015.bmp
n/a	n/a	0.691	1	meg/f024.bmp
n/a	n/a	1.089	3	meg/f089.bmp
n/a	n/a	0.934	3	meg/f061.bmp
n/a	n/a	0.699	3	meg/f082.bmp
n/a	n/a	1.321	1	meg/u085.bmp
n/a	n/a	1.076	1	meg/u103.bmp
n/a	n/a	3.057	3	meg/f048.bmp
n/a	n/a	1.147	1	meg/u123.bmp
n/a	n/a	2.07	1	meg/u105.bmp
n/a	n/a	1.035	3	meg/f007.bmp
n/a	n/a	0.811	1	meg/u054.bmp
n/a	n/a	1.58	3	meg/f098.bmp
n/a	n/a	0.892	3	meg/f035.bmp
n/a	n/a	1.042	2	meg/u040.bmp
n/a	n/a	0.825	1	meg/u101.bmp
n/a	n/a	0.81	3	meg/f038.bmp
n/a	n/a	1.051	1	meg/u087.bmp
n/a	n/a	0.778	3	meg/f003.bmp
n/a	n/a	0.955	1	meg/u110.bmp
n/a	n/a	1.59	1	meg/u002.bmp
n/a	n/a	1.246	2	meg/u094.bmp
n/a	n/a	0.789	1	meg/u080.bmp
n/a	n/a	0.887	1	meg/u034.bmp
n/a	n/a	1.092	1	meg/f002.bmp
n/a	n/a	0.705	3	meg/f113.bmp
n/a	n/a	1.047	3	meg/f065.bmp
n/a	n/a	0.798	3	meg/f101.bmp
n/a	n/a	1.424	2	meg/f097.bmp
n/a	n/a	2.031	1	meg/u016.bmp
