onset	duration	onset_sample	stim_type	trigger	stim_file
27.478	0	28028	Unfamiliar	13	meg/u094.bmp
30.803	0	31353	Scrambled	17	meg/s117.bmp
34.258	0	34808	Scrambled	18	meg/s117.bmp
37.804	0	38354	Famous	5	meg/f113.bmp
41.186	0	41736	Famous	6	meg/f113.bmp
44.714	0	45264	Scrambled	17	meg/s032.bmp
48.242	0	48792	Scrambled	18	meg/s032.bmp
51.788	0	52338	Scrambled	17	meg/s059.bmp
55.39	0	55940	Scrambled	18	meg/s059.bmp
58.808	0	59358	Unfamiliar	13	meg/u025.bmp
62.152	0	62702	Unfamiliar	14	meg/u025.bmp
65.662	0	66212	Unfamiliar	15	meg/u094.bmp
69.209	0	69759	Unfamiliar	13	meg/u017.bmp
72.59	0	73140	Scrambled	17	meg/s115.bmp
76.173	0	76723	Unfamiliar	13	meg/u068.bmp
79.499	0	80049	Unfamiliar	14	meg/u068.bmp
83.027	0	83577	Famous	5	meg/f009.bmp
86.445	0	86995	Unfamiliar	13	meg/u069.bmp
89.881	0	90431	Famous	5	meg/f035.bmp
93.464	0	94014	Unfamiliar	15	meg/u017.bmp
97.029	0	97579	Famous	5	meg/f048.bmp
100.521	0	101071	Scrambled	19	meg/s115.bmp
104.141	0	104691	Famous	5	meg/f040.bmp
107.669	0	108219	Famous	6	meg/f040.bmp
111.124	0	111674	Unfamiliar	13	meg/u023.bmp
114.67	0	115220	Unfamiliar	14	meg/u023.bmp
118.18	0	118730	Famous	7	meg/f009.bmp
121.708	0	122258	Famous	5	meg/f056.bmp
125.089	0	125639	Unfamiliar	15	meg/u069.bmp
128.525	0	129075	Unfamiliar	13	meg/u013.bmp
132.035	0	132585	Famous	7	meg/f035.bmp
135.526	0	136076	Famous	5	meg/f031.bmp
139.128	0	139678	Famous	6	meg/f031.bmp
142.417	0	142967	Famous	7	meg/f048.bmp
146.001	0	146551	Scrambled	17	meg/s149.bmp
149.437	0	149987	Scrambled	18	meg/s149.bmp
152.818	0	153368	Famous	5	meg/f117.bmp
156.181	0	156731	Famous	6	meg/f117.bmp
159.562	0	160112	Scrambled	17	meg/s002.bmp
162.925	0	163475	Scrambled	18	meg/s002.bmp
166.526	0	167076	Famous	7	meg/f056.bmp
169.963	0	170513	Famous	5	meg/f060.bmp
173.362	0	173912	Unfamiliar	15	meg/u013.bmp
176.781	0	177331	Scrambled	17	meg/s080.bmp
180.345	0	180895	Famous	5	meg/f130.bmp
183.91	0	184460	Scrambled	17	meg/s049.bmp
187.272	0	187822	Unfamiliar	13	meg/u070.bmp
190.746	0	191296	Unfamiliar	14	meg/u070.bmp
194.219	0	194769	Unfamiliar	13	meg/u024.bmp
197.728	0	198278	Famous	7	meg/f060.bmp
201.128	0	201678	Scrambled	17	meg/s003.bmp
204.546	0	205096	Scrambled	18	meg/s003.bmp
208.166	0	208716	Scrambled	19	meg/s080.bmp
211.602	0	212152	Unfamiliar	13	meg/u040.bmp
215.167	0	215717	Famous	7	meg/f130.bmp
218.566	0	219116	Famous	5	meg/f098.bmp
221.911	0	222461	Famous	6	meg/f098.bmp
225.365	0	225915	Scrambled	19	meg/s049.bmp
229.077	0	229627	Scrambled	17	meg/s022.bmp
232.569	0	233119	Famous	5	meg/f071.bmp
236.042	0	236592	Famous	6	meg/f071.bmp
239.46	0	240010	Unfamiliar	15	meg/u024.bmp
242.969	0	243519	Unfamiliar	13	meg/u027.bmp
246.498	0	247048	Famous	5	meg/f028.bmp
250.026	0	250576	Unfamiliar	15	meg/u040.bmp
253.425	0	253975	Unfamiliar	13	meg/u105.bmp
256.825	0	257375	Scrambled	17	meg/s074.bmp
260.334	0	260884	Scrambled	18	meg/s074.bmp
263.807	0	264357	Scrambled	19	meg/s022.bmp
267.391	0	267941	Scrambled	17	meg/s040.bmp
270.938	0	271488	Scrambled	18	meg/s040.bmp
274.575	0	275125	Famous	5	meg/f052.bmp
278.012	0	278562	Unfamiliar	15	meg/u027.bmp
281.577	0	282127	Unfamiliar	13	meg/u115.bmp
285.086	0	285636	Unfamiliar	14	meg/u115.bmp
288.468	0	289018	Famous	7	meg/f028.bmp
291.904	0	292454	Famous	5	meg/f086.bmp
295.505	0	296055	Famous	6	meg/f086.bmp
298.923	0	299473	Unfamiliar	15	meg/u105.bmp
302.47	0	303020	Unfamiliar	13	meg/u142.bmp
306.016	0	306566	Unfamiliar	14	meg/u142.bmp
309.489	0	310039	Scrambled	17	meg/s090.bmp
312.852	0	313402	Scrambled	18	meg/s090.bmp
316.49	0	317040	Scrambled	17	meg/s128.bmp
320.092	0	320642	Famous	7	meg/f052.bmp
323.62	0	324170	Unfamiliar	13	meg/u073.bmp
327.13	0	327680	Unfamiliar	14	meg/u073.bmp
330.658	0	331208	Scrambled	17	meg/s025.bmp
334.076	0	334626	Unfamiliar	13	meg/u072.bmp
337.586	0	338136	Scrambled	17	meg/s105.bmp
341.187	0	341737	Famous	5	meg/f083.bmp
344.807	0	345357	Scrambled	19	meg/s128.bmp
