onset	duration	trial_type	cash_demean	control_pumps_demean	explode_demean	pumps_demean
0.059000000000000004	0.878	pumps_fixed_real_RT	n/a	n/a	n/a	n/a
0.059000000000000004	0.772	pumps_demean	n/a	n/a	n/a	-2.5
3.14	0.47700000000000004	pumps_fixed_real_RT	n/a	n/a	n/a	n/a
3.14	0.772	pumps_demean	n/a	n/a	n/a	-1.5
5.087	0.474	pumps_fixed_real_RT	n/a	n/a	n/a	n/a
5.087	0.772	pumps_demean	n/a	n/a	n/a	-0.5
7.399	0.36200000000000004	pumps_fixed_real_RT	n/a	n/a	n/a	n/a
7.399	0.772	pumps_demean	n/a	n/a	n/a	0.5
9.642999999999999	0.358	pumps_fixed_real_RT	n/a	n/a	n/a	n/a
9.642999999999999	0.772	pumps_demean	n/a	n/a	n/a	1.5
12.289000000000001	0.408	pumps_fixed_real_RT	n/a	n/a	n/a	n/a
12.289000000000001	0.772	pumps_demean	n/a	n/a	n/a	2.5
14.417	1.168	cash_fixed_real_RT	n/a	n/a	n/a	n/a
14.417	0.772	cash_demean	-0.5	n/a	n/a	n/a
24.315	0.772	pumps_demean	n/a	n/a	n/a	-3.0
24.315	0.455	pumps_fixed_real_RT	n/a	n/a	n/a	n/a
26.73	0.391	pumps_fixed_real_RT	n/a	n/a	n/a	n/a
26.73	0.772	pumps_demean	n/a	n/a	n/a	-2.0
29.988000000000003	0.349	pumps_fixed_real_RT	n/a	n/a	n/a	n/a
29.988000000000003	0.772	pumps_demean	n/a	n/a	n/a	-1.0
31.497	0.772	pumps_demean	n/a	n/a	n/a	0.0
31.497	0.5920000000000001	pumps_fixed_real_RT	n/a	n/a	n/a	n/a
33.311	0.316	pumps_fixed_real_RT	n/a	n/a	n/a	n/a
33.311	0.772	pumps_demean	n/a	n/a	n/a	1.0
35.389	0.405	pumps_fixed_real_RT	n/a	n/a	n/a	n/a
35.389	0.772	pumps_demean	n/a	n/a	n/a	2.0
38.459	0.772	pumps_demean	n/a	n/a	n/a	3.0
38.459	0.614	pumps_fixed_real_RT	n/a	n/a	n/a	n/a
41.875	0.772	explode_demean	n/a	n/a	2.833	n/a
48.093999999999994	0.772	pumps_demean	n/a	n/a	n/a	-2.0
48.093999999999994	0.747	pumps_fixed_real_RT	n/a	n/a	n/a	n/a
50.36600000000001	0.772	pumps_demean	n/a	n/a	n/a	-1.0
50.36600000000001	0.308	pumps_fixed_real_RT	n/a	n/a	n/a	n/a
52.575	0.772	pumps_demean	n/a	n/a	n/a	0.0
52.575	0.355	pumps_fixed_real_RT	n/a	n/a	n/a	n/a
54.691	0.366	pumps_fixed_real_RT	n/a	n/a	n/a	n/a
54.691	0.772	pumps_demean	n/a	n/a	n/a	1.0
57.723	0.772	pumps_demean	n/a	n/a	n/a	2.0
57.723	0.391	pumps_fixed_real_RT	n/a	n/a	n/a	n/a
60.886	0.772	explode_demean	n/a	n/a	0.833	n/a
