name	type	units	description	sampling_frequency	low_cutoff	high_cutoff	notch	software_filters	status
HLC0021-4408	HLU	m	Measured position of head and head coils	2400	n/a	n/a	n/a	n/a	good
HLC0022-4408	HLU	m	Measured position of head and head coils	2400	n/a	n/a	n/a	n/a	good
HLC0023-4408	HLU	m	Measured position of head and head coils	2400	n/a	n/a	n/a	n/a	good
HLC0031-4408	HLU	m	Measured position of head and head coils	2400	n/a	n/a	n/a	n/a	good
HLC0032-4408	HLU	m	Measured position of head and head coils	2400	n/a	n/a	n/a	n/a	good
HLC0033-4408	HLU	m	Measured position of head and head coils	2400	n/a	n/a	n/a	n/a	good
HLC0018-4408	FITERR	%	Fit error from each head localization coil	2400	n/a	n/a	n/a	n/a	good
HLC0028-4408	FITERR	%	Fit error from each head localization coil	2400	n/a	n/a	n/a	n/a	good
HLC0038-4408	FITERR	%	Fit error from each head localization coil	2400	n/a	n/a	n/a	n/a	good
HLC0014-4408	OTHER	n/a	Any other type of sensor not mentioned but still valid	2400	n/a	n/a	n/a	n/a	good
HLC0015-4408	OTHER	n/a	Any other type of sensor not mentioned but still valid	2400	n/a	n/a	n/a	n/a	good
HLC0016-4408	OTHER	n/a	Any other type of sensor not mentioned but still valid	2400	n/a	n/a	n/a	n/a	good
HLC0017-4408	OTHER	n/a	Any other type of sensor not mentioned but still valid	2400	n/a	n/a	n/a	n/a	good
HLC0024-4408	OTHER	n/a	Any other type of sensor not mentioned but still valid	2400	n/a	n/a	n/a	n/a	good
HLC0025-4408	OTHER	n/a	Any other type of sensor not mentioned but still valid	2400	n/a	n/a	n/a	n/a	good
HLC0026-4408	OTHER	n/a	Any other type of sensor not mentioned but still valid	2400	n/a	n/a	n/a	n/a	good
HLC0027-4408	OTHER	n/a	Any other type of sensor not mentioned but still valid	2400	n/a	n/a	n/a	n/a	good
HLC0034-4408	OTHER	n/a	Any other type of sensor not mentioned but still valid	2400	n/a	n/a	n/a	n/a	good
HLC0035-4408	OTHER	n/a	Any other type of sensor not mentioned but still valid	2400	n/a	n/a	n/a	n/a	good
HLC0036-4408	OTHER	n/a	Any other type of sensor not mentioned but still valid	2400	n/a	n/a	n/a	n/a	good
HLC0037-4408	OTHER	n/a	Any other type of sensor not mentioned but still valid	2400	n/a	n/a	n/a	n/a	good
