onset	duration	trial_type	value	sample
1.045	0.0	stim	2	1254
1.545	0.0	stim	2	1854
2.045	0.0	stim	2	2454
2.545	0.0	stim	2	3054
3.045	0.0	stim	2	3654
3.545	0.0	stim	2	4254
4.045	0.0	stim	2	4854
4.545	0.0	stim	2	5454
5.041666666666667	0.0	missingstim	1	6050
5.545	0.0	stim	2	6654
6.045	0.0	stim	2	7254
6.545	0.0	stim	2	7854
7.045	0.0	stim	2	8454
7.545	0.0	stim	2	9054
8.045	0.0	stim	2	9654
8.545	0.0	stim	2	10254
9.045	0.0	stim	2	10854
9.545	0.0	stim	2	11454
10.045	0.0	stim	2	12054
10.545	0.0	stim	2	12654
11.045	0.0	stim	2	13254
11.545	0.0	stim	2	13854
12.045	0.0	stim	2	14454
12.545	0.0	stim	2	15054
13.045	0.0	stim	2	15654
13.545	0.0	stim	2	16254
14.045	0.0	stim	2	16854
14.545	0.0	stim	2	17454
15.041666666666666	0.0	missingstim	1	18050
15.545	0.0	stim	2	18654
16.045	0.0	stim	2	19254
16.545	0.0	stim	2	19854
17.045	0.0	stim	2	20454
17.545	0.0	stim	2	21054
18.045	0.0	stim	2	21654
18.545	0.0	stim	2	22254
19.045	0.0	stim	2	22854
19.545	0.0	stim	2	23454
20.041666666666668	0.0	missingstim	1	24050
20.545	0.0	stim	2	24654
21.045	0.0	stim	2	25254
21.541666666666668	0.0	missingstim	1	25850
22.045	0.0	stim	2	26454
22.545	0.0	stim	2	27054
23.045	0.0	stim	2	27654
23.541666666666668	0.0	missingstim	1	28250
24.045	0.0	stim	2	28854
24.545	0.0	stim	2	29454
25.045	0.0	stim	2	30054
25.545	0.0	stim	2	30654
26.045	0.0	stim	2	31254
26.545	0.0	stim	2	31854
27.045	0.0	stim	2	32454
27.541666666666668	0.0	missingstim	1	33050
28.045	0.0	stim	2	33654
28.545	0.0	stim	2	34254
29.045	0.0	stim	2	34854
29.545	0.0	stim	2	35454
30.045	0.0	stim	2	36054
30.545	0.0	stim	2	36654
31.041666666666668	0.0	missingstim	1	37250
31.545	0.0	stim	2	37854
32.045	0.0	stim	2	38454
32.545	0.0	stim	2	39054
33.045	0.0	stim	2	39654
33.541666666666664	0.0	missingstim	1	40250
34.045	0.0	stim	2	40854
34.545	0.0	stim	2	41454
35.041666666666664	0.0	missingstim	1	42050
35.545	0.0	stim	2	42654
36.045	0.0	stim	2	43254
36.545	0.0	stim	2	43854
37.045	0.0	stim	2	44454
37.545	0.0	stim	2	45054
38.045	0.0	stim	2	45654
38.545	0.0	stim	2	46254
39.045	0.0	stim	2	46854
39.545	0.0	stim	2	47454
40.045	0.0	stim	2	48054
40.545	0.0	stim	2	48654
41.045	0.0	stim	2	49254
41.545	0.0	stim	2	49854
42.045	0.0	stim	2	50454
42.545	0.0	stim	2	51054
43.045833333333334	0.0	stim	2	51655
43.541666666666664	0.0	missingstim	1	52250
44.045833333333334	0.0	stim	2	52855
44.545833333333334	0.0	stim	2	53455
45.045833333333334	0.0	stim	2	54055
45.545833333333334	0.0	stim	2	54655
46.045833333333334	0.0	stim	2	55255
46.545833333333334	0.0	stim	2	55855
47.045833333333334	0.0	stim	2	56455
47.545833333333334	0.0	stim	2	57055
48.045833333333334	0.0	stim	2	57655
48.545833333333334	0.0	stim	2	58255
49.045833333333334	0.0	stim	2	58855
49.541666666666664	0.0	missingstim	1	59450
50.045833333333334	0.0	stim	2	60055
50.545833333333334	0.0	stim	2	60655
51.045833333333334	0.0	stim	2	61255
51.545833333333334	0.0	stim	2	61855
52.045833333333334	0.0	stim	2	62455
