onset	duration	trial_type	Object_Cond	Validity_Cond	Obj_Accuracy	Obj_Acc_RT	Subseq_Recog	Subseq_Recog_RT	Subseq_Source_Mem_Acc	Subseq_Source_Mem_Acc_RT
4.001	1.000	Valid Other Greeble Cue: valid cue where following stimulus was an untested or no response greeble	GRE	V	1	1.512	UT	UT	UT	UT
10.001	0.500	Valid Other Greeble: stimulus that was an untested or no response greeble and that followed a valid cue	GRE	V	1	1.512	UT	UT	UT	UT
12.066	1.000	Valid HC-Hit Cue: valid cue where following object was a subsequent high confidence hit	OBJ	V	1	0.864	HC-HIT	 1.2619	1	2.8374
16.066	0.500	Valid HC-Hit Obj: object that was a subsequent high confidence hit and that followed a valid cue	OBJ	V	1	0.864	HC-HIT	 1.2619	1	2.8374
18.057	1.000	Valid Miss Cue: valid cue where following object was a subsequent miss	OBJ	V	1	0.805	LC-MISS	 2.5337	UT	UT
22.057	0.500	Valid Miss Obj: object that was a subsequent miss and that followed a valid cue	OBJ	V	1	0.805	LC-MISS	 2.5337	UT	UT
26.056	1.000	Valid Other Greeble Cue: valid cue where following stimulus was an untested or no response greeble	GRE	V	1	1.104	UT	UT	UT	UT
32.056	0.500	Valid Other Greeble: stimulus that was an untested or no response greeble and that followed a valid cue	GRE	V	1	1.104	UT	UT	UT	UT
34.063	1.000	Valid Other Obj Cue: valid cue where following stimulus was an untested or no response object	OBJ	V	1	0.942	UT	UT	UT	UT
38.063	0.500	Valid Other Obj: stimulus that was an untested or no response object and that followed a valid cue	OBJ	V	1	0.942	UT	UT	UT	UT
40.058	1.000	Invalid HC-Hit Cue: invalid cue where following object was a subsequent high confidence hit	OBJ	NV	1	1.268	HC-HIT	 2.2409	1	3.4725
44.058	0.500	Invalid HC-Hit Obj: object that was a subsequent high confidence hit and that followed an invalid cue	OBJ	NV	1	1.268	HC-HIT	 2.2409	1	3.4725
48.056	1.000	Valid Other Greeble Cue: valid cue where following stimulus was an untested or no response greeble	GRE	V	1	0.929	UT	UT	UT	UT
50.056	0.500	Valid Other Greeble: stimulus that was an untested or no response greeble and that followed a valid cue	GRE	V	1	0.929	UT	UT	UT	UT
52.055	1.000	Valid Miss Cue: valid cue where following object was a subsequent miss	OBJ	V	1	1.158	LC-MISS	 1.6912	UT	UT
54.055	0.500	Valid Miss Obj: object that was a subsequent miss and that followed a valid cue	OBJ	V	1	1.158	LC-MISS	 1.6912	UT	UT
56.056	1.000	Valid Other Obj Cue: valid cue where following stimulus was an untested or no response object	OBJ	V	1	1.565	NR	NR	UT	UT
60.056	0.500	Valid Other Obj: stimulus that was an untested or no response object and that followed a valid cue	OBJ	V	1	1.565	NR	NR	UT	UT
62.054	1.000	Invalid Miss Cue: invalid cue where following object was a subsequent miss	OBJ	NV	1	1.067	LC-MISS	 2.9749	UT	UT
64.054	0.500	Invalid Miss Obj: object that was a subsequent miss and that followed an invalid cue	OBJ	NV	1	1.067	LC-MISS	 2.9749	UT	UT
68.060	1.000	Valid Other Greeble Cue: valid cue where following stimulus was an untested or no response greeble	GRE	V	1	1.086	UT	UT	UT	UT
74.060	0.500	Valid Other Greeble: stimulus that was an untested or no response greeble and that followed a valid cue	GRE	V	1	1.086	UT	UT	UT	UT
78.055	1.000	Valid Miss Cue: valid cue where following object was a subsequent miss	OBJ	V	1	1.221	LC-MISS	 2.7676	UT	UT
80.055	0.500	Valid Miss Obj: object that was a subsequent miss and that followed a valid cue	OBJ	V	1	1.221	LC-MISS	 2.7676	UT	UT
84.061	1.000	Valid HC-Hit Cue: valid cue where following object was a subsequent high confidence hit	OBJ	V	1	1.122	HC-HIT	 1.3815	1	1.813
88.061	0.500	Valid HC-Hit Obj: object that was a subsequent high confidence hit and that followed a valid cue	OBJ	V	1	1.122	HC-HIT	 1.3815	1	1.813
92.074	1.000	Valid Other Obj Cue: valid cue where following stimulus was an untested or no response object	OBJ	V	1	0.934	UT	UT	UT	UT
98.074	0.500	Valid Other Obj: stimulus that was an untested or no response object and that followed a valid cue	OBJ	V	1	0.934	UT	UT	UT	UT
100.055	1.000	Valid Miss Cue: valid cue where following object was a subsequent miss	OBJ	V	1	1.018	LC-MISS	  2.469	UT	UT
106.055	0.500	Valid Miss Obj: object that was a subsequent miss and that followed a valid cue	OBJ	V	1	1.018	LC-MISS	  2.469	UT	UT
108.058	1.000	Valid Other Greeble Cue: valid cue where following stimulus was an untested or no response greeble	GRE	V	1	1.238	UT	UT	UT	UT
114.058	0.500	Valid Other Greeble: stimulus that was an untested or no response greeble and that followed a valid cue	GRE	V	1	1.238	UT	UT	UT	UT
116.042	1.000	Invalid LC-Hit Cue: invalid cue where following object was a subsequent low confidence hit	OBJ	NV	1	0.972	LC-HIT	 2.0804	1	1.3552
120.042	0.500	Invalid LC-Hit Obj: object that was a subsequent low confidence hit and that followed an invalid cue	OBJ	NV	1	0.972	LC-HIT	 2.0804	1	1.3552
122.055	1.000	Valid Miss Cue: valid cue where following object was a subsequent miss	OBJ	V	1	1.060	LC-MISS	 3.8337	UT	UT
124.055	0.500	Valid Miss Obj: object that was a subsequent miss and that followed a valid cue	OBJ	V	1	1.060	LC-MISS	 3.8337	UT	UT
128.055	1.000	Valid HC-Hit Cue: valid cue where following object was a subsequent high confidence hit	OBJ	V	1	0.999	HC-HIT	  3.173	1	1.3844
134.055	0.500	Valid HC-Hit Obj: object that was a subsequent high confidence hit and that followed a valid cue	OBJ	V	1	0.999	HC-HIT	  3.173	1	1.3844
136.053	1.000	Valid HC-Hit Cue: valid cue where following object was a subsequent high confidence hit	OBJ	V	1	1.052	HC-HIT	 1.6233	1	0.536
140.053	0.500	Valid HC-Hit Obj: object that was a subsequent high confidence hit and that followed a valid cue	OBJ	V	1	1.052	HC-HIT	 1.6233	1	0.536
142.057	1.000	Valid Other Greeble Cue: valid cue where following stimulus was an untested or no response greeble	GRE	V	1	0.976	UT	UT	UT	UT
148.057	0.500	Valid Other Greeble: stimulus that was an untested or no response greeble and that followed a valid cue	GRE	V	1	0.976	UT	UT	UT	UT
150.057	1.000	Valid Other Obj Cue: valid cue where following stimulus was an untested or no response object	OBJ	V	1	0.918	UT	UT	UT	UT
156.057	0.500	Valid Other Obj: stimulus that was an untested or no response object and that followed a valid cue	OBJ	V	1	0.918	UT	UT	UT	UT
158.054	1.000	Valid Miss Cue: valid cue where following object was a subsequent miss	OBJ	V	1	1.420	LC-MISS	 2.8834	UT	UT
160.054	0.500	Valid Miss Obj: object that was a subsequent miss and that followed a valid cue	OBJ	V	1	1.420	LC-MISS	 2.8834	UT	UT
162.057	1.000	Invalid Miss Cue: invalid cue where following object was a subsequent miss	OBJ	NV	1	0.905	LC-MISS	  1.603	UT	UT
168.057	0.500	Invalid Miss Obj: object that was a subsequent miss and that followed an invalid cue	OBJ	NV	1	0.905	LC-MISS	  1.603	UT	UT
172.058	1.000	Valid HC-Hit Cue: valid cue where following object was a subsequent high confidence hit	OBJ	V	1	1.223	HC-HIT	 1.3495	1	0.71569
176.058	0.500	Valid HC-Hit Obj: object that was a subsequent high confidence hit and that followed a valid cue	OBJ	V	1	1.223	HC-HIT	 1.3495	1	0.71569
178.055	1.000	Valid Other Greeble Cue: valid cue where following stimulus was an untested or no response greeble	GRE	V	1	1.348	UT	UT	UT	UT
180.055	0.500	Valid Other Greeble: stimulus that was an untested or no response greeble and that followed a valid cue	GRE	V	1	1.348	UT	UT	UT	UT
182.055	1.000	Valid LC-Hit Cue: valid cue where following object was a subsequent low confidence hit	OBJ	V	1	1.481	LC-HIT	 2.4009	0	2.6735
184.055	0.500	Valid LC-Hit Obj: object that was a subsequent low confidence hit and that followed a valid cue	OBJ	V	1	1.481	LC-HIT	 2.4009	0	2.6735
186.056	1.000	Valid Other Obj Cue: valid cue where following stimulus was an untested or no response object	OBJ	V	1	1.120	UT	UT	UT	UT
192.056	0.500	Valid Other Obj: stimulus that was an untested or no response object and that followed a valid cue	OBJ	V	1	1.120	UT	UT	UT	UT
194.042	1.000	Invalid Other Greeble Cue: invalid cue where following stimulus was an untested or no response greeble	GRE	NV	1	1.149	UT	UT	UT	UT
198.042	0.500	Invalid Other Greeble: stimulus that was an untested or no response greeble and that followed a invalid cue	GRE	NV	1	1.149	UT	UT	UT	UT
200.058	1.000	Valid Miss Cue: valid cue where following object was a subsequent miss	OBJ	V	1	1.307	LC-MISS	 1.8087	UT	UT
204.058	0.500	Valid Miss Obj: object that was a subsequent miss and that followed a valid cue	OBJ	V	1	1.307	LC-MISS	 1.8087	UT	UT
206.056	1.000	Valid HC-Hit Cue: valid cue where following object was a subsequent high confidence hit	OBJ	V	1	0.999	HC-HIT	 2.8202	1	4.4836
208.056	0.500	Valid HC-Hit Obj: object that was a subsequent high confidence hit and that followed a valid cue	OBJ	V	1	0.999	HC-HIT	 2.8202	1	4.4836
210.063	1.000	Invalid Miss Cue: invalid cue where following object was a subsequent miss	OBJ	NV	1	1.871	LC-MISS	 1.6839	UT	UT
214.063	0.500	Invalid Miss Obj: object that was a subsequent miss and that followed an invalid cue	OBJ	NV	1	1.871	LC-MISS	 1.6839	UT	UT
216.054	1.000	Valid Miss Cue: valid cue where following object was a subsequent miss	OBJ	V	1	1.532	LC-MISS	 2.5638	UT	UT
218.054	0.500	Valid Miss Obj: object that was a subsequent miss and that followed a valid cue	OBJ	V	1	1.532	LC-MISS	 2.5638	UT	UT
220.056	1.000	Valid Other Greeble Cue: valid cue where following stimulus was an untested or no response greeble	GRE	V	1	1.049	UT	UT	UT	UT
224.056	0.500	Valid Other Greeble: stimulus that was an untested or no response greeble and that followed a valid cue	GRE	V	1	1.049	UT	UT	UT	UT
226.054	1.000	Valid Miss Cue: valid cue where following object was a subsequent miss	OBJ	V	1	1.614	LC-MISS	  3.354	UT	UT
232.054	0.500	Valid Miss Obj: object that was a subsequent miss and that followed a valid cue	OBJ	V	1	1.614	LC-MISS	  3.354	UT	UT
234.057	1.000	Valid Miss Cue: valid cue where following object was a subsequent miss	OBJ	V	1	1.116	LC-MISS	 2.1919	UT	UT
238.057	0.500	Valid Miss Obj: object that was a subsequent miss and that followed a valid cue	OBJ	V	1	1.116	LC-MISS	 2.1919	UT	UT
240.054	1.000	Valid LC-Hit Cue: valid cue where following object was a subsequent low confidence hit	OBJ	V	1	1.643	LC-HIT	 2.7785	1	0.63226
242.054	0.500	Valid LC-Hit Obj: object that was a subsequent low confidence hit and that followed a valid cue	OBJ	V	1	1.643	LC-HIT	 2.7785	1	0.63226
244.055	1.000	Valid Other Greeble Cue: valid cue where following stimulus was an untested or no response greeble	GRE	V	1	1.298	UT	UT	UT	UT
246.055	0.500	Valid Other Greeble: stimulus that was an untested or no response greeble and that followed a valid cue	GRE	V	1	1.298	UT	UT	UT	UT
248.058	1.000	Valid LC-Hit Cue: valid cue where following object was a subsequent low confidence hit	OBJ	V	1	1.100	LC-HIT	 2.7185	0	0.35146
254.058	0.500	Valid LC-Hit Obj: object that was a subsequent low confidence hit and that followed a valid cue	OBJ	V	1	1.100	LC-HIT	 2.7185	0	0.35146
256.053	1.000	Invalid Miss Cue: invalid cue where following object was a subsequent miss	OBJ	NV	1	1.300	LC-MISS	  1.353	UT	UT
258.053	0.500	Invalid Miss Obj: object that was a subsequent miss and that followed an invalid cue	OBJ	NV	1	1.300	LC-MISS	  1.353	UT	UT
264.056	1.000	Valid Other Obj Cue: valid cue where following stimulus was an untested or no response object	OBJ	V	1	1.144	UT	UT	UT	UT
266.056	0.500	Valid Other Obj: stimulus that was an untested or no response object and that followed a valid cue	OBJ	V	1	1.144	UT	UT	UT	UT
268.057	1.000	Valid Miss Cue: valid cue where following object was a subsequent miss	OBJ	V	1	1.046	LC-MISS	 2.6339	UT	UT
270.057	0.500	Valid Miss Obj: object that was a subsequent miss and that followed a valid cue	OBJ	V	1	1.046	LC-MISS	 2.6339	UT	UT
272.056	1.000	Valid Other Greeble Cue: valid cue where following stimulus was an untested or no response greeble	GRE	V	1	1.053	UT	UT	UT	UT
274.056	0.500	Valid Other Greeble: stimulus that was an untested or no response greeble and that followed a valid cue	GRE	V	1	1.053	UT	UT	UT	UT
276.062	1.000	Valid HC-Hit Cue: valid cue where following object was a subsequent high confidence hit	OBJ	V	1	1.027	HC-HIT	 2.1352	0	0.56013
282.062	0.500	Valid HC-Hit Obj: object that was a subsequent high confidence hit and that followed a valid cue	OBJ	V	1	1.027	HC-HIT	 2.1352	0	0.56013
286.056	1.000	Invalid Miss Cue: invalid cue where following object was a subsequent miss	OBJ	NV	1	1.175	LC-MISS	 1.7122	UT	UT
292.056	0.500	Invalid Miss Obj: object that was a subsequent miss and that followed an invalid cue	OBJ	NV	1	1.175	LC-MISS	 1.7122	UT	UT
294.062	1.000	Valid Other Greeble Cue: valid cue where following stimulus was an untested or no response greeble	GRE	V	1	1.043	UT	UT	UT	UT
300.062	0.500	Valid Other Greeble: stimulus that was an untested or no response greeble and that followed a valid cue	GRE	V	1	1.043	UT	UT	UT	UT
304.057	1.000	Valid Miss Cue: valid cue where following object was a subsequent miss	OBJ	V	1	0.952	LC-MISS	 2.2536	UT	UT
308.057	0.500	Valid Miss Obj: object that was a subsequent miss and that followed a valid cue	OBJ	V	1	0.952	LC-MISS	 2.2536	UT	UT
310.056	1.000	Valid Other Greeble Cue: valid cue where following stimulus was an untested or no response greeble	GRE	V	1	0.964	UT	UT	UT	UT
312.056	0.500	Valid Other Greeble: stimulus that was an untested or no response greeble and that followed a valid cue	GRE	V	1	0.964	UT	UT	UT	UT
314.055	1.000	Valid Miss Cue: valid cue where following object was a subsequent miss	OBJ	V	1	0.803	LC-MISS	 2.8082	UT	UT
320.055	0.500	Valid Miss Obj: object that was a subsequent miss and that followed a valid cue	OBJ	V	1	0.803	LC-MISS	 2.8082	UT	UT
322.055	1.000	Invalid Other Greeble Cue: invalid cue where following stimulus was an untested or no response greeble	GRE	NV	1	1.024	UT	UT	UT	UT
324.055	0.500	Invalid Other Greeble: stimulus that was an untested or no response greeble and that followed a invalid cue	GRE	NV	1	1.024	UT	UT	UT	UT
326.055	1.000	Invalid Miss Cue: invalid cue where following object was a subsequent miss	OBJ	NV	1	1.111	LC-MISS	 2.2109	UT	UT
328.055	0.500	Invalid Miss Obj: object that was a subsequent miss and that followed an invalid cue	OBJ	NV	1	1.111	LC-MISS	 2.2109	UT	UT
330.057	1.000	Valid Other Greeble Cue: valid cue where following stimulus was an untested or no response greeble	GRE	V	1	1.436	UT	UT	UT	UT
