name	x	y	z
EEG001	-0.0406054	-0.0772668	0.0384749
EEG002	0.000124868	0.105278	0.0375927
EEG003	0.0452382	-0.077501	0.0381889
EEG004	-0.0469021	0.0795839	0.032725
EEG005	-0.0290945	0.0937184	0.0556641
EEG006	0.00292368	0.101534	0.0687887
EEG007	0.0357245	0.0940649	0.0594392
EEG008	0.0521771	0.0809585	0.0309147
EEG009	-0.0589745	0.056027	0.0366432
EEG010	-0.052242	0.066517	0.0574068
EEG011	-0.0416343	0.0730057	0.0757156
EEG012	-0.0222329	0.0797133	0.0917761
EEG013	0.00335487	0.077747	0.100042
EEG014	0.0280407	0.0742456	0.0966866
EEG015	0.0485843	0.070498	0.0817054
EEG016	0.0611865	0.066128	0.0598131
EEG017	0.0660609	0.0535092	0.0370679
EEG018	-0.0649115	0.0231593	0.0118667
EEG019	-0.0669266	0.0327387	0.0415392
EEG020	-0.0617015	0.0420087	0.0670755
EEG021	-0.0495225	0.0469103	0.0917879
EEG022	-0.0262103	0.0508394	0.108051
EEG023	0.00172546	0.0514091	0.117113
EEG024	0.0316491	0.0464899	0.112818
EEG025	0.0559632	0.0444204	0.0970211
EEG026	0.0708177	0.0378896	0.0707855
EEG027	0.0754427	0.0301076	0.0451703
EEG028	0.0706266	0.0244607	0.0132598
EEG029	-0.0693359	0.00360948	0.0129782
EEG030	-0.070673	0.00329277	0.0465342
EEG031	-0.0656827	0.0140508	0.0781271
EEG032	-0.0512533	0.0192255	0.103354
EEG033	-0.0289319	0.0234905	0.119948
EEG034	0.00326613	0.0162843	0.130877
EEG035	0.0344188	0.0185074	0.121031
EEG036	0.0578067	0.0143408	0.107793
EEG037	0.0754092	0.00979446	0.0819536
EEG038	0.0789783	0.00179949	0.0524349
EEG039	0.0737285	0.00495623	0.01726
EEG040	-0.0652698	-0.0346232	0.0248988
EEG041	-0.0681524	-0.0241754	0.0538958
EEG042	-0.065979	-0.0171555	0.0865111
EEG043	-0.0510745	-0.0121062	0.11115
EEG044	-0.0294941	-0.00955795	0.125967
EEG045	0.000593446	-0.0147909	0.133957
EEG046	0.0332337	-0.0126212	0.12757
EEG047	0.0595212	-0.0161879	0.113869
EEG048	0.0738206	-0.0203168	0.0881761
EEG049	0.0758408	-0.0291164	0.0562698
EEG050	0.0731904	-0.0357327	0.02608
EEG051	-0.0560468	-0.057698	0.0318682
EEG052	-0.0599553	-0.0493118	0.065142
EEG053	-0.0557971	-0.0471161	0.0893982
EEG054	-0.0422444	-0.0456696	0.110035
EEG055	-0.0209899	-0.0384715	0.121016
EEG056	0.00269888	-0.0444368	0.126323
EEG057	0.029421	-0.0403305	0.123716
EEG058	0.0490146	-0.045119	0.110904
EEG059	0.0623094	-0.0489231	0.088558
EEG060	0.0646795	-0.0524173	0.0646682
EEG065	0.0626425	-0.058482	0.0306982
EEG066	-0.0460996	-0.069512	0.0719939
EEG067	-0.0280824	-0.0683874	0.0978806
EEG068	0.00126199	-0.0711126	0.103781
EEG069	0.034786	-0.069222	0.0968998
EEG070	0.0476513	-0.0724768	0.071028
EEG071	-0.0247549	-0.0827214	0.0758361
EEG072	0.000641614	-0.0869058	0.0747513
EEG073	0.0272218	-0.0830299	0.0741253
EEG074	0.00269589	-0.0914169	0.040972
