onset	duration	circle_duration	stim_type	trigger	button_pushed	response_time	stim_file
0	.868	.541	UNFAMILIAR	13	4	.815	func/u095.bmp
3.14	.968	.513	UNFAMILIAR	13	7	.697	func/u085.bmp
6.464	.819	.497	UNFAMILIAR	14	7	.748	func/u085.bmp
9.554	.815	.505	FAMOUS	5	7	.853	func/f089.bmp
12.695	.845	.556	SCRAMBLED	17	4	.750	func/s090.bmp
15.852	.864	.547	SCRAMBLED	18	4	.650	func/s090.bmp
19.025	.941	.549	UNFAMILIAR	13	7	1.001	func/u094.bmp
22.149	.927	.409	FAMOUS	5	7	.980	func/f092.bmp
25.339	.958	.489	FAMOUS	6	7	.695	func/f092.bmp
28.648	.931	.585	UNFAMILIAR	15	4	.777	func/u095.bmp
31.319	20.000	20.000	n/a	999	20000	20.000	func/i999.bmp
51.882	.805	.532	UNFAMILIAR	13	4	1.112	func/u086.bmp
54.955	.970	.498	UNFAMILIAR	14	4	.634	func/u086.bmp
58.229	.822	.550	UNFAMILIAR	13	4	.812	func/u090.bmp
61.269	.817	.438	UNFAMILIAR	14	4	.625	func/u090.bmp
64.426	.807	.576	FAMOUS	7	7	.816	func/f089.bmp
67.45	.818	.441	SCRAMBLED	17	4	.707	func/s095.bmp
70.54	.930	.510	SCRAMBLED	18	4	.686	func/s095.bmp
73.78	.888	.538	SCRAMBLED	17	4	.675	func/s091.bmp
76.989	.944	.552	UNFAMILIAR	15	7	.686	func/u094.bmp
80.228	.992	.531	UNFAMILIAR	13	4	1.036	func/u092.bmp
83.552	.804	.563	UNFAMILIAR	13	7	1.226	func/u087.bmp
86.626	.982	.492	UNFAMILIAR	13	4	.737	func/u084.bmp
89.816	.871	.450	SCRAMBLED	17	7	1.085	func/s082.bmp
93.023	.857	.556	SCRAMBLED	18	7	.800	func/s082.bmp
96.247	.889	.593	SCRAMBLED	17	4	.986	func/s092.bmp
99.321	.996	.409	SCRAMBLED	18	4	.657	func/s092.bmp
102.528	.817	.441	SCRAMBLED	19	4	.745	func/s091.bmp
105.585	.816	.483	SCRAMBLED	17	4	.660	func/s086.bmp
108.725	.983	.552	UNFAMILIAR	15	7	.982	func/u092.bmp
111.448	20.000	20.000	n/a	999	20000	20.000	func/i999.bmp
132.043	.815	.563	SCRAMBLED	17	4	.737	func/s088.bmp
135.117	.962	.490	UNFAMILIAR	15	7	.840	func/u087.bmp
138.257	.929	.416	SCRAMBLED	17	4	1.336	func/s087.bmp
141.515	.864	.567	SCRAMBLED	18	4	.926	func/s087.bmp
144.672	.811	.529	UNFAMILIAR	15	4	.890	func/u084.bmp
147.712	.914	.453	FAMOUS	5	n/a	0	func/f097.bmp
150.986	.820	.600	FAMOUS	6	7	1.430	func/f097.bmp
154.126	.823	.558	FAMOUS	5	7	1.435	func/f090.bmp
157.25	.978	.527	FAMOUS	6	7	1.018	func/f090.bmp
160.473	.839	.482	UNFAMILIAR	13	7	.943	func/u097.bmp
163.614	.848	.519	UNFAMILIAR	14	7	.811	func/u097.bmp
166.787	.975	.565	SCRAMBLED	19	4	.712	func/s086.bmp
170.045	.950	.511	SCRAMBLED	17	4	.750	func/s089.bmp
173.285	.965	.533	SCRAMBLED	18	4	.854	func/s089.bmp
176.509	.921	.486	SCRAMBLED	19	4	.668	func/s088.bmp
179.649	.896	.439	FAMOUS	5	7	1.538	func/f083.bmp
182.723	.818	.415	UNFAMILIAR	13	4	1.309	func/u096.bmp
185.714	.901	.418	FAMOUS	5	7	1.817	func/f095.bmp
188.352	20.000	20.000	n/a	999	20000	20.000	func/i999.bmp
208.965	.988	.571	FAMOUS	5	4	.945	func/f094.bmp
212.272	.990	.550	FAMOUS	6	4	.660	func/f094.bmp
215.613	.969	.573	FAMOUS	5	7	.976	func/f093.bmp
218.77	.819	.433	FAMOUS	5	7	1.165	func/f085.bmp
