onset	duration	circle_duration	stim_type	trigger	button_pushed	response_time	stim_file
0	.906	.404	SCRAMBLED	17	n/a	0	func/s056.bmp
3.14	.801	.454	FAMOUS	5	7	.781	func/f059.bmp
6.214	.963	.402	FAMOUS	6	7	.742	func/f059.bmp
9.521	.963	.580	UNFAMILIAR	13	7	.636	func/u064.bmp
12.795	.869	.548	UNFAMILIAR	14	7	.520	func/u064.bmp
15.935	.890	.516	FAMOUS	5	4	1.042	func/f058.bmp
19.026	.914	.424	SCRAMBLED	17	4	.734	func/s059.bmp
22.132	.835	.426	FAMOUS	5	7	.771	func/f057.bmp
25.239	.951	.508	SCRAMBLED	19	4	.880	func/s056.bmp
27.929	20.000	20.000	n/a	999	20000	20.000	func/i999.bmp
48.491	.922	.527	SCRAMBLED	17	4	1.105	func/s050.bmp
51.682	.806	.494	SCRAMBLED	18	4	.936	func/s050.bmp
54.805	.852	.540	SCRAMBLED	17	4	1.634	func/s054.bmp
57.962	.995	.539	FAMOUS	5	4	1.518	func/f055.bmp
61.236	.836	.517	FAMOUS	7	4	.784	func/f058.bmp
64.243	.818	.417	SCRAMBLED	17	7	1.235	func/s052.bmp
67.35	.841	.519	SCRAMBLED	19	4	1.504	func/s059.bmp
70.44	.997	.482	SCRAMBLED	17	4	1.137	func/s062.bmp
73.68	.831	.477	SCRAMBLED	18	4	.720	func/s062.bmp
76.771	.869	.491	FAMOUS	7	7	.680	func/f057.bmp
79.928	.957	.519	UNFAMILIAR	13	4	1.096	func/u061.bmp
83.185	.844	.527	UNFAMILIAR	14	4	.786	func/u061.bmp
86.225	.801	.426	UNFAMILIAR	13	4	1.349	func/u054.bmp
89.315	.918	.518	UNFAMILIAR	14	4	.756	func/u054.bmp
92.422	.895	.418	SCRAMBLED	19	4	.844	func/s054.bmp
95.679	.837	.593	UNFAMILIAR	13	4	1.654	func/u058.bmp
98.786	.918	.495	FAMOUS	7	4	1.156	func/f055.bmp
101.877	.828	.404	SCRAMBLED	17	4	1.574	func/s060.bmp
105.05	.800	.575	SCRAMBLED	18	7	.996	func/s060.bmp
108.057	.899	.446	SCRAMBLED	19	4	.886	func/s052.bmp
110.696	20.000	20.000	n/a	999	20000	20.000	func/i999.bmp
131.158	.891	.432	UNFAMILIAR	13	4	.830	func/u056.bmp
134.265	.856	.442	UNFAMILIAR	14	4	.693	func/u056.bmp
137.305	.948	.405	FAMOUS	5	4	.810	func/f056.bmp
140.596	.942	.571	FAMOUS	6	4	.817	func/f056.bmp
143.903	.870	.597	UNFAMILIAR	13	4	1.374	func/u055.bmp
147.144	.932	.589	UNFAMILIAR	13	4	.789	func/u062.bmp
150.384	.864	.550	UNFAMILIAR	14	4	.769	func/u062.bmp
153.542	.975	.520	UNFAMILIAR	15	4	.876	func/u058.bmp
156.849	.998	.557	FAMOUS	5	4	1.369	func/f050.bmp
160.089	.904	.474	FAMOUS	6	4	.936	func/f050.bmp
163.213	.960	.447	FAMOUS	5	7	.869	func/f054.bmp
166.437	.887	.499	FAMOUS	6	7	.432	func/f054.bmp
169.661	.818	.566	FAMOUS	5	7	.676	func/f062.bmp
172.718	.965	.473	SCRAMBLED	17	4	1.912	func/s064.bmp
175.875	.830	.423	SCRAMBLED	18	7	1.697	func/s064.bmp
179.015	.961	.539	UNFAMILIAR	15	4	1.359	func/u055.bmp
182.306	.873	.557	FAMOUS	5	4	1.467	func/f049.bmp
185.446	.885	.488	FAMOUS	6	4	1.247	func/f049.bmp
188.586	.858	.494	SCRAMBLED	17	4	1.603	func/s058.bmp
191.192	20.000	20.000	n/a	999	20000	20.000	func/i999.bmp
211.721	.922	.495	SCRAMBLED	17	4	1.356	func/s049.bmp
214.845	.906	.424	UNFAMILIAR	13	4	1.306	func/u057.bmp
217.985	.819	.464	FAMOUS	7	4	1.603	func/f062.bmp
221.075	.855	.515	UNFAMILIAR	13	7	1.145	func/u053.bmp
224.199	.935	.500	UNFAMILIAR	13	4	1.330	func/u063.bmp
227.473	.981	.583	UNFAMILIAR	13	4	1.838	func/u050.bmp
230.83	.810	.557	UNFAMILIAR	14	4	.852	func/u050.bmp
233.854	.920	.448	SCRAMBLED	19	4	.907	func/s058.bmp
237.027	.817	.487	FAMOUS	5	7	1.123	func/f051.bmp
240.168	.863	.565	FAMOUS	6	7	.877	func/f051.bmp
243.341	.932	.538	SCRAMBLED	19	n/a	0	func/s049.bmp
246.565	.872	.523	FAMOUS	5	7	.770	func/f053.bmp
249.639	.896	.419	UNFAMILIAR	15	4	.935	func/u057.bmp
252.712	.837	.407	UNFAMILIAR	13	4	1.020	func/u059.bmp
255.819	.837	.500	UNFAMILIAR	14	4	.988	func/u059.bmp
258.993	.853	.554	UNFAMILIAR	15	7	.805	func/u053.bmp
262.05	.850	.429	FAMOUS	5	7	1.850	func/f061.bmp
