onset	duration	circle_duration	stim_type	trigger	button_pushed	response_time	stim_file
0	.897	.596	UNFAMILIAR	13	4	.849	func/u020.bmp
3.207	.895	.549	UNFAMILIAR	14	4	.729	func/u020.bmp
6.514	.959	.547	SCRAMBLED	17	7	1.197	func/s030.bmp
9.738	.850	.495	SCRAMBLED	18	7	.695	func/s030.bmp
12.895	.988	.548	FAMOUS	5	4	1.075	func/f027.bmp
16.169	.863	.503	SCRAMBLED	17	7	.814	func/s028.bmp
19.376	.806	.571	SCRAMBLED	18	4	.882	func/s028.bmp
22.5	.877	.541	FAMOUS	5	4	1.550	func/f022.bmp
25.673	.881	.533	FAMOUS	6	4	.728	func/f022.bmp
28.797	.882	.478	UNFAMILIAR	13	4	.867	func/u030.bmp
31.42	20.000	20.000	n/a	999	20000	20.000	func/i999.bmp
51.965	.829	.514	SCRAMBLED	17	4	.905	func/s024.bmp
55.022	.941	.455	SCRAMBLED	18	4	.801	func/s024.bmp
58.279	.855	.549	FAMOUS	5	7	.937	func/f025.bmp
61.42	.979	.512	FAMOUS	7	7	1.030	func/f027.bmp
64.694	.914	.531	FAMOUS	5	4	.957	func/f023.bmp
67.785	.827	.418	SCRAMBLED	17	4	.964	func/s017.bmp
70.841	.886	.461	FAMOUS	5	4	1.151	func/f029.bmp
74.014	.872	.526	UNFAMILIAR	15	4	.902	func/u030.bmp
77.238	.850	.571	SCRAMBLED	17	4	1.035	func/s021.bmp
80.345	.850	.487	SCRAMBLED	17	4	.775	func/s027.bmp
83.519	.889	.560	FAMOUS	7	7	.780	func/f025.bmp
86.676	.852	.489	UNFAMILIAR	13	4	.947	func/u022.bmp
89.8	.850	.515	UNFAMILIAR	14	4	.725	func/u022.bmp
92.99	.961	.573	FAMOUS	7	4	.971	func/f023.bmp
96.13	.987	.416	UNFAMILIAR	13	4	.969	func/u028.bmp
99.388	.894	.494	UNFAMILIAR	14	4	.736	func/u028.bmp
102.645	.811	.587	SCRAMBLED	19	4	1.218	func/s017.bmp
105.802	.872	.574	SCRAMBLED	17	4	1.184	func/s029.bmp
108.976	.816	.521	SCRAMBLED	18	4	.745	func/s029.bmp
112.149	.804	.596	FAMOUS	7	4	.965	func/f029.bmp
114.705	20.000	20.000	n/a	999	20000	20.000	func/i999.bmp
135.184	.872	.441	FAMOUS	5	7	1.383	func/f020.bmp
138.374	.852	.545	FAMOUS	6	7	.775	func/f020.bmp
141.565	.919	.574	SCRAMBLED	19	4	1.347	func/s021.bmp
144.789	.819	.539	FAMOUS	5	4	1.466	func/f028.bmp
147.913	.937	.551	FAMOUS	6	4	.799	func/f028.bmp
151.203	1.000	.573	SCRAMBLED	19	7	1.140	func/s027.bmp
154.393	.812	.426	UNFAMILIAR	13	4	1.521	func/u032.bmp
157.45	.957	.483	UNFAMILIAR	14	4	.878	func/u032.bmp
160.724	.806	.539	UNFAMILIAR	13	4	1.257	func/u027.bmp
163.831	.872	.522	FAMOUS	5	7	1.455	func/f017.bmp
166.888	.988	.407	FAMOUS	6	7	.636	func/f017.bmp
170.212	.957	.565	UNFAMILIAR	13	4	1.203	func/u025.bmp
173.452	.852	.503	UNFAMILIAR	14	4	.886	func/u025.bmp
176.559	.833	.500	SCRAMBLED	17	4	.938	func/s022.bmp
179.716	.821	.566	SCRAMBLED	17	4	.959	func/s032.bmp
182.756	.856	.442	SCRAMBLED	18	4	.719	func/s032.bmp
185.847	.975	.465	UNFAMILIAR	13	7	.802	func/u019.bmp
189.121	.981	.526	UNFAMILIAR	15	4	1.083	func/u027.bmp
191.843	20.000	20.000	n/a	999	20000	20.000	func/i999.bmp
212.456	.974	.582	FAMOUS	5	4	1.198	func/f026.bmp
215.697	.967	.501	UNFAMILIAR	13	4	1.204	func/u026.bmp
218.92	.808	.494	FAMOUS	5	4	1.155	func/f031.bmp
221.927	.849	.425	FAMOUS	6	7	.660	func/f031.bmp
224.984	.881	.445	SCRAMBLED	19	4	.922	func/s022.bmp
228.091	.855	.460	UNFAMILIAR	13	4	.902	func/u017.bmp
231.348	.954	.559	UNFAMILIAR	13	4	.935	func/u021.bmp
234.488	.944	.401	UNFAMILIAR	15	7	.939	func/u019.bmp
237.745	.992	.537	SCRAMBLED	17	4	.877	func/s018.bmp
240.953	.978	.442	FAMOUS	7	4	1.002	func/f026.bmp
244.21	.916	.503	FAMOUS	5	4	1.380	func/f024.bmp
247.434	.843	.541	FAMOUS	6	4	.822	func/f024.bmp
250.524	.961	.481	UNFAMILIAR	15	4	.859	func/u026.bmp
253.848	.848	.587	SCRAMBLED	17	4	.701	func/s031.bmp
257.038	.987	.574	UNFAMILIAR	13	4	1.054	func/u018.bmp
260.229	.952	.429	UNFAMILIAR	14	4	.892	func/u018.bmp
263.487	.916	.551	UNFAMILIAR	15	4	1.199	func/u017.bmp
266.694	.971	.534	FAMOUS	5	7	1.051	func/f018.bmp
269.917	.878	.480	UNFAMILIAR	15	4	1.092	func/u021.bmp
272.54	20.000	20.000	n/a	999	20000	20.000	func/i999.bmp
292.968	.845	.400	SCRAMBLED	17	4	1.102	func/s020.bmp
296.159	.942	.576	SCRAMBLED	19	4	.715	func/s018.bmp
299.349	.921	.473	UNFAMILIAR	13	4	1.316	func/u023.bmp
302.59	.926	.539	SCRAMBLED	17	4	.809	func/s023.bmp
305.713	.881	.423	SCRAMBLED	18	4	.734	func/s023.bmp
308.887	.874	.532	SCRAMBLED	19	4	.684	func/s031.bmp
312.027	.818	.498	FAMOUS	5	7	.789	func/f019.bmp
315.168	.802	.556	SCRAMBLED	17	4	.879	func/s019.bmp
318.141	.983	.406	FAMOUS	7	4	1.019	func/f018.bmp
321.432	.910	.551	FAMOUS	5	7	.812	func/f030.bmp
324.555	.817	.448	FAMOUS	6	7	.978	func/f030.bmp
327.662	.952	.525	SCRAMBLED	19	4	1.097	func/s020.bmp
330.819	.829	.449	UNFAMILIAR	13	4	1.225	func/u024.bmp
333.893	.815	.480	UNFAMILIAR	14	4	.814	func/u024.bmp
336.95	.961	.469	UNFAMILIAR	15	7	.956	func/u023.bmp
340.223	.864	.540	SCRAMBLED	17	n/a	0	func/s025.bmp
343.264	.951	.411	SCRAMBLED	18	4	.822	func/s025.bmp
346.404	.899	.428	SCRAMBLED	17	4	.935	func/s026.bmp
349.544	.864	.482	SCRAMBLED	18	4	1.042	func/s026.bmp
352.701	.928	.523	FAMOUS	7	7	.866	func/f019.bmp
355.374	20.000	20.000	n/a	999	20000	20.000	func/i999.bmp
375.819	.910	.412	FAMOUS	5	7	.897	func/f032.bmp
378.96	.920	.462	FAMOUS	6	7	.738	func/f032.bmp
382.05	.813	.416	SCRAMBLED	19	4	.794	func/s019.bmp
385.073	.935	.439	UNFAMILIAR	13	4	.884	func/u031.bmp
388.331	.944	.551	UNFAMILIAR	13	4	1.183	func/u029.bmp
391.455	.988	.417	FAMOUS	5	7	.869	func/f021.bmp
394.711	.912	.498	FAMOUS	6	7	1.200	func/f021.bmp
397.401	.012	0	n/a	999	0	0	func/Circle.bmp
