onset	duration	trial_type	trial_phase	trial_num	filt_type	noise_stim	stim_file
39.153	1.9680000000000035	trial	bef	1.0	freq	none	ir05_audio.wav
44.113	1.975999999999999	trial	mid	1.0	norm	none	ir05_audio.wav
49.521	1.9679999999999964	trial	aft	1.0	freq	none	ir05_audio.wav
54.376999999999995	2.152000000000001	trial	bef	2.0	temp	none	ir05_audio.wav
59.321000000000005	2.1199999999999974	trial	mid	2.0	norm	none	ir05_audio.wav
64.097	2.160000000000011	trial	aft	2.0	temp	none	ir05_audio.wav
69.609	1.9120000000000061	trial	bef	3.0	temp	mid	ir05_audio.wav
74.753	2.799999999999997	trial	mid	3.0	norm	mid	ir05_audio.wav
80.345	1.936000000000007	trial	aft	3.0	temp	mid	ir05_audio.wav
84.945	2.3360000000000127	trial	bef	4.0	freq	none	ir05_audio.wav
89.57700000000001	2.319999999999993	trial	mid	4.0	norm	none	ir05_audio.wav
94.865	2.3360000000000127	trial	aft	4.0	freq	none	ir05_audio.wav
99.929	2.152000000000001	trial	bef	5.0	temp	mid	ir05_audio.wav
105.281	2.799999999999997	trial	mid	5.0	norm	mid	ir05_audio.wav
110.81700000000001	2.1439999999999912	trial	aft	5.0	temp	mid	ir05_audio.wav
121.009	2.4720000000000084	trial	bef	6.0	temp	none	ir05_audio.wav
125.84100000000001	2.4799999999999898	trial	mid	6.0	norm	none	ir05_audio.wav
131.185	2.4960000000000093	trial	aft	6.0	temp	none	ir05_audio.wav
136.61700000000002	2.670579339999989	trial	bef	7.0	freq	mid	ir05_audio.wav
141.72899999999998	2.8000000000000114	trial	mid	7.0	norm	mid	ir05_audio.wav
146.921	2.6657442640000113	trial	aft	7.0	freq	mid	ir05_audio.wav
151.577	1.9440000000000168	trial	bef	8.0	freq	none	ir05_audio.wav
156.881	2.0960000000000036	trial	mid	8.0	norm	none	ir05_audio.wav
162.17700000000002	1.9679999999999893	trial	aft	8.0	freq	none	ir05_audio.wav
166.673	2.8479999999999848	trial	bef	9.0	freq	none	ir05_audio.wav
171.24099999999999	2.6399999999999864	trial	mid	9.0	norm	none	ir05_audio.wav
176.40099999999998	2.8400000000000034	trial	aft	9.0	freq	none	ir05_audio.wav
181.873	2.376000000000033	trial	bef	10.0	temp	none	ir05_audio.wav
186.977	2.632000000000005	trial	mid	10.0	norm	none	ir05_audio.wav
192.36900000000003	2.359999999999985	trial	aft	10.0	temp	none	ir05_audio.wav
201.513	1.5519999999999925	trial	bef	11.0	temp	mid	ir05_audio.wav
206.393	2.799999999999983	trial	mid	11.0	norm	mid	ir05_audio.wav
211.305	1.5440000000000111	trial	aft	11.0	temp	mid	ir05_audio.wav
215.833	2.3360000000000127	trial	bef	12.0	freq	mid	ir05_audio.wav
221.07299999999998	2.8000000000000114	trial	mid	12.0	norm	mid	ir05_audio.wav
226.457	2.343999999999994	trial	aft	12.0	freq	mid	ir05_audio.wav
232.05700000000002	2.5120000000000005	trial	bef	13.0	temp	none	ir05_audio.wav
236.96900000000002	2.623999999999967	trial	mid	13.0	norm	none	ir05_audio.wav
242.24900000000002	2.495999999999981	trial	aft	13.0	temp	none	ir05_audio.wav
247.77700000000002	2.391999999999996	trial	bef	14.0	temp	mid	ir05_audio.wav
252.56900000000002	2.8000000000000114	trial	mid	14.0	norm	mid	ir05_audio.wav
258.27299999999997	2.3920000000000528	trial	aft	14.0	temp	mid	ir05_audio.wav
262.76099999999997	2.472000000000037	trial	bef	15.0	temp	mid	ir05_audio.wav
267.449	2.8000000000000114	trial	mid	15.0	norm	mid	ir05_audio.wav
272.057	2.5120000000000005	trial	aft	15.0	temp	mid	ir05_audio.wav
281.665	2.103999999999985	trial	bef	16.0	temp	none	ir05_audio.wav
286.969	2.0960000000000036	trial	mid	16.0	norm	none	ir05_audio.wav
291.71299999999997	2.104000000000042	trial	aft	16.0	temp	none	ir05_audio.wav
296.827095806	2.125904193999986	trial	bef	17.0	freq	none	ir05_audio.wav
301.857	2.159999999999968	trial	mid	17.0	norm	none	ir05_audio.wav
306.408899411	2.136100589000023	trial	aft	17.0	freq	none	ir05_audio.wav
311.529	2.551999999999964	trial	bef	18.0	temp	none	ir05_audio.wav
316.481	2.519999999999982	trial	mid	18.0	norm	none	ir05_audio.wav
321.699802364	2.5651976359999935	trial	aft	18.0	temp	none	ir05_audio.wav
326.137	2.6399999999999864	trial	bef	19.0	temp	mid	ir05_audio.wav
331.145	2.8000000000000114	trial	mid	19.0	norm	mid	ir05_audio.wav
336.569	2.6399999999999864	trial	aft	19.0	temp	mid	ir05_audio.wav
341.72900000000004	2.5599999999999454	trial	bef	20.0	freq	none	ir05_audio.wav
346.81699999999995	2.5520000000000778	trial	mid	20.0	norm	none	ir05_audio.wav
352.289	2.5600000000000023	trial	aft	20.0	freq	none	ir05_audio.wav
361.897	2.3280000000000314	trial	bef	21.0	temp	mid	ir05_audio.wav
366.889	2.791999999999973	trial	mid	21.0	norm	mid	ir05_audio.wav
372.593	2.2959999999999923	trial	aft	21.0	temp	mid	ir05_audio.wav
377.401	2.5359999999999445	trial	bef	22.0	temp	mid	ir05_audio.wav
381.889	2.8000000000000114	trial	mid	22.0	norm	mid	ir05_audio.wav
386.689	2.519999999999982	trial	aft	22.0	temp	mid	ir05_audio.wav
391.785	2.7119999999999322	trial	bef	23.0	temp	none	ir05_audio.wav
396.72900000000004	2.7519999999999527	trial	mid	23.0	norm	none	ir05_audio.wav
401.64099999999996	2.712000000000046	trial	aft	23.0	temp	none	ir05_audio.wav
406.793	2.495999999999981	trial	bef	24.0	temp	none	ir05_audio.wav
411.833	2.6639999999999304	trial	mid	24.0	norm	none	ir05_audio.wav
416.841	2.495999999999981	trial	aft	24.0	temp	none	ir05_audio.wav
421.64099999999996	1.975999999999999	trial	bef	25.0	temp	mid	ir05_audio.wav
426.585	2.8000000000000114	trial	mid	25.0	norm	mid	ir05_audio.wav
431.72900000000004	2.0	trial	aft	25.0	temp	mid	ir05_audio.wav
442.337	2.26400000000001	trial	bef	26.0	freq	mid	ir05_audio.wav
447.585	2.8000000000000114	trial	mid	26.0	norm	mid	ir05_audio.wav
452.897	2.26400000000001	trial	aft	26.0	freq	mid	ir05_audio.wav
457.849	1.872000000000014	trial	bef	27.0	temp	mid	ir05_audio.wav
462.20099999999996	2.8000000000000114	trial	mid	27.0	norm	mid	ir05_audio.wav
467.69699999999995	1.872000000000071	trial	aft	27.0	temp	mid	ir05_audio.wav
472.505	3.1680000000000064	trial	bef	28.0	temp	none	ir05_audio.wav
477.721	3.183999999999969	trial	mid	28.0	norm	none	ir05_audio.wav
482.55300000000005	3.1679999999999495	trial	aft	28.0	temp	none	ir05_audio.wav
487.93699999999995	1.7840000000000487	trial	bef	29.0	freq	mid	ir05_audio.wav
492.025	2.791999999999973	trial	mid	29.0	norm	mid	ir05_audio.wav
497.176808312	1.8241916879999849	trial	aft	29.0	freq	mid	ir05_audio.wav
501.785	1.599999999999966	trial	bef	30.0	freq	none	ir05_audio.wav
506.43735401	1.6916459900000405	trial	mid	30.0	norm	none	ir05_audio.wav
511.449	1.599999999999966	trial	aft	30.0	freq	none	ir05_audio.wav
521.218548348	2.222451652000018	trial	bef	31.0	temp	none	ir05_audio.wav
526.685102409	2.435897590999957	trial	mid	31.0	norm	none	ir05_audio.wav
