onset	duration	trial_type	trial_phase	trial_num	filt_type	noise_stim	stim_file
531.70544986	2.2315501399999675	trial	aft	31.0	temp	none	ir05_audio.wav
536.793	1.816000000000031	trial	bef	32.0	freq	none	ir05_audio.wav
541.433	1.79200000000003	trial	mid	32.0	norm	none	ir05_audio.wav
546.065	1.8159999999999172	trial	aft	32.0	freq	none	ir05_audio.wav
551.441	1.7039999999999509	trial	bef	33.0	temp	mid	ir05_audio.wav
555.913	2.800000000000068	trial	mid	33.0	norm	mid	ir05_audio.wav
561.065	1.67999999999995	trial	aft	33.0	temp	mid	ir05_audio.wav
566.321	1.7519999999999527	trial	bef	34.0	temp	none	ir05_audio.wav
571.577	1.768000000000029	trial	mid	34.0	norm	none	ir05_audio.wav
576.29600855	1.760991450000006	trial	aft	34.0	temp	none	ir05_audio.wav
581.545	2.4880000000000564	trial	bef	35.0	temp	mid	ir05_audio.wav
586.313	2.79200000000003	trial	mid	35.0	norm	mid	ir05_audio.wav
591.3290000000001	2.591999999999871	trial	aft	35.0	temp	mid	ir05_audio.wav
619.041598209	2.5674017910000657	trial	bef	36.0	freq	mid	ir05_audio.wav
623.5369999999999	2.7920000000001437	trial	mid	36.0	norm	mid	ir05_audio.wav
628.633	2.5519999999999072	trial	aft	36.0	freq	mid	ir05_audio.wav
633.497	2.5680000000000973	trial	bef	37.0	temp	mid	ir05_audio.wav
637.705	2.7999999999999545	trial	mid	37.0	norm	mid	ir05_audio.wav
642.881	2.632000000000062	trial	aft	37.0	temp	mid	ir05_audio.wav
648.337307539	1.4876924610000515	trial	bef	38.0	temp	none	ir05_audio.wav
653.121	1.7120000000001028	trial	mid	38.0	norm	none	ir05_audio.wav
658.057	1.495999999999981	trial	aft	38.0	temp	none	ir05_audio.wav
662.633	1.7280000000000655	trial	bef	39.0	freq	mid	ir05_audio.wav
667.073	2.800000000000068	trial	mid	39.0	norm	mid	ir05_audio.wav
672.4889999999999	1.7280000000000655	trial	aft	39.0	freq	mid	ir05_audio.wav
678.1210000000001	3.0092568899999605	trial	bef	40.0	temp	mid	ir05_audio.wav
682.023622154	2.7853778459999603	trial	mid	40.0	norm	mid	ir05_audio.wav
687.6489999999999	3.008000000000038	trial	aft	40.0	temp	mid	ir05_audio.wav
696.6489999999999	1.5840000000001737	trial	bef	41.0	freq	mid	ir05_audio.wav
701.6569999999999	2.800000000000068	trial	mid	41.0	norm	mid	ir05_audio.wav
707.209	1.58400000000006	trial	aft	41.0	freq	mid	ir05_audio.wav
712.6569999999999	2.408000000000129	trial	bef	42.0	freq	mid	ir05_audio.wav
717.049	2.7999999999999545	trial	mid	42.0	norm	mid	ir05_audio.wav
722.033	3.0160680559999946	trial	aft	42.0	freq	mid	ir05_audio.wav
726.8489999999999	2.8560000000001082	trial	bef	43.0	freq	none	ir05_audio.wav
731.817	2.839999999999918	trial	mid	43.0	norm	none	ir05_audio.wav
736.449	2.8559999999999945	trial	aft	43.0	freq	none	ir05_audio.wav
741.289	2.8320000000001073	trial	bef	44.0	freq	none	ir05_audio.wav
746.673	2.79200000000003	trial	mid	44.0	norm	none	ir05_audio.wav
751.6569999999999	2.8319999999999936	trial	aft	44.0	freq	none	ir05_audio.wav
757.113	2.5119999999999436	trial	bef	45.0	freq	mid	ir05_audio.wav
761.553	2.800000000000068	trial	mid	45.0	norm	mid	ir05_audio.wav
767.545	2.5200000000000955	trial	aft	45.0	freq	mid	ir05_audio.wav
777.3530000000001	1.8959999999998445	trial	bef	46.0	freq	none	ir05_audio.wav
782.569	1.9360000000000355	trial	mid	46.0	norm	none	ir05_audio.wav
787.465	1.8960000000000719	trial	aft	46.0	freq	none	ir05_audio.wav
792.033	1.8239999999999554	trial	bef	47.0	temp	mid	ir05_audio.wav
797.041	2.79200000000003	trial	mid	47.0	norm	mid	ir05_audio.wav
802.273	1.8239999999999554	trial	aft	47.0	temp	mid	ir05_audio.wav
807.745	1.9680000000000746	trial	bef	48.0	temp	none	ir05_audio.wav
812.7610000000001	1.9919999999999618	trial	mid	48.0	norm	none	ir05_audio.wav
817.6569999999999	1.9760000000001128	trial	aft	48.0	temp	none	ir05_audio.wav
822.7130000000001	2.6959999999999127	trial	bef	49.0	temp	none	ir05_audio.wav
827.913	2.6959999999999127	trial	mid	49.0	norm	none	ir05_audio.wav
832.7610000000001	2.6959999999999127	trial	aft	49.0	temp	none	ir05_audio.wav
837.505	1.6879999999999882	trial	bef	50.0	freq	mid	ir05_audio.wav
842.377	2.800000000000068	trial	mid	50.0	norm	mid	ir05_audio.wav
847.617	1.6879999999999882	trial	aft	50.0	freq	mid	ir05_audio.wav
870.041	1.4479999999998654	trial	bef	51.0	temp	none	ir05_audio.wav
874.625	1.6720000000000255	trial	mid	51.0	norm	none	ir05_audio.wav
879.257	1.6560000000000628	trial	aft	51.0	temp	none	ir05_audio.wav
884.313	1.9039999999999964	trial	bef	52.0	temp	none	ir05_audio.wav
889.545	1.8799999999999955	trial	mid	52.0	norm	none	ir05_audio.wav
894.792861775	1.8561382249998815	trial	aft	52.0	temp	none	ir05_audio.wav
899.4810000000001	3.1919999999998936	trial	bef	53.0	temp	none	ir05_audio.wav
904.153	3.15199999999993	trial	mid	53.0	norm	none	ir05_audio.wav
908.929	3.20799999999997	trial	aft	53.0	temp	none	ir05_audio.wav
914.321	2.7679999999999154	trial	bef	54.0	temp	none	ir05_audio.wav
919.7610000000001	2.727999999999838	trial	mid	54.0	norm	none	ir05_audio.wav
924.977	2.7360000000001037	trial	aft	54.0	temp	none	ir05_audio.wav
929.6089999999999	2.048000000000002	trial	bef	55.0	temp	mid	ir05_audio.wav
934.217	2.7999999999999545	trial	mid	55.0	norm	mid	ir05_audio.wav
939.145	2.0399999999999636	trial	aft	55.0	temp	mid	ir05_audio.wav
949.5930000000001	1.6559999999998354	trial	bef	56.0	freq	mid	ir05_audio.wav
954.185	2.79200000000003	trial	mid	56.0	norm	mid	ir05_audio.wav
958.865	2.0526833380000653	trial	aft	56.0	freq	mid	ir05_audio.wav
963.977	2.2719999999999345	trial	bef	57.0	freq	mid	ir05_audio.wav
968.545	2.800000000000068	trial	mid	57.0	norm	mid	ir05_audio.wav
973.8969999999999	2.272000000000048	trial	aft	57.0	freq	mid	ir05_audio.wav
768.0	1.0	bad	n/a	n/a	n/a	n/a	n/a
