onset	duration	trial_type	Response	Stimulus	response_time
4.937	0.200	auditory standard stimulus presentation	n/a	n/a	n/a
7.750	0.200	auditory standard stimulus presentation	n/a	n/a	n/a
10.381	0.200	auditory standard stimulus presentation	0.000	standard	n/a
12.416	0.200	auditory standard stimulus presentation	0.000	standard	n/a
14.864	0.308	behavioral response time following auditory oddball stimulus onset	1.000	target	n/a
14.864	0.200	auditory oddball stimulus presentation	1.000	target	n/a
16.899	0.200	auditory standard stimulus presentation	0.000	standard	n/a
19.348	0.200	auditory standard stimulus presentation	0.000	standard	n/a
22.195	0.408	behavioral response time following auditory oddball stimulus onset	1.000	target	n/a
22.195	0.200	auditory oddball stimulus presentation	1.000	target	n/a
25.223	0.200	auditory standard stimulus presentation	0.000	standard	n/a
27.457	0.200	auditory oddball stimulus presentation	1.000	target	n/a
27.457	0.368	behavioral response time following auditory oddball stimulus onset	1.000	target	n/a
30.103	0.200	auditory standard stimulus presentation	0.000	standard	n/a
33.132	0.200	auditory standard stimulus presentation	0.000	standard	n/a
35.166	0.200	auditory standard stimulus presentation	0.000	standard	n/a
37.615	0.279	behavioral response time following auditory oddball stimulus onset	1.000	target	n/a
37.615	0.200	auditory oddball stimulus presentation	1.000	target	n/a
39.652	0.339	behavioral response time following auditory oddball stimulus onset	1.000	target	n/a
39.652	0.200	auditory oddball stimulus presentation	1.000	target	n/a
42.679	0.398	behavioral response time following auditory oddball stimulus onset	1.000	target	n/a
42.679	0.200	auditory oddball stimulus presentation	1.000	target	n/a
44.731	0.200	auditory oddball stimulus presentation	1.000	target	n/a
44.731	0.378	behavioral response time following auditory oddball stimulus onset	1.000	target	n/a
47.379	0.200	auditory standard stimulus presentation	0.000	standard	n/a
49.414	0.358	behavioral response time following auditory oddball stimulus onset	1.000	target	n/a
49.414	0.200	auditory oddball stimulus presentation	1.000	target	n/a
51.663	0.200	auditory standard stimulus presentation	0.000	standard	n/a
54.494	0.200	auditory standard stimulus presentation	0.000	standard	n/a
57.522	0.200	auditory standard stimulus presentation	0.000	standard	n/a
60.549	0.200	auditory standard stimulus presentation	0.000	standard	n/a
62.584	0.200	auditory standard stimulus presentation	0.000	standard	n/a
65.612	n/a	n/a	0.000	standard	n/a
68.656	0.200	auditory standard stimulus presentation	0.000	standard	n/a
70.693	0.200	auditory standard stimulus presentation	0.000	standard	n/a
73.736	0.200	auditory standard stimulus presentation	0.000	standard	n/a
76.367	0.200	auditory standard stimulus presentation	0.000	standard	n/a
79.197	0.200	auditory standard stimulus presentation	0.000	standard	n/a
82.059	0.200	auditory standard stimulus presentation	0.000	standard	n/a
85.104	0.200	auditory standard stimulus presentation	0.000	standard	n/a
87.751	0.200	auditory oddball stimulus presentation	1.000	target	n/a
87.751	0.331	behavioral response time following auditory oddball stimulus onset	1.000	target	n/a
90.382	0.200	auditory standard stimulus presentation	0.000	standard	n/a
92.832	0.200	auditory standard stimulus presentation	0.000	standard	n/a
95.859	0.200	auditory standard stimulus presentation	0.000	standard	n/a
98.887	0.200	auditory standard stimulus presentation	0.000	standard	n/a
101.535	n/a	n/a	0.000	target	n/a
103.569	0.200	auditory standard stimulus presentation	0.000	standard	n/a
106.598	0.200	auditory standard stimulus presentation	0.000	standard	n/a
109.428	0.200	auditory standard stimulus presentation	0.000	standard	n/a
111.463	0.200	auditory standard stimulus presentation	0.000	standard	n/a
113.729	0.324	behavioral response time following auditory oddball stimulus onset	1.000	target	n/a
113.729	0.200	auditory oddball stimulus presentation	1.000	target	n/a
115.963	0.200	auditory standard stimulus presentation	0.000	standard	n/a
117.998	0.200	auditory standard stimulus presentation	0.000	standard	n/a
120.828	0.200	auditory standard stimulus presentation	0.000	standard	n/a
123.674	0.200	auditory standard stimulus presentation	0.000	standard	n/a
126.519	0.200	auditory standard stimulus presentation	0.000	standard	n/a
128.968	0.200	auditory standard stimulus presentation	0.000	standard	n/a
131.202	0.200	auditory standard stimulus presentation	0.000	standard	n/a
134.048	0.200	auditory standard stimulus presentation	0.000	standard	n/a
137.092	0.200	auditory standard stimulus presentation	0.000	standard	n/a
140.138	0.373	behavioral response time following auditory oddball stimulus onset	1.000	target	n/a
140.138	0.200	auditory oddball stimulus presentation	1.000	target	n/a
