onset	duration	trial_type	TrialNum	StimCond	StimulusNum	Response	response_time	Correct
0.119	2.000	classification-probabilistic	1	1	10	L	1.051	1
5.314	2.000	classification-probabilistic	3	1	3	L	1.095	1
9.186	2.000	classification-probabilistic	5	1	11	R	1.100	1
14.106	2.000	classification-probabilistic	7	1	10	L	0.712	1
17.586	2.000	classification-probabilistic	9	1	3	L	1.061	1
22.387	2.000	classification-deterministic	11	2	10	L	1.563	1
26.221	2.000	classification-deterministic	13	2	10	L	0.791	1
29.595	2.000	classification-deterministic	15	2	11	R	0.912	1
33.887	2.000	classification-deterministic	17	2	10	L	0.688	1
38.812	2.000	classification-deterministic	19	2	2	R	0.718	1
43.081	2.000	classification-probabilistic	21	1	14	R	0.972	1
47.201	2.000	classification-probabilistic	23	1	2	R	0.688	1
51.492	2.000	classification-probabilistic	25	1	10	L	0.646	1
55.191	2.000	classification-deterministic	27	2	13	R	1.750	0
59.721	2.000	classification-probabilistic	29	1	10	L	0.604	1
63.722	2.000	classification-probabilistic	31	1	10	L	0.651	1
69.816	2.000	classification-deterministic	33	2	2	R	0.611	1
74.000	2.000	classification-deterministic	35	2	5	R	0.731	1
81.481	2.000	classification-deterministic	37	2	1	L	0.838	1
84.686	2.000	classification-deterministic	39	2	13	L	1.394	1
87.696	2.000	classification-probabilistic	41	1	3	R	1.512	0
91.305	2.000	classification-probabilistic	43	1	4	L	0.757	1
97.175	2.000	classification-deterministic	45	2	10	L	1.606	1
102.195	2.000	classification-probabilistic	47	1	4	L	0.702	1
109.679	2.000	classification-probabilistic	49	1	5	R	1.177	1
112.883	2.000	classification-probabilistic	51	1	6	R	1.811	0
118.190	2.000	classification-probabilistic	53	1	14	R	1.410	1
122.584	2.000	classification-deterministic	55	2	2	R	0.804	1
130.093	2.000	classification-deterministic	57	2	1	L	0.775	1
136.316	2.000	classification-deterministic	59	2	3	R	1.135	1
142.091	2.000	classification-probabilistic	61	1	3	L	1.583	1
149.205	2.000	classification-probabilistic	63	1	11	R	1.108	1
152.493	2.000	classification-probabilistic	65	1	7	L	1.223	1
155.421	2.000	classification-probabilistic	67	1	1	L	1.355	0
159.091	2.000	classification-deterministic	69	2	3	R	1.645	1
162.724	2.000	classification-probabilistic	71	1	6	R	1.227	0
169.679	2.000	classification-probabilistic	73	1	8	R	1.100	1
177.178	2.000	classification-probabilistic	75	1	8	R	1.169	1
180.615	2.000	classification-probabilistic	77	1	5	R	0.907	1
185.094	2.000	classification-deterministic	79	2	11	L	1.536	0
190.796	2.000	classification-probabilistic	81	1	5	R	1.104	1
194.084	2.000	classification-deterministic	83	2	3	R	1.965	1
197.410	2.000	classification-deterministic	85	2	13	L	2.317	1
201.385	2.000	classification-deterministic	87	2	9	R	1.141	1
204.476	2.000	classification-deterministic	89	2	13	L	0.699	1
210.597	2.000	classification-probabilistic	91	1	11	R	1.213	1
215.594	2.000	classification-deterministic	93	2	3	R	1.102	1
221.398	2.000	classification-deterministic	95	2	7	L	1.206	1
224.497	2.000	classification-deterministic	97	2	6	L	1.075	1
227.807	2.000	classification-probabilistic	99	1	4	L	0.556	1
