onset	duration	trial_type	TrialNum	StimCond	StimulusNum	Response	response_time	Correct
232.809	2.000	classification-probabilistic	101	1	3	L	1.160	1
236.607	2.000	classification-deterministic	103	2	5	L	1.739	0
241.782	2.000	classification-deterministic	105	2	7	L	0.702	1
248.816	2.000	classification-deterministic	107	2	11	R	0.994	1
252.024	2.000	classification-probabilistic	109	1	11	R	1.041	1
255.524	2.000	classification-deterministic	111	2	12	L	1.454	0
260.675	2.000	classification-deterministic	113	2	8	R	0.943	1
263.696	2.000	classification-deterministic	115	2	1	L	0.678	1
269.897	2.000	classification-deterministic	117	2	6	L	0.923	1
275.212	2.000	classification-probabilistic	119	1	13	L	1.050	1
279.312	2.000	classification-deterministic	121	2	2	R	0.957	1
283.421	2.000	classification-deterministic	123	2	4	L	0.744	1
286.608	2.000	classification-probabilistic	125	1	6	R	2.036	0
291.399	2.000	classification-probabilistic	127	1	10	L	0.637	1
295.576	2.000	classification-probabilistic	129	1	11	R	0.916	1
298.912	2.000	classification-deterministic	131	2	13	R	1.324	0
305.584	2.000	classification-deterministic	133	2	3	L	1.228	0
311.981	2.000	classification-probabilistic	135	1	11	R	0.745	1
315.192	2.000	classification-probabilistic	137	1	14	R	1.357	1
319.384	2.000	classification-probabilistic	139	1	10	L	0.685	1
322.492	2.000	classification-probabilistic	141	1	10	L	0.680	1
329.817	2.000	classification-deterministic	143	2	1	L	0.740	1
337.283	2.000	classification-deterministic	145	2	7	L	0.836	1
342.702	2.000	classification-deterministic	147	2	3	R	0.844	1
349.981	2.000	classification-probabilistic	149	1	11	R	1.091	1
354.895	2.000	classification-probabilistic	151	1	10	L	0.683	1
359.003	2.000	classification-probabilistic	153	1	5	R	0.848	1
363.883	2.000	classification-deterministic	155	2	5	R	1.299	1
369.197	2.000	classification-deterministic	157	2	2	R	0.688	1
372.687	2.000	classification-deterministic	159	2	12	L	1.269	0
379.895	2.000	classification-deterministic	161	2	6	L	0.707	1
385.894	2.000	classification-probabilistic	163	1	6	R	1.855	0
389.500	2.000	classification-probabilistic	165	1	5	R	0.818	1
393.387	2.000	classification-probabilistic	167	1	9	L	1.070	1
396.309	2.000	classification-deterministic	169	2	2	R	0.713	1
400.514	2.000	classification-deterministic	171	2	10	L	1.273	1
407.094	2.000	classification-probabilistic	173	1	14	R	1.025	1
413.485	2.000	classification-probabilistic	175	1	2	R	1.699	1
417.298	2.000	classification-probabilistic	177	1	11	R	1.337	1
421.718	2.000	classification-deterministic	179	2	7	L	0.855	1
426.296	2.000	classification-deterministic	181	2	13	R	1.933	0
430.922	2.000	classification-deterministic	183	2	1	L	0.722	1
434.308	2.000	classification-probabilistic	185	1	1	L	1.939	0
438.591	2.000	classification-probabilistic	187	1	12	L	0.794	-1
441.607	2.000	classification-deterministic	189	2	10	L	1.099	1
445.509	2.000	classification-deterministic	191	2	7	L	0.813	1
450.677	2.000	classification-probabilistic	193	1	8	R	0.709	1
454.610	2.000	classification-probabilistic	195	1	10	L	0.799	1
458.480	2.000	classification-deterministic	197	2	13	L	1.230	1
461.497	2.000	classification-deterministic	199	2	9	R	1.380	1
