onset	duration	onset_sample	stim_type	trigger	stim_file
23.6764	0	26044	Unfamiliar	13	meg/u119.bmp
26.8336	0	29517	Unfamiliar	14	meg/u119.bmp
29.9909	0	32990	Unfamiliar	13	meg/u121.bmp
33.1982	0	36518	Unfamiliar	14	meg/u121.bmp
36.4391	0	40083	Unfamiliar	13	meg/u075.bmp
39.6964	0	43666	Unfamiliar	14	meg/u075.bmp
42.7536	0	47029	Famous	5	meg/f096.bmp
45.8445	0	50429	Famous	5	meg/f028.bmp
49.1182	0	54030	Famous	6	meg/f028.bmp
52.3091	0	57540	Scrambled	17	meg/s073.bmp
55.4664	0	61013	Scrambled	18	meg/s073.bmp
58.69	0	64559	Unfamiliar	13	meg/u059.bmp
61.9809	0	68179	Unfamiliar	13	meg/u080.bmp
65.2882	0	71817	Unfamiliar	14	meg/u080.bmp
68.3627	0	75199	Famous	5	meg/f011.bmp
71.5364	0	78690	Famous	6	meg/f011.bmp
74.5936	0	82053	Famous	7	meg/f096.bmp
77.65	0	85415	Unfamiliar	13	meg/u015.bmp
80.7909	0	88870	Unfamiliar	14	meg/u015.bmp
83.9645	0	92361	Scrambled	17	meg/s049.bmp
87.2055	0	95926	Famous	5	meg/f149.bmp
90.4464	0	99491	Famous	6	meg/f149.bmp
93.4382	0	102782	Unfamiliar	15	meg/u059.bmp
96.4773	0	106125	Unfamiliar	13	meg/u124.bmp
99.7182	0	109690	Famous	5	meg/f054.bmp
102.942	0	113236	Scrambled	17	meg/s130.bmp
106.099	0	116709	Scrambled	17	meg/s093.bmp
109.357	0	120293	Scrambled	19	meg/s049.bmp
112.431	0	123674	Famous	5	meg/f083.bmp
115.521	0	127073	Unfamiliar	13	meg/u043.bmp
118.695	0	130565	Unfamiliar	15	meg/u124.bmp
121.802	0	133982	Scrambled	17	meg/s126.bmp
124.926	0	137419	Scrambled	18	meg/s126.bmp
128.267	0	141094	Famous	7	meg/f054.bmp
131.475	0	144622	Scrambled	17	meg/s100.bmp
134.632	0	148095	Scrambled	19	meg/s130.bmp
137.889	0	151678	Famous	5	meg/f124.bmp
140.996	0	155096	Scrambled	19	meg/s093.bmp
144.104	0	158514	Unfamiliar	13	meg/u063.bmp
147.311	0	162042	Unfamiliar	14	meg/u063.bmp
150.535	0	165589	Famous	7	meg/f083.bmp
153.659	0	169025	Unfamiliar	13	meg/u116.bmp
156.866	0	172553	Unfamiliar	15	meg/u043.bmp
160.04	0	176044	Scrambled	17	meg/s133.bmp
163.265	0	179591	Scrambled	18	meg/s133.bmp
166.405	0	183046	Famous	5	meg/f030.bmp
169.445	0	186390	Scrambled	19	meg/s100.bmp
172.636	0	189900	Scrambled	17	meg/s011.bmp
175.66	0	193226	Famous	7	meg/f124.bmp
178.867	0	196754	Unfamiliar	13	meg/u037.bmp
181.941	0	200135	Famous	5	meg/f120.bmp
185.082	0	203590	Famous	6	meg/f120.bmp
188.272	0	207099	Unfamiliar	15	meg/u116.bmp
191.329	0	210462	Famous	5	meg/f010.bmp
194.536	0	213990	Famous	6	meg/f010.bmp
197.577	0	217335	Famous	5	meg/f146.bmp
200.785	0	220863	Famous	6	meg/f146.bmp
204.025	0	224428	Famous	7	meg/f030.bmp
207.149	0	227864	Unfamiliar	13	meg/u014.bmp
210.223	0	231245	Scrambled	19	meg/s011.bmp
213.48	0	234828	Scrambled	17	meg/s072.bmp
216.487	0	238136	Unfamiliar	15	meg/u037.bmp
219.695	0	241664	Scrambled	17	meg/s127.bmp
222.802	0	245082	Scrambled	18	meg/s127.bmp
226.043	0	248647	Famous	5	meg/f002.bmp
229.3	0	252230	Famous	6	meg/f002.bmp
232.474	0	255721	Famous	5	meg/f021.bmp
235.732	0	259305	Famous	5	meg/f118.bmp
238.939	0	262833	Unfamiliar	15	meg/u014.bmp
242.246	0	266471	Scrambled	17	meg/s034.bmp
245.421	0	269963	Scrambled	18	meg/s034.bmp
248.445	0	273289	Scrambled	19	meg/s072.bmp
251.451	0	276596	Famous	5	meg/f068.bmp
254.692	0	280161	Famous	5	meg/f147.bmp
257.883	0	283671	Famous	6	meg/f147.bmp
261.207	0	287328	Scrambled	17	meg/s082.bmp
264.331	0	290764	Famous	7	meg/f021.bmp
267.505	0	294255	Scrambled	17	meg/s129.bmp
270.745	0	297820	Scrambled	18	meg/s129.bmp
273.819	0	301201	Famous	7	meg/f118.bmp
276.96	0	304656	Unfamiliar	13	meg/u054.bmp
280.017	0	308019	Unfamiliar	13	meg/u006.bmp
283.175	0	311492	Unfamiliar	14	meg/u006.bmp
286.248	0	314873	Famous	7	meg/f068.bmp
289.455	0	318401	Scrambled	17	meg/s027.bmp
292.646	0	321911	Famous	5	meg/f137.bmp
295.703	0	325273	Scrambled	19	meg/s082.bmp
298.927	0	328820	Famous	5	meg/f125.bmp
302.001	0	332201	Famous	6	meg/f125.bmp
305.208	0	335729	Unfamiliar	13	meg/u136.bmp
308.299	0	339129	Unfamiliar	15	meg/u054.bmp
311.289	0	342418	Scrambled	17	meg/s007.bmp
314.496	0	345946	Scrambled	18	meg/s007.bmp
317.62	0	349382	Famous	5	meg/f089.bmp
320.811	0	352892	Scrambled	19	meg/s027.bmp
323.968	0	356365	Unfamiliar	13	meg/u034.bmp
327.075	0	359783	Unfamiliar	14	meg/u034.bmp
330.133	0	363146	Famous	7	meg/f137.bmp
333.173	0	366490	Scrambled	17	meg/s031.bmp
336.531	0	370184	Scrambled	18	meg/s031.bmp
339.822	0	373804	Scrambled	17	meg/s062.bmp
343.013	0	377314	Scrambled	18	meg/s062.bmp
346.103	0	380713	Unfamiliar	15	meg/u136.bmp
349.176	0	384094	Unfamiliar	13	meg/u097.bmp
352.184	0	387402	Unfamiliar	13	meg/u100.bmp
